idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
2,refs/heads/master,583b1f11a9006d98bf4b28557b8856b2aeb71d2d,d4ddf2dd08335348ca38e809269fc61303dbd676,d5f38a6113a96f6aeb8a6fa5801f5d32828089b2,,False,,,198,False,,,,,,False
3,refs/heads/master,7f36b5e3c62060d4c1fe44b2a48951951b6c26f0,904183dbd3055f80df334accedc0f61b4e183435,9c8731ab9108db8b980d03b9ba09891b837a63a7,,False,,,40,False,,,,,,False
4,refs/heads/master,9214c821c759bb48005f6fa837614039b5eef8a3,20f32175f45430a659c1ab137c30263df2ec834a,f921646b493c3866cf3d5b2d86d7a79b7a5d18a9,,False,,,30,False,,,,,,False
5,refs/heads/master,d95699717fc7b36bbe19672aa8d406314bbfcb1e,0f2365698f6aca2194207883d519516cf43f4fe4,860da0f0a4520755f5db1bde42e67f747c52d224,,False,,,211,False,,,,,,False
6,refs/heads/master,4af1d6e7a820453fe97942bd0276ed7cbdcbcf01,cb98e25db2a1e15f51166f6f70c2090d08b3d024,594eac4be1cf67ec60e30460135fc700728c8230,,False,,,2,False,,,,,,False
7,refs/heads/master,b1d88e3bdfe39ca197d2d6f845e302ff8e904676,abb50d2f09240165c8c74fe37c2cb133fb212fcc,9efd4b02ec3dfe7a7bc3210fe2009536be37a662,,False,,,10,False,,,,,,False
8,refs/heads/master,f86207b9cace4273a9a517889071c5d5975dc02e,6925bfa86ff08c979e056ff81f13552e3dea7a67,1c1d2bf79f19a58084bfa27f44dcd2840b78adfa,,False,,,9,False,,,,,,False
9,refs/heads/master,d634cf740571b56f42e5ec0e8aeebe99cc69f3ee,0d3c598e488c56dc4ca1b09b6d28b1acaf5216c1,2aa29a4284cb6f7145488a913911ba61ba444078,,False,,,105,False,,,,,,False
10,refs/heads/master,bbecd675eb25b6845a37872c73b2b50372ad3e4e,cb7cdc62e3e6206cdb15dd20c3e9c8067233ca6a,acc25c6b395d0fb7287b974bce4d6cd4b0ee4c0b,,False,8be708057dc77d75b6cfdba444a6393e9ab1eef54a74814b9bda4b244b5f2887,96e233977c0c46633f41468687db418ec06dde11e9cd2e9217dd5b9cffa7115e,21,True,Tests_failed,0.0,Tests_failed,0.0,False,False
11,refs/heads/master,a88aa7014d49f1e9a61c038c3633f70a022ed48a,e41427cc9488dc15e2ce92e4efdc59951fee2810,8e87680fe2c8236d899a1cf66d69ae5df268fea6,,False,f523e10186af62133417790ca41d5251d53842fc20e11545ed6c626f4eb84879,8966148a3a9490189f574716b25761a571c4841c21e805fcdcee806e59dd2a0c,12,True,Tests_failed,0.0,Tests_failed,0.0,False,False
13,refs/heads/master,a4917133b8d2b57a9080cd7b1846eddf32b299e7,45951e96b9e60f78043e995e9fcd081910d55623,8f6728c9569b80898192237e3654da9a562cb5e9,,False,,,54,False,,,,,,False
14,refs/heads/master,8f6728c9569b80898192237e3654da9a562cb5e9,c8b05900d35a36418da4eb0d270218b97e51da1e,629264d133739a2145b92da6417f6e1dd160d392,,False,,,16,False,,,,,,False
15,refs/heads/master,453b4ebfd41bef906e16762f47c84b565ce47c4b,427caa541f41e2bbe6b331fdf5a32584db2d04e1,d2b27fbfc1504513c60b6500533c9e3e4c5ecbae,,False,54fb52daa61a2d999a9203ee8ef543d6dcc6530999970d1c91321bc5c69ba161,472d84c0c6ef23792158f12643d2b681d2d294524d83a00eec4763753456ef7e,90,True,Tests_failed,0.0,Tests_failed,0.0,False,False
