idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
1,refs/heads/master,ba538c4043ff9d0389be1476d0a93e903625da09,af818a3afa9958b6309971652914f78e2917999f,f44b0f875b287c16f99f95171f556d217b94d561,,True,7aa1f6481fdf606398dbb5dfc530eac3dce15ac56cbdb149caa0d7835b32bdad,7f28a0d991d20fa7afe7074fc7f7f96d067b91849ef3d2f54e8b3ed74fa6102a,98,True,Tests_passed,0.0,Tests_passed,0.0,True,True
2,refs/heads/master,3d002a41907d808d059bb7c1ff4aaf3a3a76f411,76f1f9fc5bf03cd2ff1696b65444189675b96ca2,50ed0486e9c518c3c9d3a6919e38effbe871f91f,,True,033cccee63cc3f7670b7a9e770a5a1790ee7cd90008aba465cf22a22766136cf,fa75224b7fda1adedf30ec0339207cb18df05c988621cd389b86b2bee35c2afd,108,True,Tests_passed,0.0,Tests_passed,0.0,True,True
3,refs/heads/master,75649b2ff8e47ce8cff9c35d7244ec98925d9134,b5404d3401b7d512ae7f627cca4c4b48472e3942,e55c892d4945d813195142ce2bf15443b7c3730a,,False,,,18,False,,,,,,False
4,refs/heads/master,df99c7d83440585efe7205a4ef6643d8ae87a457,3303a87d1ecb7aff41a5eb58d24e4f7bc8c8d917,2574009fa16bcbf1779d3bf37853b6601fe94370,,True,807162eb5ecd585cef0811f200c2068aec0c56a7c69a83fc3e19bb6add3b9d51,e59515e8ea10d03c5922f1f43367e825b4c832d31270c1ec2031b9c3989447bc,30,True,Tests_passed,0.0,Tests_passed,0.0,True,True
6,refs/heads/master,b018f08537d904981c8ef9a7ecf6b5e400869682,c482fc4f6a786a68d0a5e084e752337b2988f683,0f0bc5e0733991002bf425ae75960974dba3c400,,False,,,117,False,,,,,,False
7,refs/heads/master,8167f1ea0b6b71cd2fc616e2b502c5c970d66198,b159bab35a9d88698a20c01bacc4a3da39f3a481,955d0b00f81c25577f0e796b38ea8e543da71155,,False,,,54,False,,,,,,False
8,refs/heads/master,9f06aa7519eaeb4ce3778d78e4751aeb251ec0d4,fe78060357f0a1a86bb10fffdf970b7e880b16e9,2abc4263fea334794d35b5c308462e69cb9405e7,,False,,,174,False,,,,,,False
9,refs/heads/master,530b22be10366d1509c582aa81a2873cdb595ea2,284e14fb30ee89b76ce973d8b18d6d6d401ceab6,f23650575f43c6dce4b4824c7257c662953ecd8f,,False,,,18,False,,,,,,False
10,refs/heads/master,5a94dd81c79d2c7197b3f2df624242ece93b2e51,4b52f1d1226fb84083dd2fa473d38ec8543a616c,7a3b39e550db4371a24b621ea3c8b52582ac2497,,False,,,314,False,,,,,,False
11,refs/heads/master,2a16b29f5b5af3173ab320108da78c5a03b0426e,d3dd0f2b886a968d8519fe9accea93a71e74722d,9078ef796d635cbe542c6eb6f30b8de09f23a921,,True,1eaeb5f32c5bbad9fec75014af813f96509ee44589bb65aab8819a23958030fa,c800b6ce1ea062e99d3c10863900961981af848bf6f1dd488248e9fdc64a20f9,114,True,Tests_passed,0.0,Tests_passed,0.0,True,True
12,refs/heads/master,88af6da3aa02e0b5dd3e5d67f0fe8fdc71060099,8c0b3935a6a0906b261f52715e7cb50ac8259860,0b3eb435162101f283c3f96ecb9a91caf8a95e57,,True,6c06e0b05384adf1d15e6d668809df368a11ae292607deba4387296b07ccfc4a,5f157134444f01bc8ebf01a2c1d3f46f7cea5b2085d68cb44ab08779e28c95da,104,True,Tests_passed,0.0,Tests_passed,0.0,True,True
