idx,branch_name,merge,left,right,notes,diff_size,diff_contains_java_file,left_tree_fingerprint,left parent test result,left parent test coverage,parents pass,right_tree_fingerprint,right parent test result,right parent test coverage,test merge
1,refs/heads/develop,f3f215fea11e9b2bccd519c1d70fe705992bc305,a9c660667387ea873d1c94c17644c0e50b725924,f5a43ec15b735ada8b58519a22c1521c78ef4f0b,,31,False,5bce2c6d0c23f43403702d1f846eca180ff30cca622c0a7e561c5f119547d95c,Tests_passed,0,True,c573cd107e3c03a5aa1d65d40004fc2409f3d1abefdbbe0c573119916ce01bfd,Tests_passed,0,False
6,refs/heads/develop,fe0455dca85a949a041dc1f6b1c51f504d48a6bc,b938905a6f909bcbf14d12712babaed72a5ddd01,c91e98cb398bbe78395405bfa06f5857efa37743,,157,False,8034c1f875cb68bdd86ae8066a9816f46e891d45bc43668419e5258b03b1cb9a,Tests_passed,0,True,951aea0a76cab0f1d54dbee255de5025a325955f3050303f7d834e2ce9baf662,Tests_passed,0,False
12,refs/heads/develop,a94198a72c58749688b92b8240e47a29c2ebd534,97712f0f96a4880f5e4e89a1ce30e9dc68f3ddd4,c064481fc84dd77139a9f715c76ee0db4b5ccd32,,31,False,5d48938749e5cc77598cb1f1607659122b98f9ac24c720763d33842ee0536ded,Tests_passed,0,True,7f5fa975a51d2683b408584226887a2b1f63a26d22127db101cebf2544967a37,Tests_passed,0,False
24,refs/heads/develop,bb6971898920789f4f02eb45bb88ac5d66171b0e,91cc03f20e0b4dd37531a4506d1dd45f9aafd0ca,f8f51586653e64eb8e3115209bf6e5f3066a51e3,,31,False,759cb255e8512eb05c3d7f6ebb354a8fc2850a5ec20e90e0d20c07fba3e07ebb,Tests_passed,0,True,f33ee836b09e01a22422521413ca351c9e1d67ee9168085a4357444c1cc196b0,Tests_passed,0,False
41,refs/heads/develop,68e7c78166f1d0a7e195946ea7b9fd5519ff436d,7851fd2eef84cafe4a7918449bedee5e040ffe9b,b3864a51ed9d12b68cd8efa2ab9556f55212c5ae,,84,False,6a8e1f31b48250599cab400b8e3c19d065043539e4cd0fc22cefb2ebe100b521,Tests_passed,0,True,900180690b95b7d23ed543eadded26fd4bee680c50491ddbeb47b0caa84fc68f,Tests_passed,0,False
45,refs/heads/develop,2f001aeda47bdf4590b760464ed03d74f9ed5935,2217e1cffcfc1ba8cc5c4836da423d71d1452935,dfe04faba53be4980ec4e9b357fdc9d1fb8fec6c,,31,False,361ad3e079546a66c8104c3a1a4d636ec0e341214382e93ec4376fe391610dbc,Tests_passed,0,True,d5d00c8e6562770f90b3827f47a6248c7e976280a8b1eea5eeeb2deb10c2779b,Tests_passed,0,False
57,refs/heads/develop,b88ab004235eec54863648a0c881bbda30a26b9e,fddd12a6344991cfecf88b07fe3bc9f2eb1f431d,def453147279f907ca9ba3459fd8e1452f0c2746,,93,False,9860b5dc2eae148511f0cd4df919c37a4e2167cb65c18b7b22b9714da4e72771,Tests_passed,0,True,571f66bdc086cd5b4c4ce1e0d67c7ba0071418d7448e541016801f7bc343af75,Tests_passed,0,False
64,refs/heads/develop,21a780f91429281c078fe10ff85e5c6cf1e43011,83dc3e27c55374a8971f90ab8d6e2eacc9f8cea5,3b9f92ba67dd2a140550fbd79aa3f54ff6f286ca,,36,False,4b59ca1cdcf0266c5ae98982d2f9d469bb4f536605ced7454189bb71a18669ee,Tests_passed,0,True,5dfeb54778f5c1e1d5a45142a18fd9b3e3caae7fe90d3f3d82de4c0c5ba9d54d,Tests_passed,0,False
76,refs/heads/develop,2009370eb2306364607126a090713612cd96cc3c,795ebb2e390647f608bfbc578768975308f81759,e71f0c7d0f90cac889497c1917cb4df3463f629f,,36,False,6b55fd427516b6564cca38cc1f1178dfbeef225ea66f5fe2534da8b0a7d4bb65,Tests_passed,0,True,a6d7f98d91349f4fa91bbae32244846f7046f92c2cf50192efb979b85976ac7a,Tests_passed,0,False
78,refs/heads/develop,795ebb2e390647f608bfbc578768975308f81759,3064f7a6b726d16052c46bcfa29d39f03571ddbc,88bd26a5992b165e50e5859a939e51d0108389cc,,36,False,6b55fd427516b6564cca38cc1f1178dfbeef225ea66f5fe2534da8b0a7d4bb65,Tests_passed,0,True,a6d7f98d91349f4fa91bbae32244846f7046f92c2cf50192efb979b85976ac7a,Tests_passed,0,False
82,refs/heads/develop,4a5c0c8e17f0b3cd3080fc18d537f90e7a41e7f4,ac447a3d1657f348e8980332dac0572fd9b9df61,7e912beccd55acbee266133e434910471b32c017,,36,False,77f0adcf4eb7d01f10d306c60f4a6e1b78b91d8133ed65885c6ea2aa1a97198d,Tests_passed,0,True,12c36baf6b7332cf965cd6bfe56c3922400288b47b991191d4eb83196f047355,Tests_passed,0,False
100,refs/heads/develop,c862dd16d0014a6e8a813fe452526a1f1d4b6f64,152095b8689b8752ed266956d0279f5e01d15f30,23e248311bbea45778f6e42d85eb3701238fd6b6,,36,False,2dcbadc32399d3ba70a74b75d83d8d272c41717987544faf037df9f9bdca4e53,Tests_passed,0,True,05f64f91fc55c5aed53546ff7c9fcd6219627c6dc2c29583a143f7b580fcde0c,Tests_passed,0,False
