idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge
3,refs/heads/release/4.2.x,3fb51c3de35e02b4bb996c07840be9b086898bde,57bd01f88330e3865942a66dce44a3403432f18f,abadcf7d1f71519b7b60e9aa22753b216f101aec,,True,183,0,Tests_passed,22f530deb5d920e0f7185a8973d2f79abe39437c1ddf1a00999ca9276bc99ed2,True,0,Tests_passed,941f73f07855274a15b9eb5995e64087d74cb3f728e008db855f191b835f7bae,True
11,refs/heads/release/4.2.x,3c31a124bdb34d2b8554bc34319b2b761b9a2ce7,42a762176ed8656a044fa555b88797f6ee001767,29187118251d70a0b5c7d98d85154be90f6aa54f,,True,184,0,Tests_passed,30ba10ab3038fa02601627cf730099f10961c722f23c65c4502d672010d5c3fb,True,0,Tests_passed,d3cf50fcb5c6466a6beee5192332db8bb4dd3f7b30275ba88681e484f6190e81,True
26,refs/heads/release/4.2.x,169992f90d4b350071ed01ed146ec65677a5726f,e71caf288b92d584c6c48422cbdf8673b1a1fee1,6965ed423fdbbaa4c1f42df5633e257da78e7ea3,,True,151,0,Tests_timedout,7cd6c4e947d32340e507e93ab2b149942b27060ff77562af14a1ee7f2cfc252c,False,0,Tests_timedout,e7f13f8daa45a7a58001faed8aaa42a4194b8c3015732312f4ab405e9ab64c7e,False
31,refs/heads/release/4.2.x,9a0629f6ef733959c4923b4a12909ce3d9c682f9,477bb0c490f5511c2933a9c61d991eac11df164c,a0437d7e16cabfbce316472efd5b8e1f8ea60313,,True,147,0,Tests_timedout,afdf432a6b832bc2d6d98772da3f61e44ade4223386d0a3ffa6eef1d91192e22,False,0,Tests_timedout,6182f02ee1a8de5550b017c585573b47f0fb516bb3de2beb527cf3b8a865f862,False
32,refs/heads/release/4.2.x,471038fd80bf10041cc66d286134b4bbe582717d,bec538046f37f21fb8948de7b1ad94b079cc97ff,460b5ff479585735206c7a93ef2958880a4dde3e,,True,113,0,Tests_timedout,524bb43627eeb6369ca13d181d4ce991e69c39273515c69da6a966f8971ca1eb,False,0,Tests_timedout,48b48480a55e9a946ceecc5a2b9065957663ec3d7634bba131b9169d698523f8,False
41,refs/heads/release/4.2.x,108446dd8880728b941a0f1461b6bb9d2b25da3b,53419ff25ad04ac1aeb10d3a1e96cddd74fe86eb,ad4a908644c2ab303f161682c757eafe65e73bbc,,True,351,0,Tests_passed,e459bf4b969c84b4c0d8ecf7d0af473634255a84886a7bf302e3d0b0ceadb2d8,True,0,Tests_passed,48ff15eddff7b607c98c0d9d1d5704aafc9ca823c454dcf7b9d9cb744ae89a33,True
61,refs/heads/release/4.2.x,7ea8661c2f0a7a948622e354687e157c93ff1873,5b858563c7b5cccf4027d19b0ce8ed5c4cc5ea5e,69a6007d946f291f6e6e471a29baa5688ba92095,,False,9,0,Tests_passed,31af8ee6c023d2aeb2a4abe6c11c39b0d53c4d237c9e07af94a4c6d66dbf4ab7,True,0,Tests_passed,f25d37ba92a914e7de5e7e7621062dbd1beb5bbe95e7f0c3ad5070e9d6b4d3d0,False
78,refs/heads/release/4.2.x,c9aa636b443e3437d6c7a43e7eba97312e77a11d,257bdac31edad0464a7144c3ba2db1762f6e721a,ac05e6d6ff46c2ae4c63997fccfb79d61dfd2e5f,,False,4,0,Tests_passed,5e0b09dacdf089b9c50bd3188abf92e88bdc889592aa8bdc5d583b36d30a0e8a,True,0,Tests_passed,309574181e17b6fae36b37b07a5d37aa51e92a7fb437d92d6b6dc06a2148b530,False
91,refs/heads/release/4.2.x,a734c390d570583960ba7bf5ea8ff20b07f17378,794763057c30a562a86d6ea0e5ce427a84034903,08cfdd6e68abfffca59e257175210ff71487d138,,False,59,0,Tests_failed,08a6f0297bae0e5a52b14cc55b2b4e24e334354dfac17f8a99f6cd4a16530e4d,False,0,Tests_failed,d7f872dbb871f28f677a34d94a2dfe9ae4014c1987ee9fe2d8483a66f5e11807,False
99,refs/heads/release/4.2.x,b4fa7c008fb0620eace3fe8164f3212313e8ec3c,cf0013d3f1d49c86389d593ad3826b82a675d98f,a16fa90904009435e0cbde0a2b76787a40993da9,,True,37,0,Tests_timedout,fc65af028620959f9781071f1df948d65b95c31081f64361f8ec3314f1340110,False,0,Tests_timedout,c67eaca1dd08a133f283601fae6f1192f9741e8992fb982cca5f9757fff73bb5,False
