idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge
4,refs/heads/master,796c7d3216dd9c4de31faaa98296cf2a3e6325e9,a7a3b886c7fb24b5cd1caf05bb620d6fc3f30d75,af7a397f4e7203fb37a51f00ca7e465da5e003bf,,False,31,0.0,Tests_passed,2b6997513424a6bf8841354c12c544f4a23672d603614c263874b8d7439245ac,True,0.0,Tests_passed,41ae4788ec32891eb42d95af03226939a6f5dff278f0755b0ba20ed0fd4f0018,False
