idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,test merge,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass
1,refs/heads/develop,958bbe88eee34181f2bc4c6d1520b787955b3a27,e36bd7c126b99dd86b4daa5bb858664d57771718,92f79a5d795b5ba18c70b9941d1fa7716b7c25a0,,False,107,False,False,,,,,,,
19,refs/heads/develop,0a5162d2db1395fdff730e9c4eea92bcb3010ff5,322eca070e3f29bdb7920f9d7674f01f30f35e85,ecea8edcf0225703088b6c091e62ea8e72e76abc,,True,565,False,False,1739f838c405f0f644abcf3b62256f35a9197831aa9e40c2b5cbbb27d882c66d,b6a6f132166fec73e516574430470d25953dfedd920452a15e4bad8c73c50278,Tests_failed,0.0,Tests_failed,0.0,False
23,refs/heads/develop,4bafca817619b23946e9285c3d5ffd02ee362501,4c03b0e4486e2334aaac18387d40f994e3052135,53a45c9ece3ffee32e5ca70491b6d54adf0992a8,,False,270,False,False,10b35ed1abd660bcb09c7605adad14e38ce2089a283a6aa82a9ffe7bb24488c9,381aedc60b1bcbe4a96e3ab469c36affe721c32e2198224bc6c67d26cf822134,Tests_timedout,0.0,Tests_timedout,0.0,False
41,refs/heads/develop,b0bbc0875a13d5a38b022c3c718831c6c5b6f2ed,9dd5dfe38c0740824db98d4266b55d294f3a6a58,9985374759279a12aba5e401d6f10d87b36e94a5,,False,17,False,False,,,,,,,
45,refs/heads/develop,7b197da5954bc36ba0d02a03c700bd6728cd49e5,797b4631c04971342a1b2f2d0f8eb29560324256,0506e294420a37a33eacad1fc6f77639168ea45c,,True,172,False,False,cebbb3e54e218cbb548ee4248f75cfa8b5cb2796f89f8a12822832cef314f760,c0e09ec9a180ca0a36d7d8869f0ffd5840f2ff948780d6d6f3cea70144955003,Tests_failed,0.0,Tests_failed,0.0,False
50,refs/heads/develop,3626b8a2429452d3eed0683b3f4f03a76fd9487e,a2f7a299be617a5838dd309664940fbd8e5934fc,d81d7d4d91f362dc91507852eb87bb8c4d406216,,True,98,True,True,40ee110a0ebaa1479607b95f96242cc5c42b94f4fbbff1ea999bfeff2a06d5e2,7fe448df38575d4f24fa8e24ea7038655b869ffddff8eaedc7eadea1b62917fd,Tests_passed,0.5169414686548336,Tests_passed,0.5167245638033007,True
52,refs/heads/develop,0cd07a36a48a44e04248e086d1c7c9675e4e0883,d9ac040bde26c8a5416c98a09c54ac7f106a0c28,345cbe7cd34039652c28baa0eb38b0d6ec5bedcb,,True,45,False,False,6c03bb1285b86b17873632ee4c0e1e126a749bce6cb1690797809d6eb2ff258e,fdba133771179b43a819e9dfe2ed8ea4ea7477ac2b4c254d86a3efe0d6627375,Tests_failed,0.0,Tests_failed,0.0,False
53,refs/heads/develop,0685f94a1edbfdfdf7297f17eedec33f9e5498f8,996f0861fdce13073ae1d83950c0b836b7e8d813,ff303f478c5f71a803f8e21e3dd90352e35f8385,,True,66,False,False,196ba451a5edc4b7e7289c6b47391ea56e47b4d7a2eaa3ea067b7e4ff94747f2,98c49f87da8bab4988ac10dd0172aacaee367ef0b399cec2415b276f2ddba452,Tests_timedout,0.0,Tests_timedout,0.0,False
54,refs/heads/develop,2537f8cac1e0cdae150d3a514a3a9aadef8e63c8,ba515a65fd0de97b7ffbd6157f98d8b75cf6a6ff,3eb4396825b9894b8d5f15dc3b3e5422503da962,,False,4,False,False,,,,,,,
68,refs/heads/develop,6a6d0400dcbf064a6829d1f7c88da52c6d465502,7937b1c65a5d380696751605eacff547ae3d377c,49078329e054401cdd98dda99af8907f152f3ad4,,False,66,False,False,,,,,,,
70,refs/heads/develop,18fa49655df66691a4c7ca58e198d9086d47e868,07ee767647cd286006e4d186e04ad94831a91afd,6ba2d5896b763ee551f290f151b5f136ccc431ed,,True,846,False,False,e891dfb40d88c9905b9730bb56e59a6f2a04c4ce4ee3874de2347444778409f4,d0dde6f30a6810807a0338d4ff6b791ce0a3389ada9e62b6540e141a42c2ce87,Tests_timedout,0.0,Tests_timedout,0.0,False
80,refs/heads/develop,ecc28922df3a5f126060ac01b5dad57c154500eb,4ad4f3594301e25ac0f0dff1751abd62a7ef3cf7,11ed6390a1774d666b68a4d505dc5bbf40ea0ea0,,False,367,False,False,,,,,,,
81,refs/heads/develop,b630922917478f9a6a986563682630b41e5120fb,152b4775a9d385d131bb16c927f56b1ca8ba9f58,e54f4563358aa43b515f55d1102100ccbc3398c6,,False,97,False,False,,,,,,,
93,refs/heads/develop,82ccdad4cdfe92f7d025ad59f623d3f167dbd47c,10312f082dba2584070701786660580af2e0d478,2a829d07aa084dea711e9df41aa972f3f452cb0f,,False,174,False,False,,,,,,,
108,refs/heads/develop,cdf8b5051daef617e4db6dab46b00d92caa156a8,759c30e11d449b0d683a2636cff9d8d200b01aef,b499692c5951ec18651fd050850676a223cf0996,,True,373,False,False,85a6c436d5a6b22a082c36746082768ac8a9eff2e7de2bb460e2d30ad4cd2d62,bc86bfbb60c4144525bc4f02b1bc3fcf4e576b117cfebb703a372fd043331588,Tests_failed,0.0,Tests_failed,0.0,False
115,refs/heads/develop,c0ed2b9fe48ff76f7f2902d5e84d8e783d39a3de,c67ef8eb46bf9a3e06b0dd740d94fcb7f5102b83,152b4775a9d385d131bb16c927f56b1ca8ba9f58,,False,110,False,False,,,,,,,
122,refs/heads/develop,b2da3e11cda2f85ad6bb68cebed289fc18313431,d210e45225b5a7de2ebb047cb7999f3142de3176,50ecd8de4f0579bffa81c43314ed690f9b34d64f,,True,172,False,False,aff37098093eafa65c25539cfd6f761671239d3df1d32e71610a1c2dbde4b1d8,4f56bbacb3fad1900b1a1a5556cbd38f8f7b684b1eddfcefbc0694e11a25f1f1,Tests_timedout,0.0,Tests_timedout,0.0,False
134,refs/heads/develop,fe139d0518620f58b5976fed546bb439374200e1,101ab43a51eac2cc240bd7e3aeb0c543af7750bd,dfa0722515136305c55947ed80ac0233814ec70b,,False,390,False,False,,,,,,,
144,refs/heads/develop,47ced8c97803054797c6ff7187bcf256d5101f03,4160f8e3b6d081f52c4544ee3ff03abb14e963c1,c9aec430f051dbe811e730048c8aaaeb49f2e0a6,,True,611,False,False,d329e64c473d5dab9fd593d52476d9d9b19880329b3f360d6ed4524c526663f8,7991b31005a81899c2966ebbac652c22dbb70bf42276e02918273128ae18febd,Tests_failed,0.0,Tests_failed,0.0,False
158,refs/heads/develop,21cdfb7d48c60d29d2d939c1176178fb385ecb99,7b2c19e8a7b88437e08617fecc519c853209998d,5b0ea114c2d0e4c3bfcdb3f8be14c48b7298fff8,,True,354,False,False,d4a125b8310e58e1219a955ebbca5bcef17c14a97a9c2e9a8d6953b271493499,343cc0b7440206b6ffca6f5df339012a883f8ad2c576592f92e591aec8ac4f34,Tests_failed,0.0,Tests_failed,0.0,False
176,refs/heads/develop,f686f1361f11e79603db6a77c2d949f7a2b1fc75,0094d661fcd37d672d57ef00cbfb7a789378ff06,71d1bee4246b042a2d727f54fd1d7b1a5b87a6ed,,False,61,False,False,8b98759cdb74a29c729bb7eb55c7a4e4ccac94b698658f25f46de2c057e78c1b,80821064d730f998cd2c0b735383ce0983e539a2e8a9014d8b37f0024075544c,Tests_failed,0.0,Tests_failed,0.0,False
196,refs/heads/develop,62467b34b89330dfd35bf94f0b2a5d21b7b4c40b,8de55035e522a74e1fbaa6b61aa83bba7b301cc3,166f3fa5db527a81616667f272b2e81b6c60b9e5,,False,106,False,False,fe758ab226f8116dc0fc7997ced1df3681566a260b579ac9dac79eb343c9422c,8bd0603cd14365511249df47445c18798eb129847f8fe83555ba0d6ba125175b,Tests_timedout,0.0,Tests_timedout,0.0,False
228,refs/heads/develop,8dcfaf459de2e867c1fea3d09abf09a4d0a14e41,0ac60f276675d7df5d84ba35e0d2f1206737f160,f3b783772b4b1be6a91ac01f2a3c47e2c16a79bf,,False,1066,False,False,,,,,,,
