idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge
7,refs/heads/master,9583c0cb73eb9557395b9625c92514e673bc7dfc,d829b092215565d00ec8d5946be815a347a5b8b5,9fc10e977b01a389e40ce4bf2c2c20160049e952,,False,5,0,Tests_failed,94d52315f61038e5c8aa580d048829953c6ecf5918e1871b90ab3610d4bb264e,False,0,Tests_failed,eeaca5bda36e0453f478cc65d90ece49dd14d5564f80fb55426ed95226e3c972,False
27,refs/heads/master,45e70b2314c3ae6ffcb4b4f5274ced9e76f89f0e,29c50298b00108026a869d7977e33f4d27118517,5972998566a867076b733be414699c55c55f3018,,False,9,0,Tests_failed,77d605e2ada935ba6fa12f9b1f77a6d97da016a5cce5c176f28185bf2bd0e7ab,False,0,Tests_failed,0c5185955247a8a02fb3a7fc483a726428144aadd60c6fa7c0260309e1181b6f,False
55,refs/heads/master,5e3aeef7fb6c7b2208457a0705327a0942843c6c,618c4cd018639654adac91bc0e140f207c3cea22,7a9cc4808bbc451cf864f5277f18f2914791028b,,False,749,0,Tests_failed,4d6e2879d80a5ea6f3061821e30a99d3b19df9e0b53c15e5b34ed908cf44a23b,False,0,Tests_failed,eb373f3fd8aaa1d4a023ff8c56793ed172e15c8d8921081d1f18c94e174e887e,False
63,refs/heads/master,9666dbe4a976a01a30551133eec4625ce5fd3edc,de42f4fa14b581187b9033ae03653924adec7802,a274a51c906f472753ab2155fb91fb0e5ef5147e,,False,29,0,Tests_failed,a93d33562bd4450239a852c878bd17e66f899a0b204cbbc381062ca09549d1fe,False,0,Tests_failed,9882172dc4dd8a63c819195545e811018bc1c3a6897f7537670b7c45e7b53163,False
64,refs/heads/master,de42f4fa14b581187b9033ae03653924adec7802,541afa87dc05bc7f4f8a2676cf78854658b001ed,15667bed1c9ab4582b1f35b0673b35364607d3bc,,False,756,0,Tests_failed,4ded00d60f41a9648d088c40865c1d45aef076cf844f9c43d3940865896f0418,False,0,Tests_failed,b3a5114a214adca72642f0769f91ec715c065517b3205dc76ebf15c1e7762a47,False
87,refs/heads/master,11e4e7c31fe86a437071aa20293acbc07e198747,35f286928e2cf4fb804d136b8562a6988f8048e6,6b6d40e73d74c9c492f546a7c7e9d04a13484709,,False,118,0,Tests_failed,f2df2ff5a7acb51f999c23848a702417c542cac8cc59d2b914635eef9840a2c0,False,0,Tests_failed,8d5991f1bba8a13ee4937ed75aa86355d29fad1727228d8433c6984cd3d4a148,False
111,refs/heads/master,dd6fd0a6f827436424f146b72074f0031960350e,d8a6001ae01204589efd2f4a99ed9b07ebe73544,a73924ec061f0da89d34798f89439403c251d3c8,,False,464,0,Tests_failed,c5a1b6c1cd89e80e666e6626559018124834e5fc006f4c4ba39fd0b4b8ac96dd,False,0,Tests_failed,10737a885e884f75fd7b1f535f85b8f3ebe020a96bf1363706da78b7c96956ae,False
124,refs/heads/master,8d1398c985b9e776b8fc7d54397f05f00abb5fea,1227413877bc7231a46e6d037206385c42067123,100cce95a192cf6e8d4788059bf8317cdabbfeb6,,False,5,0,Tests_failed,6d44c3ad101a0a9ad9bb51c8d68388a50606085d72099c9dcc31cb679f7655fd,False,0,Tests_failed,f5936c2febf730c04b3e215c3730c50471953b16577d089520c0b37309fcc886,False
126,refs/heads/master,403226fce5f617e12e19e4ec143e2c96f97f1658,7b9e2582abab6e27a85dbfbec46866c8e971e04b,cabf0a66a9809af8c1e3aae653023b20a9d3c63f,,False,60,0,Tests_failed,ffb5fa371f94793f9af083161803a3a552c77b6f9d0fd25afc511e19e1969cfd,False,0,Tests_failed,6f3e6ff21548a00f3875061d43cf81c71e4525ab4a2d0923459d503c6b8d5e1c,False
135,refs/heads/master,63e787282c89b58d679fa6e61e24dc8109e99c01,d99b293d6ba26fdab46a03101afcf822d3c5624d,5e04e2b19f480991422a9a1398c154c8be1c38aa,,False,73,0,Tests_failed,40fb826c5e64dd5b10c50719bbd747988f59f11a2f7ef499355fdaa94640b30f,False,0,Tests_failed,b8d0ad255173870725f00547eed5781a1d7d33df678ccefdbde8e58866d0d6ee,False
