idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge,sampled for testing
10,refs/heads/master,cedc900f07482ea16cce482ed9755fac7b881d2a,f3198c03d4bf6e3071c2b5f9dac6a97c90503c90,92bcb8113351fad8be2fa7dd3f3a15d388854521,,True,77,0.0,Tests_passed,a81dd75fe456948d1bcaa128e19118851dbdde80ef907b75b0cc235c31df3f65,False,0.0,Tests_failed,1ca5714bd9a0d63861798087565b7ed69ebb90dc65b31b98acf03e65fab1946c,False,False
11,refs/heads/master,001d3d6338ee323d52514e45f55902ca23b7d319,e9b1d2692f9627cae2724c35730fa4c311217ef7,c024fac6f3544c51744cd41f24116de356e143ac,,True,103,0.0,Tests_passed,d3fae468684b4b61befe719eb74a16f649178be8d55591d0b13b3a40b7fad378,True,0.0,Tests_passed,ba3944d35633e6cc346cc1afc814a4ef820083d2f2d7a4992ad04116f0068ce9,True,True
16,refs/heads/master,53ecf3c1e2d724aeda33a295ffee10d2e377a88e,491ab3bb952384ee914c48b6d95cc69853f35acd,746803e86690ff439ce5093f74e53edd68184254,,False,73,0.0,Tests_failed,7e375ec4236c4e3fe6f10466372bec72a5cd126d726bc3c5750678260b30d671,False,0.0,Tests_passed,bf39bf6f4889fcab090a9ba2ac610332bc0df9cb2ebfac864d6e99511bd13086,False,False
17,refs/heads/master,c8f319f0c64ac521b17721c3457eac0777ab6ced,f5aa540ddee44ba7eb0057b798283307aa30da13,8b65a5819e07e3095f05f0c78433494b0b5ab847,,False,6,0.0,Tests_failed,1c7dd3b4b8e638f051f4b20ebc1ce9acd2328e338f2fe2075edb6c1af6115ebc,False,0.0,Tests_passed,bbcce409d2e84bb196861af5eccc6b9e4bfa2fb1b4e97669ced3bbe70c928d9e,False,False
18,refs/heads/master,fbe26a15c8fb437f5ecd9611f042019cf7b88e5e,9b0923b58dd2f11744386f869ea12ccb1150b96e,3f617b71a8a749283ff2d5c78c8cfebb147e7d52,,False,100,0.0,Tests_passed,7607fe506fb6a4bac18dda0a8189f0878fdf5ff9321373d9eb335eab7ebd370d,True,0.0,Tests_passed,cccff83dc54da70e670f89b30f3f1334628636e1d961399e84696162af78f7e3,False,False
22,refs/heads/master,9426fbefd3b6e57649e45d79bc7d4fdf674e9377,04cf38831b7fba1fa265e84c1deac9f0274046c8,8a463847eca82abb885b4203d1ac17e5f4384d90,,True,3,0.0,Tests_passed,99ccd0d5486c88366b0574d8469344ca1635c55c7953264ba97c1079d80a7f41,True,0.0,Tests_passed,060f8700b83b0afa92d6348c12c5fb1d0be6298dc82b019c2ceb1027cdc4bf72,True,True
26,refs/heads/master,ea664976cddac36deb84752d86cca1d07af0eec1,33b6b15e11f2cd25f5233f767745ac82eeee68d1,45b1c47f2f760e5036afe46afa1b01a7af627c70,,True,640,0.4983806742766127,Tests_passed,43d08f108c7cea7afaa3ee2975f7c84cbc262b6544b46872517d6d86400c6c55,True,0.4703661384072731,Tests_passed,679e7871bc08b88e949ec3831601ec197188d1280ce8f600e595645c09e303d4,True,True
27,refs/heads/master,771ba721d9da416a5318353393497d9bdb1008ac,0beef50e1093930ee90ae97d15ee7ba49fe59381,b1d826293ed6d629e10629580e7df3966d444e69,,True,253,0.4890594809128414,Tests_passed,2fe99d0e5854dce39ed1ae175276edc21afec11cdbbf75807de61bc10a37efad,True,0.5636501901140685,Tests_passed,16052c48cb00624d1f75766299fcbd5c1e51b3a92bcee8d095d8be95c9778541,True,True
28,refs/heads/master,4fe97f1e8b7a4487e66c4e653065dd39c79ad963,da594a5b017f58f2e56dfc79873ffda0254387ec,00994ff66979755cc1af7004019dbe7bcb56ae22,,True,162,0.545429684829425,Tests_passed,17070f4f0dcd6015e5d5f93e3b1b18edd3fb0d22c7d9237285613693df6facdd,True,0.568132548776711,Tests_passed,e5ea7e3b1509f9e9d20b01998160108f0402ed43d1c9762774c163a0c890b8e1,True,True
29,refs/heads/master,4d075a03c743828a5c0e98e8547933f63de3167e,15c1e73cff0446a51368b097094e8d4b26cfaf13,421b51a62ea558b2b3504550b277174befbc6ff5,,True,223,0.5724944400602626,Tests_passed,e0477cc7c298eb421220fb533939d9fc803ab2b5a6f46621911b0ce1e22e3a41,True,0.5698358624961288,Tests_passed,efb373c1bfb5510c4f38a9f3e191973ff29aac24c89a004ee76d0d7afe91eb1d,True,True
30,refs/heads/master,18dcff7a8ed411f78012e2f2cdd7f14123002af9,ceea364bad16ec55c6390dce5b726f398f5e973f,e3aee85dd81fc64017c544943023f1c27f65d479,,True,18,0.5919401544401545,Tests_passed,d207afaa6f27fc7d6311be714b13d9e35081b6fd4091ce29ff5f1a8c0194d8fc,True,0.5992475668602274,Tests_passed,88264f8ab0dc3134d201937fd3dec5371fa03742426a60c6618ec790a7a9d4bb,True,True
31,refs/heads/master,14646fe319a2e57de719f185560d8fd45220e690,5b2f516aa871d94468ad76d9d9590a0af7a45fd9,adc247e64831a30903ae1ae3f41e58c36f2dae7a,,True,27,0.664903949924455,Tests_passed,e1072c76aa6e9ee242572b9a1a2cef70e7f2a14426895b00c209472ef6e8f812,True,0.6647954226492497,Tests_passed,f07f23acbb7c334256798dafe609804e2763d90ccdc318c1d250ece690486b9b,True,True
33,refs/heads/master,9717e61f33bcb503904cfbcbdabe431a35d3f296,2e8c846509d241d6780addef7b9f67724b7d01b9,768c642b55ce828640d49aabcfcc75cb6991a4ee,,False,42,0.6739678019932099,Tests_passed,12ba69e47c294c2f238740044d6b7735e04af49e72cf94316475b65b21e08810,True,0.6750934271268411,Tests_passed,4e3117db52ac69e540d80242518f8a7a4a49b43fae95610a35dc648ee317f1ca,False,False
34,refs/heads/master,587a3d59da055afc533edb7df3874edc267c6db0,a512645910f786a1f8c04b9b40ee225a1964472a,1673f46bde0562d7b77151e65a09cd280d9a522d,,True,207,0.6808961212661614,Tests_passed,ef5faed4d4e05d82f1cfbaeffc33ef17e88003d815e6827b2feb7adb138def0d,True,0.6739058900954261,Tests_passed,4b5d62bd2c1138e4a40c8101a292041b5b4ed3a09170fc91afdf270face1e5e9,True,True
35,refs/heads/master,a512645910f786a1f8c04b9b40ee225a1964472a,bf3925e94481b641f8a5f1c48585c2c72dd50f35,eed698b4c1dadf7d5e9d749bbd8b9c330cfcfb4e,,False,28,0.6805617476593847,Tests_passed,a4d007011dbaea90c3fa92e1d3ab070e829c1a162daf627632719d26ca25324d,True,0.6808961212661614,Tests_passed,4a8ba276e11ec95b7dc27f2fb0e57a8a3bd1ffc4572a499b1e75148aaa7f4731,False,False
36,refs/heads/master,bf3925e94481b641f8a5f1c48585c2c72dd50f35,1de1cc271b590de35cafcc6d4aba270646d0021a,e48a7bd9768b8df752e40eb870fc4712b7fed3d6,,False,13,0.6802189210320563,Tests_passed,4287ae36c6e3dd10ab9dc3915d62703d59dea11d1b44bf5c056f1391ed816d47,True,0.6808961212661614,Tests_passed,75338b5a14c7cd6501f4885dba0c34f5407a691a820a2124dc7097c9ed4ce18a,False,False
37,refs/heads/master,2f3946c891c068161b0b23a219c2f7ff1f5bf4f1,2d327fe80f8159a69e262301ace2d1003f5b1104,db414a0e84c519026c6b5a4d554f0cf5691dc32f,,False,75,0.6835125448028674,Tests_passed,d3685f6eae3e5770aebcf27c53d0f49772137957140dd6013d4f733def1919c6,True,0.6822854410710016,Tests_passed,ebec16dc4fcff268f5e80cd4fc03d94ac72ba4550ae16b194191d626a9c87961,False,False
38,refs/heads/master,2d327fe80f8159a69e262301ace2d1003f5b1104,a22a7a119dc7ff953a2110438e6e1c33b640692b,22d53fe99fed4c135ffcc869a395a56b158d99e7,,False,47,0.6830229226361032,Tests_passed,911856897419fec3f9b8b806c4cd984a87a81709074615151208e3a3094e7389,True,0.6835125448028674,Tests_passed,00d07bd520f270d21907235eb85e6ceed76beb5da7f7dda2027917e4f491efa3,False,False
