idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge
4,refs/heads/master,5b2bea95ddf0faf3e96151b684cb05771b41a8e9,f0ec747f00851aee0bca0dafbdb4b779a1d09de9,399eecf2c1d8f2fde48d1f5064764c67668958a6,,False,54,0,Tests_failed,07eea8ee5c6d8d8e999b820e3af7d430b1856392009944eb69a1c82564d59d6f,False,0,Tests_failed,cb7b60d33b37c176b58f4f6f4eee7453b87c5007e424181c8dda8980a66ba587,False
7,refs/heads/master,0a459165a1887dca36cb4f7ed9379fcf7960ec19,25be3a1cca38c4f600a1521614cf9a00a8294c8f,ec86d296a812d14dda7cdf4c74a2718fc5f23b80,,True,15,0,Tests_failed,ac9b35390b7fbbfa0c3eb7e4eb718e515a54c03b60ee0a577dc0e324ac2d097c,False,0,Tests_failed,094a11b4266f6ec03d502ea6ff1187875836b2daabfc5095244bf4105ab18b23,False
16,refs/heads/master,aa34524f5b3dd30da3b8fc1b928cace46e00efe6,e65ba9fd4d21704769c0a1fb1e5ad4458583e5ed,a13ab725b0948f4fd80e90fd3294bb5284862125,,False,51,0,Tests_failed,d0efeb1e0097deae8e19b81c7d9aeb12a1cf09a8a153f37abfc4c86df7be8f58,False,0,Tests_timedout,efa52894760df937d38d2aca6ffcc79077f8b692b4b12a43b820624b5237a844,False
18,refs/heads/master,ec0a24bce8ae30e68f03db9a72d6a424e2b4a04b,8ee2a2cbef7d8ad54db9207c0ee1a1e7cb44ee0d,16da21dc9236d48b74c9b43e364962a5b64d0ff9,,False,4,0,Tests_failed,1f87538d9867e249abcdeaf9f783c1dcdb2f7e6c44d6fe19d743d7dbbda454b9,False,0,Tests_failed,ac3053561091aad180f8945270d852b2cbfebf4d600e1118a68bcaece4eb11e6,False
27,refs/heads/master,9eaaa69493010a1001e5110fd1c082fd967758b3,36f04c79372fed064090fc3fd2356b272e32bb06,e70c9566b58f057ce9095f6a51c02699fbec26bf,,False,7,0,Tests_failed,8e2117fcf052162450deca946b16e46b1247a460dacff7f67e82a31e7799deba,False,0,Tests_failed,d17da105a91659bfab39cf3cfa54a45f9fccbf2ee9e1f510318ff0b32b9a18ba,False
32,refs/heads/master,439a7cf9222fc2d1adfd9771c82f70cbc752c8bc,bedd957cd4894f9e8b34a7f18b5a3121fa637283,7c084200c8d002e9e48e3d400ac239e895bd727f,,False,305,0,Tests_failed,91cf893873bbc2ca0330c45cc9a7359b2012f87e8e36a33d5d88f928b47ffc33,False,0,Tests_failed,679751d5f48659b245b2723379c18e1d384ffee4be1e2f311682e5ab6b38c009,False
33,refs/heads/master,7c084200c8d002e9e48e3d400ac239e895bd727f,d1b1cf5adc3050be55df2325d57c5d6574249652,01997b6e4cdcfb0495847c89ce229a187a8dd962,,False,327,0,Tests_failed,3a001870f966cb8a31466ee2e8f319a3c15846edce328477acb051bba85934fa,False,0,Tests_timedout,e181f2a6fc63edcf0118c35ca723f19bbc8882885da2933e6dc89c24b9334d90,False
51,refs/heads/master,5d19955e4975e1ae737f677b4e32341e2397b73f,370b6c46a87862bad228d4faccb6f043d214a771,19e7ec01b5dd7bd1acd65cb519a0efe2e7935a44,,False,47,0,Tests_failed,f0839e517a2942436ea1412a0d4bdec548836f024d6efbaaf256d58dfacaad92,False,0,Tests_failed,6aa1032c32a10c3e170607bfa30b531991b8e5dfde705b0568fee2d6526454e0,False
54,refs/heads/master,9abfdf469cd762ee79f3f151a257cf7cd2b20f16,1f7b5f0cfdf9d5a67cbbbc9bd12472ecf54067a5,ac177a3beb7a097c39445578f3a3851c598b153d,,False,146,0,Tests_timedout,6d43810ae60c8441e7d6e08a3840d2c771cde977c166ace91001754354e22a46,False,0,Tests_timedout,f8cfbe00efab15cbf689e45b152e95b95791a8fde8c34be9a3b8e30e3c251780,False
61,refs/heads/master,7df072e568f1145702b84b23a939c49c04480f00,c679b379ad2e2500af1367b3d890fd66c6ae0ca5,3a07236cb91152d06677dc41c455854c4539df9b,,True,428,0,Tests_failed,44be99fad1cfb3ba34faa2f6c78a08f587d76e4052419c0d5cd8b8fbe86f0b74,False,0,Tests_failed,8b235c918f514143bdc4a30cb9aae65d620e47948b5aced9a564ec28c22e3336,False
82,refs/heads/master,dc2fba9db632a7ed0fd398d2c9d9150012598b2d,dcdc2d03931bef8f9a9e613faa9b6a9a59bfa3c4,b4afb656711414236198c8fa9c6a419fb4915328,,False,26,0,Tests_timedout,c708d9fa3fc1e28d81fa799aa73b7061c2f9b17024f46887acdecee2bf189fd8,False,0,Tests_failed,27389f9bf60f6b18bd7b9609d9198a4a6a792f838f2cf74eba223c7ab4b694c4,False
92,refs/heads/master,804e40b175930f320486103c54d6fba494aaa959,6cfdc274e651415b5beb8f3643d2b2ff8faec532,c4180c36c2ce0cb496edfc8da1ff617e48c64b00,,True,83,0,Tests_failed,144e91589d2bb7880b793553416551b6fb4df542d8b5b6c54f6318f37d0f8424,False,0,Tests_failed,7caade23f39a769ff0d5a804c5e451f9449fcd3c100e58c23225d3fa0fdfcd43,False
97,refs/heads/master,f8278ede25c4640c3cf0c5b0d86a2eee64a4245a,195f71ab13444c90edfbac6acebb58d1d358d06c,73fcd7848f971086e84fbbcd89ecc3307a5e4289,,True,747,0,Tests_failed,6287f0f95f9abf70c91461d240438d0b07204a10de76f35ffebbd9796804d5e4,False,0,Tests_failed,03cc82b923c96a11a52e44f7622280f109c660540996fb099ec06f538ca5716e,False
98,refs/heads/master,f659ce083540fd96d25c48226ce2dd640fd6176f,9e5717f6d42f08bbb0b522b1c0d6aeaa64939488,7f84bf18fc4beb18398f7bc40155a28c56c9ad9c,,False,55,0,Tests_failed,76b1cb25ec1f751db6e495968dddd611770bf2c29264b75282df3011698ddf87,False,0,Tests_failed,ea57d160b22c1eb299b8a10b5e680d60082f9a4d5ef7d4980405d31990b650ad,False
99,refs/heads/master,f74e2f9daaa3e7a198e543790284ecd52c516c24,992cf5391ea9540c294ab01fc0354e18f7728562,1d038e8848cea88a4354fb556b9deda111c1c254,,False,636,0,Tests_failed,b9b0cab7da716110eb87ba255a1bcb06ee4baed8eacf4ecd573b358c300fc68f,False,0,Tests_failed,de038bb76ccb5279e9f380b595615fbf2510fb7d0516cfe864920a337528da3d,False
