idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,test merge,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass
24,refs/heads/master,a7d86eff0e0a40ad7280a2bae4826725b3d038c8,b5c03e13e2b55a17b767b8d5dd2c586f6865e0dc,fb90c4735a4833cf6cba7b1f882e703015763372,,True,304,False,False,76bdf65436920e5a453d5a01c3e392dec38f73dd779d8a24fe261328cd12a876,28f0e491bfab0dbaf722708f224d5fc22c3e918e1e3515b91dd05e065c813a80,Tests_failed,0.0,Tests_passed,0.0,False
33,refs/heads/master,a3ac445356b68dd47254397306b6cea1c66e08af,bf6f0f420261e63e277747c22a81f2abd6d0a864,879977097538ed8262ba6711daa0ca9fac4c1bbe,,True,803,False,False,df14e6e340a63462117fcb6f97a0477598bf085ee0a9ed07b830beb3bff7e54a,6415c497d80f7699f0e9fb8623ea6e991ff3ea4352810251c4b11ce9968a8694,Tests_failed,0.0,Tests_passed,0.0,False
40,refs/heads/master,ecd287e8376a40a03dc742b1aa4aa911452b1119,000d2f55628f3cdbb8cb4687a351af81c1eea458,eff9b225e27fe0270a3a6620638b398f3f850f12,,True,177,False,False,5ba854de91622983f8b66c323b893c5a3a2cdb986d1a9905a478aa78934c849c,71c80f0ac59b8ae9cd9ec8909f5ff35dfe589378d673d4431f5f749bff9161f1,Tests_failed,0.0,Tests_failed,0.0,False
41,refs/heads/master,d4eea3c7740de2eaea144847cc92ab04718d6b5a,e032c9ea873fcd65ad147b25bd161282b97c606c,48a5b09712655beeaf0e0d4f7fee706ef568775a,,True,167,False,False,6e622adc5eabcd10305ee95d1234b478f204b0e9f5791210b1a6d06a4b197b9a,09343628825dff16c829ca0296aa70e939fda15b3dff9e5ed09d1a24f66823a4,Tests_failed,0.0,Tests_failed,0.0,False
43,refs/heads/master,dcdba49a39b57547ae82908d7490801e51f12cd3,81f7b6c350a43a1ea9b2a81158cf1f796f55ac2a,5578b58162def6e9d245eb43d17abbd1e139d36f,,True,753,False,False,12f07a26fac6a4a5de0996f033d5af968d4ec183b270501a1b0bc206c42e7160,809073ab6b33a20369e48c85e35625603fc96a22946f05a82ac139c439f4c872,Tests_failed,0.0,Tests_failed,0.0,False
54,refs/heads/master,b688cf263954646650fc239b08a848179091271b,74f3551ea9b568f48b7e8d6b140f36c28fef53a1,b4f3b829e66761aa90ae28ad7ca6feb7e581ac3f,,True,1194,False,False,c6252f4b66dc9e8063b1117f52a054643dc63b07a791bbe0407ed9e257c777d7,4f991c43b4668614aea3312b015a9c541aa4484d5c25cc8c50537d63a3ae5f58,Tests_failed,0.0,Tests_timedout,0.0,False
55,refs/heads/master,88cf7f57df341a9ec7396d1f58b798ca2121853b,26a1acff08f3e28a77125171592224e45dcea182,f64032439f02f78ad43d4bd49e80ae6dafd600cb,,True,2391,False,False,ddc3b4640a5ec7ab70dea54f0129cbcac7fee8ffe3e6cb07405d8bde75abfc04,ee5a3a706309ac3bb8ad012ceb0b55ceb6981e5c2ca7acffd5b29b1ad7c1b491,Tests_timedout,0.0,Tests_timedout,0.0,False
62,refs/heads/master,4440c6524464d7ec39a0395773ea3e031d341b7d,60b7b8f23e734f1894dfa23188df57f0cac45cff,a1df34ef4d70d64623733957fde96c8113a98e02,,True,1024,False,False,5476f09a053692a08364441de83491a619dabe5ac437467450573cd6b798bd7a,cfafeacb5bc23fda5334b97cae9e08f5c48f823fbbcb0d51e81d8f0c2eccd114,Tests_timedout,0.0,Tests_timedout,0.0,False
65,refs/heads/master,0cca5b4b631096128a9551963c761ef0e7809019,36a3ca00308c1f1b95cf059b7af6d5f2bba2d5cb,90f95ff3e5e795a06c284f60f562ee2991881371,,False,345,False,False,,,,,,,
71,refs/heads/master,250343fa2a77f28bee0265c620f811b5732db26a,74e931a17c83405f7620a28444884ab5674a1990,214d56240367b661d5ee4927622b47fe465a0665,,False,50,False,False,347f5a548a832753862a617131ba9e55861f187b33a99e4dec3b64cb25bffd43,e58b33526eb5bbdcdadf7eb4e241a478875b06b1e64a070778e3cad2f0b0ce5b,Tests_timedout,0.0,Tests_timedout,0.0,False
79,refs/heads/master,b2d747f84a961f37ff31bf0971d09d6914954d42,fc7c7d47b232354eb43df21ae888443fd524c92d,ae9ecb2f58f8cce90d267f9fee2100e980136e66,,False,6,False,False,,,,,,,
