idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,test merge,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass
3,refs/heads/master,434191383eb392719dbba00a7c8f89b191694210,5552ece81b4dc79fc7c9d3ad8acfd5282b94216d,2832c977be7d144c3549b11c20b73f3b64626319,,False,21,False,False,,,,,,,
7,refs/heads/master,3b20212de691fc7d165203d3a415b516df6cac42,8b9fa56881b51b34f23fdd7774d4a14099f6f033,8700c47712c0fcfb25301a8eff0d5919d10af354,,False,2,False,False,,,,,,,
12,refs/heads/master,01608deffc17521802aee6c057f97442303d6f81,f5499b748c229b7a14ef582f100345fca3ededb3,88db4058df4bd700f3d5e8191de9d88e199ffa24,,True,55,True,True,c2cfcf3953c9d96fe48cbffbd8ceecd501247ad293b5fde4065531474578a629,b49c083dfe8210702fb3604678994d9625a6e463e30061b1cbac83619c27a1cf,Tests_passed,0.0,Tests_passed,0.0,True
17,refs/heads/master,f5c79e85cf6e9836ae62a465e771a69bfef7fdd8,8c6f838ae336c5fb0ff2f582f5c99a3d1b95e3e9,19f4aaebbb383d061fe53b983e3577609d9f52f6,,False,99,False,False,,,,,,,
19,refs/heads/master,57bbef7c7cd986c7a0d54b83c654698537e9ce47,9f28ddeff2442c7eb30bf0390dffa50117641f3c,bb94fff7af8d2779cab0f4b681c0798b9b68660e,,False,37,False,False,,,,,,,
20,refs/heads/master,9f28ddeff2442c7eb30bf0390dffa50117641f3c,54250aae6317f7e6ec647f536bbc1b560c13b973,efc8d1383b6d5982f54b1ae0775680544c381120,,False,33,False,False,6098c8b7328083fd42e8a7d3625c498561ae39ae34238fc8d9beab7d81edf966,1d7cc321730dc6e4ed2d0ae342b689688aa0ab79e0a86a509f38a46ecd5b5b38,Tests_passed,0.0,Tests_passed,0.0,True
26,refs/heads/master,481c9690b2cfa9ebae575ca76520af85fc441c08,8d655febe380dcf416cda9012abde6742e81b558,12991bdc544955d821403ae58e5e313881464c30,,False,14,False,False,1cc3b817230811acfd88f93b58f192e0c1df0f4c1123c329bc1a7eb0aaa06ede,12722d5d30705e9527951fd4ea81968404cb1bfa262a265ab3d3276209d9a3ef,Tests_passed,0.0,Tests_passed,0.0,True
30,refs/heads/master,e25d95ba71d28555259d68e090791b82c2d9970e,5e1f44e605f448b2f085782bca48f49d68b78240,047e5e132f1c40fa9993a7291aae213c07bdc48c,,False,36,False,False,,,,,,,
31,refs/heads/master,5e1f44e605f448b2f085782bca48f49d68b78240,134a2bfb72fc04b13140c98f24cc00e1500b480f,caab13de808559d3c347ca21072d0a74e0b06922,,False,93,False,False,,,,,,,
32,refs/heads/master,fa710f48dd8ca04e42fa079491a65d17763dbfc8,647b2646daa95dd8dcb77bf6c8a5b5f653acf0f6,64ca201ccd7fcfc3fbcc45f2d8c934bed01e56e7,,False,98,False,False,68f4424f3594a8b6d46124a8aff1f6d931b7fff47fd626d27489e03070c06989,08b7d4b08ef90917fae5c9f7c661b7f52f4be87f11cf225079798a695b65a57d,Tests_passed,0.0,Tests_passed,0.0,True
33,refs/heads/master,647b2646daa95dd8dcb77bf6c8a5b5f653acf0f6,6286b98716324e62cd39a86eff18873a32062c12,84524b718fcf9c842c48588c24cde0b54ac93179,,False,73,False,False,6d6c29b2d705575357653be63ef3ae4410214a3c5244ed1513c068a62c30d4aa,5b8fafc3f802d7844752b116e5920f6061ffed2cca186d2a40b045b25b31d3ba,Tests_passed,0.0,Tests_passed,0.0,True
34,refs/heads/master,6286b98716324e62cd39a86eff18873a32062c12,ec4f1e4aac2b2839538c7cbdaddf6fbf9ffe3a75,84cd70209527dfdacbbbea96248515de2ac05242,,False,9,False,False,,,,,,,
36,refs/heads/master,1e8b6a24b68a742ec089bd9e11b5396f18754218,b8846bac54e5167a5dd684f34a0cf2293d22eb81,5e571d90fb9248c6ae911f553b7b45c5a13400ff,,False,6,False,False,,,,,,,
37,refs/heads/master,b8846bac54e5167a5dd684f34a0cf2293d22eb81,97cc7588297ae6ae2202bccb8b5bdc2488d036d4,98f3f7cf560655afae387bdc0c71a3de750f6777,,False,15,False,False,,,,,,,
39,refs/heads/master,23de4f98519654b694ea29871791573da57037f4,bd1772025284e5e4a7618b8ee05f56c012097682,6c6390e312997c35c4de8d49ca0ac5ab793baf4c,,True,174,True,True,e5deb1cb126e394dbf7cd426e8cbbc34674d03dee58fd7a904f0b1dcc7c9b538,bd154c0817047fe3542aa6dc7065200fc70dd1367167215e3581417b8761853a,Tests_passed,0.0,Tests_passed,0.0,True
43,refs/heads/master,93f8cf05fb3c4eec3ec6635b03981f824ac6432c,8f62f2d894f68422d89161e31f87e49e663fe1da,ee639a6cb88b08364613cd06f26b7f1a49f8a985,,False,2,False,False,d1bfe2a5e0219bf04c27ab27ae4373c9ce2686d40f0bfc67fc63cb123a4635a8,4b782d6347c694147ae4dd38a52b4396f4275c8dcb102dbf448e322799ca38e3,Tests_passed,0.0,Tests_passed,0.0,True
