idx,branch_name,merge,left,right,notes,diff_contains_java_file,diff_size,left parent test coverage,left parent test result,left_tree_fingerprint,parents pass,right parent test coverage,right parent test result,right_tree_fingerprint,test merge
1,refs/heads/master,99c493b90e587cfd79317a467c0bfb1127a45d36,19ab954f568d910e2504ed6590de1c97d61b4a10,d891ab6a570bcaaf6f3b5f01e4e5d929d6c95470,,True,43,0,Tests_passed,bd2d39105ef8ec9bb9dd3f443e706edf28124c7ce99803516b0cf509f5713cf8,True,0,Tests_passed,36efddc7c6d49b31109d1d61309dae23523f23a3fc7f6b60c89e2513db100f8c,True
8,refs/heads/master,46e7d9962da8c056226de3eb1b2f3e463804725f,7472557d9abd7d307eb1c944fe5c2546d109c21e,9aa4f80f027a8046b13b8e4cf13cf8f642779847,,False,16,0,Tests_passed,ba560680b920d7a6c5435b671e2121a5654749e1fb9e17c6621b7f94db27df98,True,0,Tests_passed,90903d221936ecd8cf1115f8c313134c730f0337be326630ead567e1c422dc8d,False
9,refs/heads/master,6027cfa7dd5e582359f984e3f99cc72c6a268132,97a30cef3c53731b17d72f2b66458dfea37ab634,cf4edd5038661ed4e0a582d1cddd24c250a19762,,False,4,0,Tests_passed,692393b29694352f1472f91440c66bd1458f467de1a78a167a3c507decf0ffa9,True,0,Tests_passed,692393b29694352f1472f91440c66bd1458f467de1a78a167a3c507decf0ffa9,False
12,refs/heads/master,0d0442f6730187f2e830f2fff53aa91d3fc693e6,cfe0b6191d2e122a6b9ce09667ae1a91e9a608f1,bf90a7a29b54deba49428adbd313ee875455e65d,,False,3,0,Tests_passed,898b66658e93f160f2dea8e4d4b2154638c66e10be83c21e586188c134bf7049,True,0,Tests_passed,5415af09bd9a148209423590b7dba950bf690f6cac8bb7700355202a2127a2fb,False
15,refs/heads/master,beb3bbe7e5589092c05ae22b307b37002aadd95a,f09395267e91b11854c54085f97712d735413de1,bbe7194438bec87f9954455cd98883edfbc775cf,,False,47,0,Tests_passed,d29cf0bedebfd243f08799bcde8f9f7986da03d74efa4c034eb7e4b24e26960d,True,0,Tests_passed,1f5d329fed5a5c1e669fcfdef566ff2d6fbdf09e338e5555a9ff054ba8c154a4,False
16,refs/heads/master,f09395267e91b11854c54085f97712d735413de1,9a6fc083163fb8f7414b8df6a574235cfea4d913,8061be6821911fc5c3cb14abf436186d81cd3059,,False,51,0,Tests_passed,f9e82a904e531ad8dde84778b07b576ffbfd8b91945c6fefc418e06e8a385f29,True,0,Tests_passed,ee5d4bb6e1f411715402cb6892a3d11faf100c8cbbd7da687319a5f19bc80985,False
19,refs/heads/master,a10753becd4f274eabfdffbca370f7d5b8fb910b,b82810967317c86144abd5e87d284ffdc2809e5d,485785ff3bf2a4a4c074e6a6e77583cf2bd7aee2,,True,112,0,Tests_passed,32936cb33e6a1550bad438d2c58d3baa41318af54fc457325336d9ab9314d3db,True,0,Tests_passed,d16345920e80eb2264e60e5f1a843a63d2700f6a8b725da25c00bfdbc6583532,True
20,refs/heads/master,60fef76a0032cc2d804e599def484cef3db98b38,b15b9a2687527f07f97779481fca4969ec4cf1ec,becb1031f636b66159e1bd2b2916fc0f65124eb0,,False,12,0,Tests_passed,54c2aeee1652c10318c0c3ce3c0f573a86e20002450c5b679a630edd17b35265,True,0,Tests_passed,25970bee7a9ad079da9c01f78686e9471a74d2fee89f12e4906cf450ce9b7eb2,False
25,refs/heads/master,9e7f8e7e6c20dd330ab323309fd536901da16956,43b83a919a3b3e82fb66b30465e8543508a8501a,507a952c096ab14a929454fa34304a9ff89640b2,,True,78,0,Tests_passed,cc5f2170f3ac565a1bccbac0fd8b65793ada6b1754e82464b8eb24dd97b82975,True,0,Tests_passed,498998d73462dbb92c1bfbcd788b7e0c5306b1a92fa5aed65d54eedcd245a36e,True
26,refs/heads/master,43b83a919a3b3e82fb66b30465e8543508a8501a,33b53f33967e775bd0ce17f77bf8049167da7208,32f62f16c67c625c80246f5c8c800142325c2e6b,,True,2816,0,Tests_passed,59838b3ab011bfee062f302b8a6d178422489eb6228b587ec717028010609106,True,0,Tests_passed,9ca44d37a115b10c526c5417166b84218ddf687a7b3db2c70c51a9b776e5966d,True
29,refs/heads/master,e8d69009b6307145c9b872389c6d661c529f3b3f,f569301d14d7f66ec366f7b8e3482e23dc7122b4,493934229e4f392129fa0204e611283533ffc74b,,True,46,0,Tests_passed,169a54d67d55095262424bc7f2af5a7c5e1cb08f1fe39284316bfc4bdd9d8c7c,True,0,Tests_passed,b94541374d2f2c85a3c5c444d2c7e143071540d5a551430d29fcf56890ef857a,True
31,refs/heads/master,334e85e1e3b574094e565a750b4ab2a197cf3553,20c567a27dd6c875acfee8c6378e24a02b777950,c3abff49a88a31b1ff1229481bab9b531ed8b08e,,True,20,0,Tests_passed,eb5277fa0ff33245679dd4faa8a8f1ba484c286629f4a76d71bfd20d4ddfd514,True,0,Tests_passed,05a20e04ee4a422f1e45d9305b650a6a80d4c87c51d3a04b42ae7e2ca52878d5,True
34,refs/heads/master,2d1841c2fab7236a12a81d62095c85d5e611a25b,d06dcb2951de1e0a4188da19c6f576d2a4b80216,cabea9c4f1d9c9a621ffae6ea4cebec17941edce,,True,134,0,Tests_passed,0fb51ae8311bf4f260c61b937dd6b027a203f01063cfb14a3b39d5f5cef9adf9,True,0,Tests_passed,0647a66ea95a8a796ccfc0e310df1a3a155842ceda6484aebea792104b5be463,True
35,refs/heads/master,7706c45ae38b8eff49b8fbd9163f0be79df4d0da,15525f709ab75e50d79cb5c1b5fb23154f85d65e,a4930650b648f9c5ab03a1e32233c70f88339f98,,True,28,0,Tests_passed,9da93bd4c1e2ca40adf15477f3e3bc2b00a801e6d637c50440d63d26b0cbcdc9,True,0,Tests_passed,fe72f8d64bb11fb2313a70c762ba40acb04abeab8654a9e0250c8266a554e0ba,True
36,refs/heads/master,02cc93a380206f78b5b870c741e9687dd14b38c5,a6b426944a8a121576491f5b0316e46628106ffb,2ef42b3b5cd4dbc09f0998268bb46895729398a0,,True,86,0,Tests_passed,c008f995d04656de2456c177e21b59145e7e9b7c1a8203dd60f233322c164976,True,0,Tests_passed,9f330f68d1768bc0d10296d7701d0fbc95963ad087c6905c7c31b6250fcab7ad,True
37,refs/heads/master,a6b426944a8a121576491f5b0316e46628106ffb,bff6a90b4137baafd9439ba8465b6448ad6b811e,40b7cb2063b75844826e3272e75223a203c5b155,,True,223,0,Tests_passed,0effdce4ecaba1966d10a843e9474d991ee191f99482c27455ec234a1e2e97f9,True,0,Tests_passed,4c38c953fdc68d407e4c10e81dc16540f38d0fef154d125b9c0a71786551ebde,True
40,refs/heads/master,bff6a90b4137baafd9439ba8465b6448ad6b811e,e85c07e7dae44049ae416144e1b91374d6f0c6f0,0dba859a9319d61f18bff2dc696190b3433a36fa,,True,479,0,Tests_passed,5909a73289d3cbb54713903073e6c4e3180615da56fa411198b99edff19348b9,True,0,Tests_passed,3b7bf90359c61b1c83e4115c64b3b7a2f298bb6a028fb65d28a312b10d75e683,True
42,refs/heads/master,e85c07e7dae44049ae416144e1b91374d6f0c6f0,2996acf19b704f67161357d0df3fad399a650740,2cf1b1b9ade47e81b298ef310272745352605fe7,,True,161,0,Tests_passed,413b43614f311bd2bd88468ae5d156ec516b33f27f2732663b4183f7284671d4,True,0,Tests_passed,3206dcb28e8649126b35f6deeb5bc31630d41fc6638c5a16d1d460fe1bdaae89,True
44,refs/heads/master,edfe925e3fa7b102b96867a844a3be3b78943e99,02f8a355946d629eeb46f85d083791e04e210a1d,f997008ab1e83081b0cb8b4c5ea6edf0997c6c5f,,True,48,0,Tests_passed,1961d76999522e11985181b83c7aa6c1d1ec933807dafa5a43fc41d0e708beba,True,0,Tests_passed,ab99d0bf19d14738d38402f31ca6736e4f1626f25eae2560de951c943642bf9e,True
