idx,branch_name,merge,left,right,notes,diff_size,diff_contains_java_file,left_tree_fingerprint,left parent test result,left parent test coverage,parents pass,right_tree_fingerprint,right parent test result,right parent test coverage,test merge
14,refs/heads/master,f315131d14a3de4d492772918768182857045f8d,fd746757a34bd32762478db40648b41bacde878a,9cb1dca37b74d40158c978fa736023e6d737cba7,two initial commits,2,False,240527753f1814e6374a8c829af5976b97c608260831ac495eca25c137d7a3a8,Tests_passed,0.0,False,e75a59a6249bff608fac11c3f59d1943b7b37214d796f8d999f8b249c62c62f5,Tests_failed,0.0,False
15,refs/heads/master,3d3b22ad8bda708b94727674c008a82cb59353d7,0fc9ee158a9192901a72dd7615571e9f5e11d8b0,5bbc76b08a7a8b3f2539e97bc55f830f412abb96,,4,False,5d1388726ff8f8c7f483bf4efa7d845958171432ffbe2fe22642b91f8deb51f9,Tests_passed,0.0,True,11d6e591ee35fc3bcc80a0ad1e6d180d52afde25396148d74824cdf425d550a5,Tests_passed,0.0,False
20,refs/heads/master,70307313b4afc6754e608a288c34ed4151552587,5a47ac1412978ecd1118be3b9657945bb56a34b9,95e277654688f210aba39a7a1d59928e4bba486f,,29,False,d6067d5e4e5954de012f8bd3b009ffb0679530b0703571f152394a869c969a49,Tests_failed,0.0,False,cb97a67d90ce64702c5789aa06b1bd2edfa3033959cabd1151431c893195c982,Tests_timedout,0.0,False
25,refs/heads/master,c89ebc93a9d760fbc2cd33434c304914b93c80bd,3bfcc9d1fd77c7f42c94a273e5bc2080eafda309,9bf06c16cbafdb2b460d6d94df97b4f02468c712,,105,False,201e4adcf52cbda6619e0bd1dafb78beb1605293b3dd60da39b694b89f49160c,Tests_passed,0.0,False,f92bf7a3d38834f65276310372ca78531585d22934fe3cff28abadfcde5ab762,Tests_failed,0.0,False
37,refs/heads/master,f3fc9dec39aaa3e9b5a464e34a3074e0bc9c4e43,4630cf9ecd26c568a5254eb479d540707ff164cf,011b89949c44f534081417f20cc8e0e0886800df,,1576,True,6019c05cc95a785469f6ec595c50a707f10b158126d1c4d026d4f7d742c61f4a,Tests_passed,0.0,True,29ab003c380b60841287437823fe7f231140e800fd734d61b369a8478bb97c48,Tests_passed,0.0,True
42,refs/heads/master,c3d64fa4c0f6bea3358bea7cf2228a5156f69f37,06668688a3669254cc1232fa57bae1f1f33b8c23,dcc0e83d21ab3bf5fbe3cfefcb9e19a123182219,,176,True,ce4e7f12da811c6cb5c9c6af9149b316963c7fff377dd4483505d97109887114,Tests_failed,0.0,False,31b943c8aed38f8be39e2765fbcd74ed01336907545545a6310c5b0a48445169,Tests_failed,0.0,False
44,refs/heads/master,7be9cfae4bdf02ae27edb7dd277045c5b07f3ba0,dfe800546df928fac904e2311e16976ceba45dd0,fa50386f22089f4c624e214eaf8fff8b3f970d0b,,3708,True,356e16235ce0ba60c15bba117d8dd2daa3f15d7942eff4519d03300e1fe8fdc5,Tests_failed,0.0,False,acebdf427aa9394728dfc8a87f2b03fede72e3c1e66abf1f2ec8b8dbb687c488,Tests_failed,0.0,False
46,refs/heads/master,dcc0e83d21ab3bf5fbe3cfefcb9e19a123182219,df55d33ae0387d2c098e7d9c0eae0f9a28533bd5,96156b05ef68f78fecc44052ed9cbf906037727e,,324,True,25baff1c420e9a97b46b33a1445dfffbc0e31a22fec16b9fddfdf662f6ac8315,Tests_failed,0.0,False,20603b61031c2459b50113ccadd18d6830cb5b29b090b75c5f6d288b5fbbf6e3,Tests_failed,0.0,False
47,refs/heads/master,df55d33ae0387d2c098e7d9c0eae0f9a28533bd5,eac7f7e4ad19554151b9b785c94c61b01754a14c,82a0cba4fa21c1b9651f2f0c906d8174b5ced593,,355,True,bea3ec3e4ef1dc818f6af07f12f9f3a84ccd08dee095560f20cad24f3b602d9c,Tests_failed,0.0,False,a1137d5e768fc64ca9845eed7dc3490bc1434fe4a3b9a2083837d184c4915a59,Tests_failed,0.0,False
53,refs/heads/master,5366fafe565722dc8b81d8be88b333ca7b28b053,b27a6ae896e84c63cbb1def628d5c48d428f751c,39869c8dba3f4c8c782a3e144e3e23d5a16de39a,,101,False,b8bf9017e67fd16fe2250678d6710c0fbfc24bdc79d889fdbee7ba68c12f2b16,Tests_failed,0.0,False,77eb8ac002d5afb30d47f448e14667078e119e095457c1ca6865fb54cf0e9a0b,Tests_failed,0.0,False
54,refs/heads/master,b27a6ae896e84c63cbb1def628d5c48d428f751c,eda5838392b46468c2eb530ae70880f7aa8e7639,4d70a989b89638ac932894052d2dc2a4f88deb1f,,607,True,8d52ede1b35c46977a5e5f43b710e187279f62d2c1a6461bb7008cded28791c2,Tests_failed,0.0,False,9944ff14caa480c69c00ba5c41b87fe3940d943e63649d9775e8f7efca6168ee,Tests_timedout,0.0,False
59,refs/heads/master,8f22ec8ca2de168a9d58ddb49d7e1c171d8a78e6,c0a74ecc1c3287f7f7c5130f89e00ddf26ea011a,f890e36cbfb11bcab84e3d46969ab46cd00b88b9,,4,False,99ce22b11560cbd75a86e6fc6763ed15352d0b62052067016cd79f38585c9c72,Tests_passed,0.0,True,61f2e798482da15e9e2e9098095b67597a4d42941696bbbff2c267c841044ce4,Tests_passed,0.0,False
63,refs/heads/master,4007fd2296ac03181fcf0fe32dd026d5c941bb0b,6d07faa367e4ff72e02badfc97f3c962d7248d14,3c1cefbf7a9a1338d0078f0eb850b632084f67d8,,34,False,cc69ff22d46f8cbc306e292b1b7345edc3c7841643cdc3ef2cfe4b1c2fc0c486,Tests_timedout,0.0,False,b9d7c8b62077190878ae43dcfebc78ae67ee08bf09991fb08983fe0b6f6d2133,Tests_timedout,0.0,False
66,refs/heads/master,a2a2817f6efe44a2ce669e0a2f92399766c7fab6,1148fe50c66895c5024f7ce93a4f207e4f3cff61,1985eda351fd77b8f09571e49b9a565c8ebb7f13,,93,False,84b9be5295ec6dd23255c11fcc057b35679079c1df1ac44933653c5dad8cc1b9,Tests_timedout,0.0,False,e46aaae46b70e703bf02856a3cae8af84ea0ca22c99b34101294850c804655d1,Tests_failed,0.0,False
71,refs/heads/master,54cf8b3f1b6107908ca3fdb815e9e0402288d4ed,c16eec809e28f749a22473911ee0ac9380add1a5,9319c65e2e8ecb8c2f435207c2c5a498f34b70b3,,513,True,930adcd85a36bcef95ce9db0924d57196793ddfbc42ea2ed2ac3277182f78950,Tests_passed,0.0,True,bf3525a015c0375650d56099dd44786f52911024eb0d73a7c90dd662062022db,Tests_passed,0.0,True
77,refs/heads/master,cb0c2a44e96b0562d70940d9ccb4702bdc205f17,9eb9eeae22cc2a7be0e080af572f2b809d238ecf,a647db0fb9797a478c941c199ca76d6e7b59b19c,,174,False,a57bad6d1f9c289bf9a9e5100e0e3d5248f407780471d3e1b075d7184754d313,Tests_failed,0.0,False,7e164385737f2c009e73a84284829f6ee126a38a11880b88612f7dbb92418744,Tests_timedout,0.0,False
81,refs/heads/master,cd8e7eb135984b801d5ec63001496cf2b563ef08,be2bc3ece0d482f66639788d650dbefb63193ea1,27fa60610f0a21199cb80d80cfbe5dfbd0af0fca,,278,False,56ec772163ee39f21ad0db4cac760b7e42b0d50f898dd49d444e1d9a0a6df761,Tests_passed,0.0,True,d5709d00ed5df7b0787c03c5ddee49a66bae5f9ef9cbc6ba40fd1f177f0f86ec,Tests_passed,0.0,False
88,refs/heads/master,33846f210998171c4405016bf38769e916556e3b,f35933b474d3793ca3afb0687945f43801732efb,432738dc29accfbee64143136b6b3c9679ee9437,,8,False,e1afb2e5761e44511362a3d7376d23aaf0923a71cc63c6c353615b8f6d1dd119,Tests_passed,0.0,True,c24160c6b4dbb856b600a93416527a8eaeeedb72740032379c3b74ddd2162d26,Tests_passed,0.0,False
93,refs/heads/master,833e43bb3f8874154217c77c6cf7688064b70080,73c963d73c537f5e121e08e29906daff38a6d74d,6ff3d60d91cbdb490edca1efd83775f3c869da91,,513,True,35242582fc3a0078a12409b89b91851ba5bf49baa9c0dc9fb049699b8c1da542,Tests_passed,0.0,True,605a0fbe895b171e360897603d41f57eb49aa3cb0b4ddce9a698442868c436a7,Tests_passed,0.0,True
96,refs/heads/master,c9fd90457ea37af3fc427c8ccac2f0d0fa047206,51b5872737426e61f96f1ba96a6ce8fb369aae34,db294345281f8a7c756098fe018b2e05b1a02a52,,2,True,79f10c543eb42cf2d82f3404862a39c281863d22af05f25324d2d03a12346f7c,Tests_passed,0.0,True,20e1dabf3b7bc4e0260021fdb47b3dec1d78e383322370472127ea6d25b1f253,Tests_passed,0.0,True
100,refs/heads/master,66195e719361dadd19e84c59667282ef83d682f6,645e0ab5d99f01f24e7afb26af2c032c8658b4f3,1b4df424bf08d98e85eab0c3f6e7e29a5832b07c,,14,False,f2e06e28283df65fc213f43d97f10aa0462478bb0820dc6891694b05edb686b1,Tests_passed,0.0,True,eec42f586b04ca7e24dfb95761b5e46dc5f40c60caac4a3f5b0b39797a90c46e,Tests_passed,0.0,False
108,refs/heads/master,de22034137f255357f37a5fdbd41730765886033,fdd7385659f3d0bc40831848e74d521c4dfc17c3,20c054c7f8a951852e612995dd6a825cd5de3d21,,265,False,2c6c5baa2a58f236b2eb595002897c1cd69a18419bb3f191f2e6d43840ad8830,Tests_passed,0.0,True,11f9176d0efdd8381c1dda22434924cb1810894fa1d271783ab3ac3ceea1c80f,Tests_passed,0.0,False
112,refs/heads/master,5261a3257997203fb037bdf6f4abe5533f55f55d,7bcfa7b4f551b49276500a3f50376f26c68fa1d7,4ba31282cfb45dd2a2b0b130efbf59e4185b8aa9,,3,False,fee41003c4e4e1f951af423c8fcb2a51b7e71a9610b1737dada03e07c1432857,Tests_passed,0.0,True,f39188b7f82d3f9224a451fab13898dfa0e4bf551875d94c758a948838526e6b,Tests_passed,0.0,False
114,refs/heads/master,7621ccad78cc5fb98eb68f6e77981fbeac67e0b9,6eaae8ff18e851079aebe9be9865c0a3f333dfc4,4809fbb771422b770c1cd541457d2736106949ef,,749,True,0f2d169bef98f79aca64744e17f3401426ae8b8f0ec28f97c8f5f08346c30faa,Tests_passed,0.0,True,07972cb1b670550ad3618bd771a92de9d55b8d2900758628b4fb7a5bfed58749,Tests_passed,0.0,True
118,refs/heads/master,4710e7cead0fda8bc5fdb85e47b06f93d9cd1b9d,19032196639ab40aca78dfc09bcab352c70c5b09,b6f1ed8975fee29deef2646f830876740f2f4c46,,24,True,5732614b8a3e2869d02ba58f7f2d9927d7a933ba15e79918bd1d2963d076e92f,Tests_failed,0.0,False,1ec642c20130a7bddad7b2e49686b5867ca69ee7ea52a03a0d42f7c15a00ab5d,Tests_failed,0.0,False
134,refs/heads/master,ef53060e312f480cfc7dd1f92c99f73840e06d50,64f6a4a03c6650ac7bf547ba99d97cd49c9f445d,d481853f589da292880c77994487eaca5638eab8,,33,False,3488c0803cd56dc5274951df9751c1378ca739ba87cba0959f1cbddcdf33c1d5,Tests_passed,0.0,True,86f933a25c8356a7145ea31ec0ab9d93e251c48f14f1eb6d2a6b6bd79081c36f,Tests_passed,0.0,False
136,refs/heads/master,8b66bfea5beceff421c6e92fcbf73bb7359e14a8,d413999a823072352a23cf84ae22a4a111db1197,2ed5146806df66c42fa707c2a913b9951fdabb78,,261,False,9812c518973d345715e2175ce66bbc6fe2f57171b0b5b3b300bf064a58e9c576,Tests_timedout,0.0,False,1099afb398246265c9865767b86e9511981d5b779108cf4ab5c1d533aa57504e,Tests_timedout,0.0,False
138,refs/heads/master,c68168f07b936aa7994d1ec2df0ab3326bc882b8,d36f1a7b9950cde4bf69f8a210afa527d76899d3,2c969e6f829dfab0c54594f8b0de0efb1e8f73fa,,2451,True,4d475fd6fca592d09c2dada7ef1f907d67462d3cd58af460561dfd4a09ffeb88,Tests_failed,0.0,False,833209d76ee5c62a0831ca674cd7834ba16679fbfdd9730e33050c47d9411dca,Tests_failed,0.0,False
139,refs/heads/master,d36f1a7b9950cde4bf69f8a210afa527d76899d3,23bfc6ae47e1d4256db924317743ced2d1b4a895,617288f15f7cfeeea3e558badcf4fabf76e957f2,,41,False,427991158c0982282e8314fd44f96adb92da9cdc5d663af0fcd10812ce1265a7,Tests_passed,0.0,True,8bb1756d953cdc9bdc3e69f9c7b7417ce8e34dc877908483e6d283805a2e75fa,Tests_passed,0.0,False
140,refs/heads/master,b1eb3ad1c27b92eccf31910b9edc2019e6f8f118,7e7ec650b6db8f9b0d5e892dc4073df511e2e126,7378e83b4af325dd24320be0418e4829890e51f0,,2496,True,9a76d0ea2f3d0042652c9d2bd0e811a5893da692520fe3853b197eb0e6eaecc1,Tests_passed,0.0,True,e1a6036438f16cd10a95bf36898e1cff8311772e49627d934394e70903d10910,Tests_passed,0.0,True
147,refs/heads/master,e1b7987d3027ec5402c2c7259ddbe81bc071fcf4,278e6eab2c1260efa6ebc8c1eaee532f606226d7,ecdd908b8082d2bb11a9e77afe8bf348441eee0d,,2418,True,987b6f3dcbfc4ad488a9029084aec7926ec95f19a61770b9d2edbe3d166aeef9,Tests_failed,0.0,False,c33933bc622b643a39b2c4149188c72633b8987510a407b0ce53112b77c8f861,Tests_failed,0.0,False
149,refs/heads/master,8b3bd966b27f080974530d07feeb5f2045ace01b,335425ff06e332f66c6fd212bdca00cb126edc1d,3f0a9ecb27dbb82a4e4f8c2ebcdc738006c1af87,,2336,True,dd48e231d5ea3f1d5c0411516aa59f7b8dab50ee2ff2da1f2ec2c84d84e60ab2,Tests_failed,0.0,False,60929822ef1b22ae5c27a1310101c111de655171bf988c3614593826f770db5e,Tests_failed,0.0,False
150,refs/heads/master,335425ff06e332f66c6fd212bdca00cb126edc1d,8bd2032d2b108e76a225eeb0dea65ee483522a56,c36f4d6726af8365767a72df03abb7de4aea2eb3,,2334,True,551d272a91eb2c0dbb7429b56c5c9048060e219a47170608969808b2642f0dfb,Tests_passed,0.0,True,e3d16d2337c5bbdb0dc6cd47fc6e6e2b84336b2197e593ad59f2f2ae628f18f2,Tests_passed,0.0,True
153,refs/heads/master,c12ff2692a2998ca4de9c1863213add2e065066b,5748e07eef86d57dfe0c044a90854a3052b43601,9de73ba7315f723aedc1e978c33ff932dcc71fa6,,6288,True,b67521b2cad43c25f252742039da1b92b1d722338b9d4ac8420bb7a57b88fd83,Tests_passed,0.0,True,f96980097b94892b46ba7fc66c6ede2356cc0480106e0ee956784653fcd47316,Tests_passed,0.0,True
159,refs/heads/master,e72a7d8d58e868dda422acdeb00014152694638c,d52669f069bbdb954ccb8e5de348a4b1157de462,13b52ecd1ae5045cbc0fde6d2121bc10445fd275,,32,False,cfff7329403e49217206d256a910174021e11aad15bc75e0637d4e3d1983cb1d,Tests_failed,0.0,False,2115a45ec02a24c34db081de127a4cbb944dbba8cfe7148c3c36997c41ee7fcf,Tests_failed,0.0,False
163,refs/heads/master,d52669f069bbdb954ccb8e5de348a4b1157de462,f68374afc610cfe07eb695a6512ee36b6519b411,21cc001f0f50a8fcf21c656174e72f805dc44424,,19,False,4a439de2291b4b609db0827d18b45410ccc91a7b200c56e9e02f86ee7448ce4e,Tests_passed,0.0,True,27909276c1775af8bd2524dfcc14db3778b43d0c965b437bde33339386398e51,Tests_passed,0.0,False
166,refs/heads/master,aa9d0d79c367be4c36232b1357907a02da364401,94c0f492d536cfc48d503aaaeee65617ac65876f,ad49e1ec6e5a4d1559e00837a98c766332c28563,,639,True,1ce0a81a54e51a86992dd7bd259c055e842bf9da866a43d07103e68e7addbea8,Tests_passed,0.0,True,10b84168199a7818d3e4059f9a9311dbc4e957799d237225278b50a0c740b024,Tests_passed,0.0,True
177,refs/heads/master,19d92a3b408618129501d85fc71f753fa5129054,70f974be851a2b57f31d11129322f449bfc29118,0f66a68dc0401863982fab9732afa7875203baa8,,4,False,efb18e97089a73a80258bbddc603ff49672668cad3c9648b58bc0e278ca0baf3,Tests_failed,0.0,False,afdc3bca3da25b481c867d58d6ed0b53a1b0d8824e3dea209e872d5bdc2f7759,Tests_failed,0.0,False
181,refs/heads/master,00c6da830326be6f77ebe0c0a22cde4b303e8a77,65c512a1b0df3fff3a50bdfd2ed413c032199308,450c215f467001d17fe1f22c676450ef0d76581d,,185,True,cde92cb01bd08b382c3e97972ad5cffd67a7b7b351b0ed2f5a35a6d869f5600d,Tests_passed,0.0,True,d044b63e71ee4ab0a75d0b0ed6ad1be9f9c2c139ee103df7a45ef4f48c52fea9,Tests_passed,0.0,True
183,refs/heads/master,507b6959ecf9113f52b2715da7578c8bc1c49d64,e9c5c2a6832da111bccb86e65acbd8532f83b13c,8c237e5c1490bb7800a7d7721b9f7adaef3b2a4b,,157,True,3dd213e96f34ecb0f9d1f32b5012770a9deb9b7128fdf6980c24166ab8fe9850,Tests_failed,0.0,False,9b6da9822263f822e0700a87c3e94014a1975d4e7c1c861302dbd8d7c5dabdfa,Tests_failed,0.0,False
185,refs/heads/master,7cb2f2acb714a687af5481d08c35c535d10ff7cc,40573e65fc923432dbe5fe1337536e79e85efc92,5cd131ff696019460d9d9a2d89b0f2346f6546d2,,6,False,e4aef4a60e37566e3ef2c4d84b7824c5e4a94f4e891cfffba5d3da13051f3020,Tests_passed,0.0,True,a15d696f5e448ef55ca488f8fc5fa6698caa35311bf1b012ce1065bffcb6ee04,Tests_passed,0.0,False
198,refs/heads/master,00324f60f01357d8aca3ea09afdc7b748e942ad8,0941b2eb7b19362e327f9ca6470554e49fc70609,08e7f92f45a3b2fd46ad21cc25bebf9b8569c386,,948,True,efa15d6a30ef7343bee832ea8cc204adb52554bd1a053319267cb6ef960c2df4,Tests_passed,0.0,True,f23c405282a4da8d64037c87688b670dc9999bf096366b0fb3c5237f3858bb5a,Tests_passed,0.0,True
201,refs/heads/master,16430a8d5d0e50f46c7f657a37703e0f5b1dc415,ec70944f67026e3f363f326ca3f0a5df92520cd5,9b83c1a437ca81088d626d12ade7a7121c0dc2be,,56,False,892e2deb25a6d2f9eb03209083f72324294660daa369714e721b6be8b2988ec5,Tests_passed,0.0,True,d09235235fbd7937423fb9c04f5cb5b7cd7e92afa1feb8cdf980f37548324046,Tests_passed,0.0,False
