idx,branch_name,merge,left,right,notes,diff_size,diff_contains_java_file,left_tree_fingerprint,left parent test result,left parent test coverage,parents pass,right_tree_fingerprint,right parent test result,right parent test coverage,test merge
5,refs/heads/master,e03ec52564bb989cc1c7d9e6f377fcaa53f43f3e,ac0afde6f37ecc8a9a30c3386b2350dbe7d37459,e2b71d357b1bdd56dca118870d639d431cc07a03,,154,True,b7beb1b4f39a8a60b787b56684996663a83d3448eaa222d1ef75c576dce7932e,Tests_passed,0.0,False,0568aa29e7033d32be2d62e94d424f97839e3eb0ecb3f2d42ef202655e6cc784,Tests_timedout,0.0,False
11,refs/heads/master,5d20f2ac43af5bc6daeba341b20aa2cd7b003d7d,19fa8ebd19b8504de886cc3ae5bb62b52d550422,fdb10996697842f5544a23618fa12aa6fc694baa,,39,False,87ae6b8a02d43b7a259225c6d145b7e0764c92eefbd22052f80afd37a029357b,Tests_timedout,0.0,False,edfb14dc8cde71f9a4a9c6dcaca3401d59c85c301c8aa19deacd5af6dcbc3c5b,Tests_timedout,0.0,False
13,refs/heads/master,d27af3c451b6a1c9f4578f26e22745cf5a613e7e,1e8e1387d3edfc54fb1ca56dccd3a4778b9981ed,b41e74553aa1f29c488b7a28889b424f3cf7e769,,191,True,6f53f190a4d50290bfb0e87c0ecc067d43dc5112d507f5bad62dbc90fdf996f8,Tests_failed,0.0,False,660e4ae3918fe032ece936d4a41bd66ee8cc525c7baa38fc8db9f2c9c51ca539,Tests_failed,0.0,False
14,refs/heads/master,3f2d3513157496c2bd401c063cd8753f6d48a3f9,9c9f5dd77e39af446eafc2499838607dbcc4a466,c5e96fd6e33df3bbd3a00d8845cb723ebcc2cfbd,,49,False,7c827ef78ca08517522560ac554f57e0947492e72f1af4baebd9428b3a0f5c56,Tests_failed,0.0,False,a55dbcc759cbfd129c94c02423021602e97d3dff2ddc9baafccb7697c98d868b,Tests_failed,0.0,False
16,refs/heads/master,9a1438ecf95ffafb35e678416f202ea6ac2907ad,bdb78b3b91c5a86f0a1eb45ed1859e751cebd9d1,4d738eb97c70523b0d10657eac6648a8df1c1b0f,,34,True,07126a9d15ae4092745f76d1e8526e8c8eedfe58d85e1a9cfc34499dc217f7d1,Tests_failed,0.0,False,66a8eb7e72266aea6347b6fe2189084fa1afafc1d55ed49aa2a6f8d3a4d3869e,Tests_failed,0.0,False
17,refs/heads/master,bdb78b3b91c5a86f0a1eb45ed1859e751cebd9d1,c973b9800b939a3bb99626cdd1896f9d56d93be6,a9cb2680c248a4f18f68dab0a95be42fe9761cfe,,945,True,d53bf74af8f1e38739c96e05e3c97b5620002cf0f9c690030ffbad2ecd4f06d3,Tests_failed,0.0,False,0cdced0c57d8d4480ccaf33d39146ac8182e5a78cff0d46c2a870ac4680a5839,Tests_failed,0.0,False
18,refs/heads/master,c973b9800b939a3bb99626cdd1896f9d56d93be6,625e880286d4a551c8e3069221abd5e0eaa2b815,fdbb26e4ffea1519b9ec764fdd76b8c2b5b352c5,,966,True,a3886ed258cc02eb35aea3eb94f6b7a6a6af545412f13e0afac09fc8c314bc82,Tests_failed,0.0,False,cdf8dc565af2fb23f2b90d49b231b2bde83e770b62c6c80d0f678682ffe68745,Tests_failed,0.0,False
19,refs/heads/master,625e880286d4a551c8e3069221abd5e0eaa2b815,cf8ff2bbaf9b115acc05eb9b0c76c8397c308284,af52f70d26daa0f59a49fa29a22300f83b37542e,,971,True,c99bb99aae4636b18c7af2b32c17d7cc202c3206ed55f70e908d82767583377f,Tests_failed,0.0,False,7d4e6d2b73e031aed586833298d571ef87dee7d5322d6daaa28a07edfece0a17,Tests_failed,0.0,False
21,refs/heads/master,a4291606a679e6ba5d5fe302f2ad3f640735b912,ea62186653fced65890b46803d44123f5218e019,e36d081d2e1b92d082c6aac7d3c3d8275a851ca9,,279,True,0a183ef3e81d763e61acb4e354aa0e698dfd61f60b54125d4c364186c1380e74,Tests_failed,0.0,False,6413b69a3464569572e0bcfeb9e3109939c47661c70aebc9fc7b71e107c8d2cd,Tests_failed,0.0,False
22,refs/heads/master,ea62186653fced65890b46803d44123f5218e019,420862e8cd2f30e63fc31d6f1cb3b6674536ee2e,f5d221dc05e5b5ad513f5673ad21416e40f73023,,209,True,394d8aebee8bf1bdc1f0b4c0da7331263c4a4b8779a457d6eb1a3b2f252feba0,Tests_failed,0.0,False,3fb8e63c5888816d7b592d8d59acb5fc35a3f7e9f126b90a9cbe97796efede7e,Tests_failed,0.0,False
23,refs/heads/master,420862e8cd2f30e63fc31d6f1cb3b6674536ee2e,6b803fdf6b2786c990a5ef184b9d14c92f5aee54,c677ebfbb63ea87107db21c576295bef31b080cb,,39,True,5b1e398f543f063ae80a61222b5063e7285baa153a51a81b18e14d3602136174,Tests_failed,0.0,False,aed5a2a74d2bc7a801439552d27f3dc0b152e6e2faa6469fa5abdeb073901d4f,Tests_failed,0.0,False
24,refs/heads/master,6b803fdf6b2786c990a5ef184b9d14c92f5aee54,807424db9a7b7ddf5d890724be980d11d71b7ec5,3202999eb4cb3b62b94a8ce4bab6f122f92e0fc4,,30,True,b648e88df5754d144b86c628eeb39cb0b32361091a27f01f4eeeb16d7a243c2a,Tests_failed,0.0,False,f669a06ef1a42b1cd72728286e18b4dcb48d63bfe09bf682ba4f12266682c9db,Tests_failed,0.0,False
26,refs/heads/master,2aa845436bdc2226218ed1ba33b3545df615c827,a346dfcc5ea14f361afd5f515a3479c598747906,7756eca9256fa3158db12573e9a74b77d8b645d0,,4,False,e32dc5626ca08a594d3b66b7f312305f2c9a170b117a661730131163e952632a,Tests_failed,0.0,False,6d586aa293243dce32f7409d1ffa3296e533e89b712369e770e1abbba11123d3,Tests_failed,0.0,False
29,refs/heads/master,356406d10d471cbf17af2ecb33268e0f742b1fbb,b7c98798e647111cb87ebb3cd1b1e0366a30cbfe,bbc8a5e9e68759647bcc05c6de05deecf83e253c,,57,True,b1cf411318b67fc4e656ee9fb56f1aa9ccc9a7e433d1beadf3f6f5035466bfa9,Tests_failed,0.0,False,8179a3e53423d89645f58761b80e4fc85c91e8c89fdb0e3040142b91bcde82fd,Tests_failed,0.0,False
