idx,branch_name,merge,left,right,notes,diff_size,diff_contains_java_file,left_tree_fingerprint,left parent test result,left parent test coverage,parents pass,right_tree_fingerprint,right parent test result,right parent test coverage,test merge
5,refs/heads/main,8be858d782fa415ce72ac86e23a324560eeee89f,d3eb8ef70411bd05cf6fedb77ad8f335fa0e6ea9,31b133c35cbc45b767e0c9392818438f20b80059,,11,False,f3f15acfab0f92deb4cbde0d1d04b7b6e04711d770641a48853ab5103cbda945,Tests_passed,0,True,0c288d883066dfe78480525b17dfff692d2770e97428af965f7a6b2bfc69f563,Tests_passed,0,False
9,refs/heads/main,f0865ac1e3f5d06822560f09bc9c59f5138fa16f,cc6cbd71d14e44633d3afdcd89afa096a8f1d145,3136efa0cb7afba592d2f5d96e5a1c753073176f,,61,False,353c186600a13620adad7a9c7a0dcac508e06a07877028766db05409ce3300b0,Tests_passed,0,True,92ffdcf64163cb94804af2d63e655040c81de1b7d3d4cd0fa55e44d8095883d7,Tests_passed,0,False
20,refs/heads/main,d87ffd79dcbc62decb2622d9cc7d3145834e5d2c,d66f2d2b8f4d42c4264f45a043ef665b3368f0a0,e9baa1c1bc11401cc3528ff91d212fbeb001aaa4,,18,False,6e6fef54a429f0724813d9df32740f9ee54252ac87d0dc9125f60895674755e1,Tests_failed,0,False,ead8bdaee727a5b642c846fb498520a4d7607b3b0bd8585b056a53c936586769,Tests_failed,0,False
27,refs/heads/main,5e35dbf5982d17019ad8e8c0a7367b385ff6e611,cf4268904729ff5c53c253cb6ad549e1f3b5962c,f53f36f76704a7bf363a7d4475053c874c299238,,18,False,6083332bf17150f810aa88b4d466fb8ed271cca5ae9fb067303ce0908b4f355a,Tests_failed,0,False,63bc3cebe9c4a07f46b8218c0226a60f0c03d78b93bf7f42534d2474bfe9a84a,Tests_failed,0,False
28,refs/heads/main,e72a5ea20517062da8a71d9091e9592350bae492,3229fad511a2f0c893952e2926e1bb314a622988,dbc34ccbe13a0d97deca07080c224584073a83f2,,167,True,46867c2003d08555bb0eeaae8db932fef29d59a7479064bd55a3b3ca4c43bde1,Tests_failed,0,False,20517c5e02c599b3233bf5367450e471a53d279d73c2ce7ffc6c367744d724b2,Tests_failed,0,False
29,refs/heads/main,9f6909cc04865ce432307b842007408b26f15295,8f9a9d1367c99c8fbb25941163c06528071c435f,5bfbef9e0f826d1b3f3a7deecc732fbef2d10f5e,,879,True,fc2d74147e479bce1e063e61267a946d0d43400700346494f80b55310a5ca5d1,Tests_failed,0,False,f2c8432ea55645af7369aefe17f8eae28dc74fc20481f69dd8a1077b057b47b5,Tests_failed,0,False
32,refs/heads/main,648ce978a02a530c19845e49caeda9860d6ca3d0,08a846363cef4ba03910476a37221a2519bd208b,3329c26fc0f0fe1ff95b0f47bd54d0efcacb75c6,,107,True,54a76f7e2686251c52532a188e46da59290cf6bfa537b9bbeb22d167621579a5,Tests_failed,0,False,aeb62594f484b0e35dfe8f5d67c230ea1b8cb41b812595aac98bf0c6d04af198,Tests_failed,0,False
34,refs/heads/main,aaa1bcb8e41a7aac29792b0144b7f370b991e8ad,ba0b77f83cf900119ca7fe47afe9b05a009d66ab,ca4c42f60c2107cd0b37c0e545697b2dda6f6196,,514,False,510d3712ed727f20ff4700a8a5e7c07761235241a50f304846ab9bfed55b0425,Tests_failed,0,False,7d8392d6f3f0f482ccc0b1eb043b71bd101ace3d2bab20849dc6b51857876a18,Tests_failed,0,False
35,refs/heads/main,8b6d634a6e0b5b87b4f057cd2a226379addce91d,326e1753f0e497ccee4276309236b5db22da5be7,39cb05aed8f4e2a394859c5a98452b9bf88427dd,,1016,True,45ee03e9d6ddcc97c07655c22da6e099da0fe43c667b5220d5de93843a8e8fca,Tests_failed,0,False,d04f35ada3b2a0f16eb565efc36cf966f9520308eb94ee6408952879684c636b,Tests_failed,0,False
36,refs/heads/main,326e1753f0e497ccee4276309236b5db22da5be7,efd049681fd44452e20842383994238b27709c9e,1eb175e448fd77fdd1971c7d3266199aa4bba89c,,478,False,ffdcbf83983ca5cdcf15405e4338c974a8de23061b005b51d9131a58f907d624,Tests_failed,0,False,3a8717ec5395fbc0fcc81a7f20d90825bbea46d6d0fed6c2b90d5dd7cb36653d,Tests_failed,0,False
38,refs/heads/main,43b9bb4672db82f07e79fbb2d2f920a7da56923a,62e59b091ddaf80e6a893f9da2929c682a5a942a,fee41b6f32f28d4b1996bd5398e8de1ea868b0f2,,19568,True,e64db1e14e6050f1258f332bfdd9468ba8309a3a804f8f62797b9b155f7fb545,Tests_failed,0,False,9d312744c2e86206cef7c426122318a54e0bb7bad28247e3cddf25ddb03fdefe,Tests_failed,0,False
41,refs/heads/main,14a37d03875cb334a0032bfac5344da484cad7bd,9c44bc5fa67e71bf4b07d5f239c34cd212b28e5c,0411146a7cc16c8c874e42541011ce17f5a10cd9,,4509,True,6a3f295ea2a416bbaac1ea37aef680cbd5c988fb39f19352c169af5bca0dc8ca,Tests_failed,0,False,92925178824eb5850d7b302a1adc1eaeb55e81ec6c7946db0de45f354ccc276d,Tests_failed,0,False
