idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
8,refs/heads/master,5dc54378365a8a1660dd9ca561e9321a9f74af7a,427a03bf1ebfa26b5672d0d9b0001ac7b19f7383,0a24551d2618932b129ea6388236ac957b479c00,,724a5f1006f63d2551e10c662c3f13b7ca7bdc1993570c297c4e03c98eaf0b55,Tests_passed,1aeec3f9ccfc395257e075e62e61e2d3a526f29ccf20476788377ef233e15b3e,Tests_passed,True,True,True,True,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f,Tests_passed,5b3b6af9cfcd5e5c65c257912a6292f1bb2a55470d33690c968f3d2b9ed2f94f
11,refs/heads/master,cc567798819adcc01be4c3f76d74d5e6bfb164b4,78d8f8d1807d7690cdd7cd478de15a750c852064,17fdeef82e463e412c1dc6afeff517b868fbfb50,,21b42a1f0bf6626edbc214bf54912cd024672dc68f558a97d374d494053fa507,Tests_passed,840c9347aafa8e45e206e51bbb809baf4ac0840221361835900c8197c75b08cd,Tests_passed,True,True,True,True,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc,Tests_passed,52a444bf294b4974f7b32ae051fc2523cc0458839bde70df6865b068e702a6cc
15,refs/remotes/origin/pull/62,a0c2e3e6a0995582ef1199db7c250f9883b075ea,6cb40a4752c7391c5a4d308d5737639e26dc1815,b6a544d640196f96fc91e21c8227735781a1a0f2,,7a9c35ea159f49c724359e863eb1ab029d2a0dd2d4db7f4712bd8f1e51c503d9,Tests_passed,f0233b79d474b97e985835d8a8942615107ba2fb96eae333d6021525f364c73e,Tests_passed,True,True,True,True,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,e904aa385702481f94c295c43d536b55132d4791ddf2421585e0ac2ade021538,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Merge_failed,786cac94b4a870ead855d8e24aa5acff52466ff8e1d2d4c51369a2eca774b493,Tests_passed,d53e0eef0ab386fecdf12b2ae6761b7117cb761b6d9abe5499f2f9ccf103506a,Merge_failed,2f7e82248a9d821aa2ed1dc31bed1288710d262c9de07b925fe1f264bddc603a
