idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
1,refs/heads/master,5e3921b674bfb03ba9ac042238a8db0b9b17ca3a,c533cb185f7abc221d790546afa3c00b9b719543,fff8b8499744149eacbb9bc0171556fb4bc9c9c4,,33,1,664,88,False,True,True,33,False,False
9,refs/heads/master,2d247d1875ad20ce0f6274b01fc7c2eeaa44604a,b801d22bda7cafe5e8236d2c08281fc3d39ed3e1,9282b26a3db784f254e5c38957b0f88a0a96c214,,2,0,5,2,False,False,True,2,False,False
13,refs/heads/master,e4d4f0fc4e327d8fa786c3f0fc6cfb0fea610fa0,cca85b1b498601ba483a2161c914f7da19ae0005,1b0dc5e43d7f5fb2734d095888df34f2e6302ac1,,8,0,18,9,False,False,True,8,False,False
15,refs/heads/master,d32cc990ab943fbf357cc86b9af97544199ac004,508bb4f4b326c9809db7f01e31c48fbe0c660bbf,c5d856652006d01351f30763289a26fc35584977,,2,0,1,1,False,False,True,2,False,False
16,refs/heads/master,508bb4f4b326c9809db7f01e31c48fbe0c660bbf,44f7bc63ddeb064ffded9a46a0eaa8d059a0e2e6,4d3d30b0664bb2952daf5f2a6018c2c80ae1ce73,,2,0,37,2,False,False,True,2,False,False
17,refs/heads/master,44f7bc63ddeb064ffded9a46a0eaa8d059a0e2e6,cffbdf77bcbc5d2ceecbb23da5900799cd1f4ee1,167f5bbd42ebf887c4d8c7010bd9c95fd4a0b151,,9,0,20,10,False,False,True,9,False,False
18,refs/heads/master,cffbdf77bcbc5d2ceecbb23da5900799cd1f4ee1,39f6f136a51cd2a2c72eb64a0585b59ca3c4584d,cf40cf95ee53dfd8a4958bf2f400a6ef70e300db,,9,0,20,10,False,False,True,9,False,False
19,refs/heads/master,39f6f136a51cd2a2c72eb64a0585b59ca3c4584d,0b2c8115ec45a7455f37c40cb73f4e2ec1dfde09,c388b905119014a81f302383e27201603868114a,,9,0,68,31,False,False,True,9,False,False
20,refs/heads/master,0b2c8115ec45a7455f37c40cb73f4e2ec1dfde09,e940154db28b34b4c9e42e91c0ac49995b5e333d,392ee7aa5d7829f6428715de6a763663ff936222,,3,0,20,4,False,False,True,3,False,False
23,refs/heads/master,b102bd50c6e651fce1f7d449394f7ce3701b738c,f5d0c4d94a93a846e0874d94bfa699cb3c142469,e61a97ee4379eded44eed4b5b565fc9fab946ca2,,6,1,70,13,False,True,True,6,False,False
24,refs/heads/master,f5d0c4d94a93a846e0874d94bfa699cb3c142469,77a991b8d5d355fe68ff557b3589e9343d06551a,073a58fc6dbea407bee5622a4344d62bf95b1f72,,2,0,2,1,False,False,True,2,False,False
25,refs/heads/master,77a991b8d5d355fe68ff557b3589e9343d06551a,5c4eb5a0b88a4b29730beb642891cdb6b21b6992,180cf5c6718e38fdb9819ae3dc1c11132201c584,,2,0,4,1,False,False,True,2,False,False
26,refs/heads/master,5c4eb5a0b88a4b29730beb642891cdb6b21b6992,e34e8a83454065a94e8d956ee8582faa887b8d8d,abc7a949e9c11c18eb56a0f92eb613d703e92f19,,2,0,69,3,False,True,True,2,False,False
32,refs/heads/master,e39215185d733da90833b5e85a4f0d41d08a2a9c,7b63643cae382495d028324f2ea99af1479a0637,f46d5d9534d865071f3003bb5b687b10a82224af,,2,0,4,1,False,False,True,2,False,False
36,refs/heads/master,f1632ec6ccfdd335f6a1c936dbe6eb66f08f9051,780fa3b130874bb5d162b183ba6704f0ef3e0330,e4f4b18ef153365e3531fe67acbb634169808ac4,,39,1,758,102,False,True,True,39,False,False
37,refs/heads/master,a0c0ee21cc85b297d44aa351594bdc740e24ba6a,2a80a49e202d47d1e9f45e57669457f042dcb014,9d44ff80d22c05189f4deff77b0859cba0833bac,,33,1,629,92,False,True,True,33,False,False
38,refs/heads/master,a75d1d6d56722eadafb47c73a61aad6a46ec5192,b1641b30a2eed838585ed47b2586d5473d307a5b,cdc9bd9d065efcf1861ac8b82d48aed5cc95660c,,35,1,1257,57,False,True,True,35,False,False
39,refs/heads/master,b1641b30a2eed838585ed47b2586d5473d307a5b,e74d002c1d1110878d219d908c115e16fc0d058a,0e6c2095b498945750227cbcc6ee47d0c9ca0833,,30,1,1141,50,False,True,True,30,False,False
40,refs/heads/master,e74d002c1d1110878d219d908c115e16fc0d058a,5e9e6efaef8a3d47a7580d6dde54c12f536215f3,08dd2be3d44004e10706985a6cd0977cd7657559,,28,1,1086,42,False,True,True,28,False,False
42,refs/heads/master,6d33b734da03d1ff7f2fd25a492750752b13f7ff,a2b716ce11e735a2b8db97405e43b9d64a24800a,3b8b877bf88bf55fef042ca283fca606cdec2609,,10,1,26,12,False,True,True,10,False,False
