idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
2,refs/heads/master,5b4e5ad74e63f1c1c180b2169eedd20c9b64e716,8678713caf00652f4f7d52e36b8b384cf611dde5,e7806ff89508fce6a61c300ea9a16992324c0ce1,,16,1,1140,71,False,True,,,True,16,,,,False,False
3,refs/heads/master,8678713caf00652f4f7d52e36b8b384cf611dde5,d145a1dea37bbd8f98c9f1e6f21d756f849d7979,2c64ed4134de9b3cefd9423382a59f60c8f3ad25,,15,2,1139,70,True,True,Tests_passed,d1466a3d12f3064c8dd90f83120c547f0dc7aff845d8f8cbc2663e64511dbd8b,True,15,True,Tests_passed,b6fb7066bb00778949dff10fb3844eb8efd49a0bae9a4e6d3607d2a1044d0f81,True,True
4,refs/heads/master,906aa158c24d3603aca6f3766b7fa0da306d23d6,c5130eb900279531f67d4734ccf1ad2f2ad95a70,9d38df2f4a25ee55fbb0dc921fb2004b33c59541,,13,2,326,61,True,True,Tests_passed,2a9987b7df1476825e0d322905a5b3bffd4d134677aafeca0a2e9f6f07333b66,True,13,True,Tests_passed,8120b6e8cc58b54032e7b4441c7c39a303b879e17bb4ad17e2ab85aef6c7bc4a,True,True
5,refs/heads/master,9d38df2f4a25ee55fbb0dc921fb2004b33c59541,1c42406ec55ed1955d2fc573e3002e5fa557c984,8f464d07bc9a807acf33f0f2e355065471f15235,,18,5,515,81,True,True,Tests_passed,8e3c79b32f7de971a09ab76d918c6833500772705c09a13affa9b631b80dd0a5,True,18,True,Tests_passed,e0cd29b3ffcdb8bcafbdc84880176716886f5c63d4d559fd8a6895b9c53655ca,True,True
6,refs/heads/master,1c42406ec55ed1955d2fc573e3002e5fa557c984,55afd361a8fe44d4d6126de30b279c5b941894ba,ee34079feb6ba2b29a208eeacd8980ae0d30404c,,49,1,1524,361,False,True,,,True,46,,,,False,False
7,refs/heads/master,d094c95e7fd0fb879f896b49c796a92adee72369,d028542040a23e090633ab0b192ca9c08f7838e2,2c7134b4ee612af788d8486181459580811ba1d6,,17,1,468,58,False,True,,,True,17,,,,False,False
9,refs/heads/master,c0cfb2558b8e11edd224f08fd7da6daa84876b34,6c1f140970a59727a102b8ee2daef909eb991b78,73e0b4f68d4597295bcb6d0196a1c030ff14589a,,15,3,328,47,True,True,Tests_passed,d60dec89eb5c4ba192cad0bb794d1eadfd0cc38e6e79c72a93a4ea51c5bd2c92,True,15,True,Tests_passed,8b67a4b72bae17498479ec9759b2ac06e58c0ab769c68cc928c89ade4d2dec14,True,True
10,refs/heads/master,73e0b4f68d4597295bcb6d0196a1c030ff14589a,ec9cc6c3ce72b7fcd99d356f1abbc0f36fbb9a29,bc3f187087a043caa6737a78c10f982159bd8c2c,,6,2,199,17,True,True,Tests_passed,8632819c20ba5a3437231899fd9dffbc0930058a742030670fb06beb7fc3f763,True,6,True,Tests_passed,cb39b34648d7efbbdeb010210ab149a11e27bcd471ee4c6d422d7e5ad737b637,True,True
11,refs/heads/master,ec9cc6c3ce72b7fcd99d356f1abbc0f36fbb9a29,bd514b71878415e7091b914420a291310de3ec30,27af76b5f73af61ef592cc66ed65fb12438cc166,,11,1,183,25,False,True,,,True,11,,,,False,False
12,refs/heads/master,16c5d820e84864fe437ce77a33011b50b2a6f66d,45e8a557788a8dbf9fd134df6f8e99f456e3324f,f0c3b547aeecd508498871583595ab7adff54ea3,,7,1,17,8,False,True,,,True,7,,,,False,False
