idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
6,refs/heads/master,04c721fa35df29f641058db2181fb81761df6525,2d1990d3b1642b2838d166d50c8050ea3979927a,f76b45b36bfc457ab2a3c2994af4a60e26dffeb7,,True,True,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,3611752fbaeb397bd42803caa9a19c1e2652eab6b75fe39b70aae40fd92585e3,Tests_passed,True,True,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Tests_passed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98,Merge_failed,1d6e1fc4c0849d9113a8c4de96f6fd2abd2be182b3918406fa6aaa33ada5fa98
7,refs/heads/master,2d1990d3b1642b2838d166d50c8050ea3979927a,21f6a7614b4b0cf99fe2b3366c29e0773f57989f,6751ee4f1e94f9348c0c06511802a949cd60daea,,True,True,2bc8c62ed89667d6fa2b37ae260eb6657e74b70551f40f4f1bd3252a20a18711,Tests_passed,3f2f085b8b3643705fc371a0cae3dba4e0ee0971587a995affe790612bae2975,Tests_passed,True,True,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Tests_passed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5,Merge_failed,1cab2f962c2e9ff5ec2142b252e99fcc9da42e51850b88af66c8f7f49db8f6a5
17,refs/heads/master,4913cdb22dec4297859f90481d085beb85120bd9,d113f6be1f769b2a572aea2813bc964e90dff910,3c4b250995447988923c041d10d4f30163504871,,True,True,8050df963d92fd358f0292f619e70eea6c92e18d0328074d154a9fd9744a96c3,Tests_passed,10014361e5368cee1886745adaf2be97114a267844455b17dfad42a0bb36fb79,Tests_passed,True,True,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Tests_passed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce,Merge_failed,a52cf6ba018f755f31d7c3d3ab107583336dfc325a12aa10bba94de2d34bf4ce
