idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
2,refs/remotes/origin/docker,392e8fb247dc0b27bb41ff8d8137c6a0776b1b6d,92b3985c34ff6b39c4ec25e9d849d261bfd2850c,7306b03da083da9d81a648a5649575fbd6867b1b,,True,True,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0.0,140346a19afacafe48ee5984a00a1cd48e6973d46f63d6a49d09321479d8c2d3,Tests_passed,0.0,True,True,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e,Tests_passed,b766ee65c4985d5cbe4f96ba319c633fec4fbd3d62184457d92837b26abc012e
3,refs/remotes/origin/docker,f19a47078dbf348dd5c08e7bd95afa8d26b58145,3efaacddb410057f840a8b651077b47071bc6fdd,84e69fdd760039189b486eb7b03ca33c143e1f21,,True,True,f48f0c20f0655bf5e1a32b5c2a14b574d00a41bb5116acfe31564010e32b2b07,Tests_passed,0.0,dd068a02948577fc0015efca09fada1600adf34aa853ba9b61694b9d57b179bb,Tests_passed,0.0,True,True,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e,Tests_passed,0e89a97cddf730e1e4ab009217ce0fde1fa56fbac6fb97a6af9d252f18cb906e
