idx,branch_name,merge,left,right,notes,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,union_diff_files,num_intersecting_files,sampled for testing
2,refs/heads/master,743fd6563057d9968e1fbbab22dc4320eabd405b,e3560fd8471d3e1bb30425ffa09a00c34bf992f6,4465409685390a4ddd7cd8efb90b2d98ec2c2a2f,,,Error,False,,,,False,Error while retrieving base sha,Error while retrieving base sha,False
5,refs/heads/master,1893a902039c0d88893e648e68e8cc218e7eb070,dfc4136c82079727f1d1dc160cac4d8eff1b2335,b28e1066eb5a15c6ac743119f36cc4b9be17b898,,,Error,False,,,,False,Error while retrieving base sha,Error while retrieving base sha,False
