idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
2,refs/heads/main,d77e852645156517a9617431979cc04a12b8c484,c65de6d6c9f13986858cb40c6615cf2c593929ed,7529ef4ba47eb03afdf618ba59d1f0974e8edfcc,,False,False,True,20,29,69,2,False,20,False
13,refs/heads/main,55dced6297b5144d320e744a514d0aa8bd54c5a7,2de3e7cea32780c6cc0096f144f6f32e662ba976,ed68afacca580d8fa0127065ee218e32eb8dc1a7,,False,False,True,2,2,4,2,False,2,False
