idx,branch_name,merge,left,right,notes,test merge,diff contains java file,sampled for testing
4,refs/heads/master,658ca13b2ea59e424ececd86df21d96abf3faecd,d1eaa5ea1e75df953f5411458e5deb73acbc023c,a5b774ffb53f86f36b97d39dbfbe0741ea203438,,False,False,False
5,refs/heads/master,a5b774ffb53f86f36b97d39dbfbe0741ea203438,f7798c6a0ce4ad760eacb103bc33cefd3e1f6455,1576ec739a73e4416fe431f8249aeb74aa6e5b97,,False,False,False
9,refs/heads/master,2836fca01f5fb19d2aef3f33c81cf4a7339fef01,34e0ecb6fce0c8d89cd5be440cff41b9985968e2,9cad435f764a96816eda6e36ad15a31b02c22641,two initial commits,False,False,False
11,refs/heads/master,9d94d283aed37221ef0e3e41868792261c22d692,6bc56505bc6e442d9278241459e66d89701c2c5c,efa43c3ca0a6309cc71dda9f7aec6c1485103e82,two initial commits,False,False,False
13,refs/heads/master,568159020401646edcd4f6bd174dbb372149caf3,57352c2905a4bbe3a74409d2aac014564fc0a530,c5dd4171fe6a23941cbd47339d9c4d364ffcf9a4,two initial commits,False,False,False
14,refs/heads/master,c5dd4171fe6a23941cbd47339d9c4d364ffcf9a4,070be6670ace8a6828ed8926d6b602eedf4351f0,5b546ffafac18737e025eb18ffe166ce6293fa7a,two initial commits,False,False,False
15,refs/heads/master,84e6d720f082dd842e4a4d5455639058fcaf5510,f78143ddc00101efcabd578e68f2d169f0bd74a5,676164a4d31ec5ead8ff13ba7fe2311fd8861d66,two initial commits,False,False,False
16,refs/heads/master,d6297ed7d692f12858147b9dc99619c3ecee4386,3bace8fa289c7e5a8bf718ba6c3f02e557768635,55cf66404775313598b04f87b2669af900478eed,two initial commits,False,False,False
17,refs/heads/master,468245dbbb8df83d57c3fa16661c6b0c3f65c7b2,798d62f670c6a08946e3afb60656e9c397d8574d,0f1aa990c0db26f3e662785f778cfd2f271c8d7f,two initial commits,False,False,False
18,refs/heads/master,467bca0fc917a1c86b88e1da5f2d412ae2e10954,c49d0891a8d598853781fedf19a5d592ecc54de1,fdd4fef1b179179bf320e93b1e22d97bf5e7f0fe,two initial commits,False,False,False
20,refs/heads/master,9ede57485f0e68e07d3084b482e4bee7128963e2,b7e933ed300050492a8c949a4a6280e86e3db913,b26c39172263de9b1141f63f0da3dad4c313ef08,two initial commits,False,False,False
21,refs/heads/master,b26c39172263de9b1141f63f0da3dad4c313ef08,d7cf3afc70be912576e1bc06a4bdc3b53a028a47,a42d5290d661ac5187c3aac2ed66df728c0c382f,two initial commits,False,False,False
22,refs/heads/master,97066d3b61ee4f1be8c9fbd96bd3ae623fe8c96b,6dd140f5dd4be326f25f799ba50419f72d614040,c708ede69cca5a08a610c621316b7ac32f7062a6,two initial commits,False,False,False
