idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,a42b6a5727e6c62bad5c9e60a25e06f80a57c653,2aa9e8398418efc9035baa2e333668dd785a2312,ea49d48c90991470863698f1ee4a659af1876d17,,False,False,True,31,1380.0,False,,,,,,False
3,refs/heads/master,2aa9e8398418efc9035baa2e333668dd785a2312,39df5ec87c7446b9684f9d7619ba0c8f925ef1f9,dd4376e221749eafe298e1deca7234f8a7a79d9d,,False,False,True,4,831.0,False,,,,,,False
4,refs/heads/master,024ba9dc8e261ad93cd0aca4bd24af899b0d9483,01577cae2303df1ec7b501c59e5d5428eab885c0,f4ba147ae02a9943128ba7d98ff3ede40998a99b,,False,True,True,206,211942.0,False,,,,,,False
5,refs/heads/master,01577cae2303df1ec7b501c59e5d5428eab885c0,f91059b011202f9f8dd79be7efad87b6543c32c6,96e3901a06355141bb091da135cfc78154aecd8a,,False,True,True,7,93.0,False,,,,,,False
6,refs/heads/master,90edb399df31b53631e96d2825a5fe731ca3a76a,76159ff2ec3778f65486f9b9c5479841364a44ff,dafac67a8d0672450d37f5faf1c205a6bb94e006,,False,True,True,15,768.0,False,,,,,,False
7,refs/heads/master,c32127a738d3ef2ebfad0c584078a3c6e5393e90,dc2c117aa9a5849f01dbb82ef32da3358e859b87,bb5b4493578159a06e410a8e035796c2b17da157,,False,False,True,6,2099.0,False,,,,,,False
8,refs/heads/master,1dd233d7433d47865d4f36ae5db3fe52b333b62a,08efa1113e259825a66d3532bd4933fa32a86688,b9deba9f602e88ee9fbaae8b52b51ffa7174551e,,False,True,True,25,2034.0,False,,,,,,False
9,refs/heads/master,e8ab59d16fcdd47662a3edc375c3d06cfdb1d0ab,3b854a624212c619f4d6907e596a3aae18412957,c4a091bbed68c42d14bddac33ce3cba8d91bd708,,False,True,True,32,1308.0,False,,,,,,False
10,refs/heads/master,c0951f9602eefa001b79ff9c2b5ab940ff1afb31,a7ae9cbb659ba97ab8f7883b87c3fbae99518a36,47f6afeb6e8ab9092419ce2084ca279c578ac377,,False,True,True,13,2004.0,False,,,,,,False
11,refs/heads/master,a84660e4525519f8ad05c4f7037b81cd0773e908,71104373a69d9c7b3ddc6740f75dfeb7a7a527e3,88d04e9f4f2f47c21302bc29666da9a9b324aebf,,False,True,True,59,12227.0,False,,,,,,False
12,refs/heads/master,6e6e9d29040c505c4cea0b828b108a6067b74a9d,0524b89849616ce895176a538a37c49232794a07,c94752bf51a6928dda3946cd00cfb9139ac9c941,,False,True,True,69,21625.0,False,,,,,,False
13,refs/heads/master,c94752bf51a6928dda3946cd00cfb9139ac9c941,2a57d716440957663d923f062fe1b09c6de09015,d35576763f3c4381f1996d2d497cc6f8c8b05f15,,False,True,True,71,21986.0,False,,,,,,False
14,refs/heads/master,d35576763f3c4381f1996d2d497cc6f8c8b05f15,6fa05ca901ea8a9243f9fcef4f3d23bbef9d2d0e,0bb964fddf5ae266aec3eba24cde069e6177d9a8,,False,False,True,4,29.0,False,,,,,,False
15,refs/heads/master,93864678cc32e8209f1adcea38b3bbdb67d81c2c,69f7d889e05229dc7270b36320e02c9036f2f849,65328d02f6421764e2a6b760cdf1b9c11d6a1b98,,False,False,True,3,41.0,False,,,,,,False
16,refs/heads/master,64958218988b666c59d9138606fd9a9c10efe676,38b5a8ddb0f726b21e3b97d309537a59b21977dc,0be97d1f6568effdfce1583f1be51529b72930a6,,False,False,True,4,1719.0,False,,,,,,False
17,refs/heads/master,d16a031c829efe32eb6ae460e769d341c375c0e4,8ab8dfb1def8ce1dc469aceddd3110f9f8139606,c57c3e21fc859c4003e9a6d1c39ee1b441f7383e,,False,True,True,154,108217.0,False,,,,,,False
18,refs/heads/master,8eb8f26e1dd203dd6289dcac02c3897f8e2858a4,e362c6257730f314e2106fd7622de5aa0a847a69,9c58c8d221d2ab9ec166ead3a8b9a730a203eea8,,False,True,True,7,221.0,False,,,,,,False
19,refs/heads/master,e7ead132e16a7566e167457b0a1bab367fab065b,168793167927b03dce7f9f30fe27a0ce548c42fe,9b56051e252f4dd0ec192779abeada42ae14e74b,,False,False,True,6,103.0,False,,,,,,False
20,refs/heads/master,95dc28d671add7c6f0ff18304f2b5353e0274c2b,1f1c50b69814dda8f951e6ac014df3d957ced57b,3e7b81dc027e0c766883f63aa2a5dd3e4e83df0f,,False,False,True,4,442.0,False,,,,,,False
21,refs/heads/master,62dd6a3cd42e1ad2b584360d16794fcb4f1bb02c,7c70d7ffc1f844af0b0fc6a70e5fe4d6b5891f44,0e1e647216714ac6f8d1f3596d1965daa1650447,,False,True,True,3,152.0,False,,,,,,False
22,refs/heads/master,7c70d7ffc1f844af0b0fc6a70e5fe4d6b5891f44,a8974ac51cfcb0ed4f024a03fcfde8e44e73b4e7,2880311becb88a279478fddbd10be8cf6711f3d6,,False,True,True,9,46.0,False,,,,,,False
23,refs/heads/master,724a9a57f24ddf6f2e5ef5e2ae4ecd0854cf4612,27db22c170f95c37c462799bf885cb9447d9b725,d2def899e0d9f70b38094f0e87ccb9a788023723,,False,True,True,29,2859.0,False,,,,,,False
24,refs/heads/master,0f3635ee141886ab498ad8d01d68fbcc13b7306f,f2a272d28b97a732002fd2fe2b0bad595e6748a2,12aafdf3e5aff4235ae353118e79fb76606ecfa5,,False,True,True,31,5231.0,False,,,,,,False
25,refs/heads/master,2a46728beba4cff76ab64b810c0b0a1ec4567593,384aa1ec527855a270029f52a761bebce4e3b020,f0c1238b20973ad16b8783c1e752989d42d930bc,,False,True,True,116,31848.0,False,,,,,,False
26,refs/heads/master,39d5b74d9c6561418f5beaa718c89e2bd413b974,e1c989c61013347f1c8c50f0402802333148f26b,7115d0b7c5413f24568586e9a1fbceb99f92a28f,,False,False,True,3,458.0,False,,,,,,False
27,refs/heads/master,303dfb7ea0ef8d1039788aa86f75be56dc449c24,ac213bcf74b52b2a49c988c27d05028e633f749f,9dc4b280decdfea60c32467274b55bd02776e2c9,,False,True,True,7,2596.0,False,,,,,,False
28,refs/heads/master,76e326fbe4f394aeb9709e447e774b99e7d6fd21,db08bc2b3f39e786e9dcefb427f9438201e337ee,eac04311ea59a90c4fd2f5873135891a217f0da8,,False,False,True,9,1387.0,False,,,,,,False
29,refs/heads/master,21e6fb693faed62ef9c164717b69d416a443e29f,c015aa4bbffdc374ec068b7204c0cbd46e604302,b890258a1d6a0bb744d2938df0ccc03e1b577ef2,,False,True,True,9,5892.0,False,,,,,,False
30,refs/heads/master,9ca51809cf50439013c26891edb315bcf478692b,6b19144690b6036cc7b182e3c2f10142c0461620,5d1d8ff25bd217e7ccf3f721a0afe8c4773c7941,,False,True,True,27,3346.0,False,,,,,,False
31,refs/heads/master,9db1d976b8b78dafd26930308b18b72774ce9deb,fb98789830eba8518c43cf5aa995c100edd86140,df3aa6399a3e1a9bc8d4ba04bb4bbe47f0cdeece,,False,True,True,28,403.0,False,,,,,,False
32,refs/heads/master,202c22e65e9227fe7e1fe53eabdcd1c4c0a9942f,a93e468825cc7e1cb7e45d4bee1749cd964075e1,5cf5bdb6c373be9defeb67c4e2f130907f12c2c6,,False,True,True,8,16899.0,False,,,,,,False
33,refs/heads/master,0ddcc9d8954f97dc51fa280301397550df56bac1,e7ad96c56ee67310f59e7a48d7f054873629c2db,7e1d805ef9b7387a9ae9768b659246e6ee33e0f0,,False,True,True,69,13692.0,False,,,,,,False
34,refs/heads/master,1ecd535605f1c5bd2fd78448f86f6786752edd37,5e6595737c81c0be20e0d161630982e61b3ae372,7e1d805ef9b7387a9ae9768b659246e6ee33e0f0,,False,False,True,4,48.0,False,,,,,,False
35,refs/heads/master,30cfaaf7de69ac486cdffcbe835dcf2fbfb54e70,c9ec78caad460880761045d30e30a1a3c75927bb,f086004892cf75b5e699cae2b1e025c1bb2a8ae5,,False,True,True,13,5992.0,False,,,,,,False
36,refs/heads/master,f086004892cf75b5e699cae2b1e025c1bb2a8ae5,04fdc60d83b784241aa3f104b86282de36854d99,e7039022e7d42801c0c4efa78cfa543f57bfb802,,False,False,True,8,4054.0,False,,,,,,False
37,refs/heads/master,51e9f91aaa36fb7dc7264000ff1b9eafd56300f4,cc3428b2d14da06663f2edcb30672fb057152b69,5a8161f4b2298920aa5204b41da754d6093085e1,,False,True,True,9,1886.0,False,,,,,,False
38,refs/heads/master,c9ec78caad460880761045d30e30a1a3c75927bb,a16306e733c2df0016ba8a5a519708f1ac3ab1c8,4f39ece08dd4e8fccd319d165858f1cde99f7fa3,,False,True,True,37,12962.0,False,,,,,,False
39,refs/heads/master,c3d94a40100f32e03e4a706365c9179d95521bb1,4bc780cb1c8e6451029d2180495a9195e22c7209,2f75037bc9d8618882c41f148f3c8eaafde9421f,,False,True,True,23,4253.0,False,,,,,,False
41,refs/heads/master,abf0e78d2e2d741d5b3175324698255895cdc28c,527a405d4fd905854d7de4d9940973bc49f0f7fb,0540c203125d403657c494f327c7b3202ded903e,,False,True,True,10,840.0,False,,,,,,False
42,refs/heads/master,bcb8df3dd5be9c044bc6f18a6ef3b1b1b1aea0ca,3796b1018806a8f93b037f00dadd451330b2c5e3,07e92fff70736e41f3a9a2fee488c2a7c6e8c9bb,,False,True,True,60,437.0,False,,,,,,False
43,refs/heads/master,4bfa073bc6752c8550d2418869df918c0d3b287b,434e0fcdf1d50ce55b62fefd9e2fa8c6b6aee728,ff0a7b28cd920424ea394cd6182ad7655c1002ee,,False,True,True,65,1048.0,False,,,,,,False
44,refs/heads/master,850e38eed153a059cd710d4c03a8bfad8fb3cdda,efa3b9f53e86dd978f9f64f7ac1c34c57b21c540,52c283a48510b0601813f4b48c2e013b09126d58,,False,True,True,9,822.0,False,,,,,,False
45,refs/heads/master,a9c48912d2d3eb1f3f06b593356500a8029e6066,28efde57929b765a1d1b6ffbe407a330c797aa51,3a22f644db2ecdb68cb28bf80d0cf48eac9e8920,,False,True,True,6,76301.0,False,,,,,,False
46,refs/heads/master,de406f38e43719260e61ee7e1b2dd1b84e90a4f3,df98d9d5217048669388c8360466f34c40e2c374,d1d5f240ce4249018c76d7d17fe65d7335577bd0,,False,True,True,5,1764.0,False,,,,,,False
47,refs/heads/master,941f6a100b2514ab3e75a50e6b26ad81da2a943c,ba9c27836ad3dcfcefb07396272c51189b7673ba,1eb014f526352b8eaa3b720d12f278219124cee1,,True,True,True,19,24885.0,True,Tests_passed,6305dbde732a595af3137d7b46d01ebd2f10497d8336aa3358315dc5e40ecf3b,True,Tests_passed,d3476aee4d1b965cd4592ef8d9422bcf67b9421a91d7aaf330150e4c0076a811,True
48,refs/heads/master,66b4d91c0d96f387867e7c37e424cb76809cab10,fd993792483ba5017d97c8f06505c439c6837519,3d6a9eb177272a5841b4b75b5d208515d6327bf2,,False,True,True,7,1070.0,False,,,,,,False
49,refs/heads/master,3279b484fddd75ee3b752915afbf65fc997d0973,01d8cab0e7e6f472b31912d7896261359add1b70,f828bfaaa5024bc488bdbef87058ebc85f422cf8,,False,True,True,7,1070.0,False,,,,,,False
50,refs/heads/master,37dc97304b2fd4ba9dd9b6ac84474ae333474463,5246de3ce9e2578a12aeef224516ccf2e546ef57,db1b63fcbc937f7311219c4c52fef26689644f47,,False,True,True,18,107519.0,False,,,,,,False
51,refs/heads/master,500a2bc6cf9b07f26ac6738114d11389a1420f6f,6ecfada29273ea13ae8f37801b666ccbf714a981,24ed5e0a0ef61334007d10c081a0f6afc17db945,,False,True,True,18,107519.0,False,,,,,,False
52,refs/heads/master,bea5246d887d58d88c137d31d6ee26e34737ad4f,e402c0aad421cd6625dfd3483f9d91dd1ee073a7,49aea3d3059cf2cdcbb60d256e4e0618a879e805,,False,True,True,10,46390.0,False,,,,,,False
53,refs/heads/master,5c72e78536162bd1fbca57d72853731989192252,c82e0409b73b81794b7b8915643d2660af1dc360,f1a4b3f51b40723fbb9f34de23a92f8464099d77,,False,True,True,10,46390.0,False,,,,,,False
54,refs/heads/master,c8821269276ebafba82c19b3f128d595a07805c9,1110f2d125c8319bb76fd2efe4ce04da57437b57,04fd07f2d256f7184309019e8332b1da5096bd62,,False,True,True,48,50445.0,False,,,,,,False
55,refs/heads/master,9e6985a5073a8ce2dec31d0623df21765402c2cf,3408433d40171eb7e84469ccb0530ab8ed40c679,de26d5766a2bcc08ece6ab3673d82bdc220ee81e,,False,True,True,48,50445.0,False,,,,,,False
56,refs/heads/master,4de699fe5100af5f3e3d72f8a4e974242feca9f9,418ee0047fea225c094b0800dace26df164fce66,f109382046a901f738d1a207905063cba906eb96,,False,True,True,15,59121.0,False,,,,,,False
57,refs/heads/master,ef55c2e0ee4528dcf5740e1ad9ed5b710d04a026,bf3dfac5c7eb0f5db95e5aaf57fc8a0964aa5376,7ecaaeddedbc50c6443c21c5c7fa6d6f793acbce,,False,True,True,15,59121.0,False,,,,,,False
58,refs/heads/master,418ee0047fea225c094b0800dace26df164fce66,02811cf0183986a37e59f443f38b015059177d9b,a96c2738727b4a23040bc16093e23d7983385ce1,,False,True,True,31,46084.0,False,,,,,,False
59,refs/heads/master,bf3dfac5c7eb0f5db95e5aaf57fc8a0964aa5376,c5a70033bd1d82860a7ca5a387b85bb852c01d3b,1de529740dc0f7b7b1c304d67e51dcd883922642,,False,True,True,31,46084.0,False,,,,,,False
60,refs/heads/master,523477aa0f11dad7edb6d1f34f342030a8d543e6,21998c1227e576918eaa37b8534eab50c0ed1e61,e1042698e261bd13ae6522f8648e0e0cf8cf55c0,,False,True,True,17,8670.0,False,,,,,,False
61,refs/heads/master,b3fadceec49db75a9deeca0361832f053efe91ab,e36ade545d6d13b8cc675d5f480ed6d57899d13f,cba26a7eebde79cd3c100f18f8473ef0b00998f8,,False,True,True,17,8670.0,False,,,,,,False
62,refs/heads/master,21998c1227e576918eaa37b8534eab50c0ed1e61,0da0149fbeac40b8c9cd621bd1a379bc9e14a05a,4b474a712bbe1f1809de074b627a7cb52d6e3b61,,False,True,True,11,7534.0,False,,,,,,False
63,refs/heads/master,e36ade545d6d13b8cc675d5f480ed6d57899d13f,617aa7dff26e5e4a1fbf22d617dda820eba7fbf0,85e820b19a0a20d0b369968c2db9eac1e0c77406,,False,True,True,11,7534.0,False,,,,,,False
64,refs/heads/master,d9c227b860ad5c70410de4b6ab934d36c7944a99,6ed08be259d9e9ef33a0154ced4044e3a87513b4,906c8bf23eb7fd2dc1835ad268672e4defdacabe,,True,,True,141,,False,Git_checkout_failed,,False,Git_checkout_failed,,False
65,refs/heads/master,d17d8d1403f28b9fcadb710d89aec0c5d80128bf,ca7e791311f80ffc48b9fd903d3ee54b5bb6a6c1,287ada0e339a049d2640b9e6c0f876a783609292,,True,,True,141,,True,Tests_passed,8a33876aed0e9f7f05fd7c726a2f9a6cc82d49895ccf0a392bfe86d0e9e5f2f9,True,Tests_passed,da7ea378280a05735d484ae97b1218c2d7d45e8d609501f975f862a73d43a79f,True
66,refs/heads/master,1e731a45c9201e8c179af3c0276edef8e5dc8cb1,1e1d829798c696acfc09cb277aaa6b3296fe30af,5ba336df902245bce16353a41f16bd0fd8878bdd,,False,True,True,13,35125.0,False,,,,,,False
67,refs/heads/master,4c93f5a51ee382ccff8ae6cba1c652fb02760805,7cff004d7d5cabc3e2b065813e26c7a79b249e99,f495d8f7aee4bdeb6db6b873befd04ace86ce702,,False,True,True,13,35125.0,False,,,,,,False
68,refs/heads/master,28ee04c2c9b365817fb62a692fb4f7b36ac9aa3f,aa392bf129b7ef6863504e6f8905cccdcfddb221,8b860dcbd6bbc947efb5ef1a4b5145454a06999a,,False,True,True,80,550898.0,False,,,,,,False
69,refs/heads/master,8412136aec0ebf3ff69a53bf3686f7aec980d538,bf17ef4b97ab7f5223ecbed46080af2421a6a2e1,61fb7197b9d6faac933f5d7ba055e1ca3b075915,,False,True,True,80,550898.0,False,,,,,,False
70,refs/heads/master,31365e827cee06a18ec4da565d39b5d8e2a6c765,b0325197b04414d4aee135cdce35784424eb6b94,b6593f3b0aa33ba6d89fa7cf9e4531411065ca24,,False,True,True,102,436281.0,False,,,,,,False
71,refs/heads/master,99bf88eaa9edfb0d50345480fcb43b60df797da1,dbd76892ca4f50c0bdff3b160625abe0d28c51a0,6d475b9837d08264ae324c3eab6a6a7ce34d39f5,,False,True,True,102,436281.0,False,,,,,,False
72,refs/heads/master,b6593f3b0aa33ba6d89fa7cf9e4531411065ca24,498b6146e42d12003363f5abc893be1e882a2731,c792ab2a96812a37c11cf8a7884f463bb969ade7,,False,True,True,15,69232.0,False,,,,,,False
73,refs/heads/master,6d475b9837d08264ae324c3eab6a6a7ce34d39f5,0786f78b867a0bbffade0848ef3196dd059ec086,fddab0bd0ec4faffc8f123f8fdaf1d9a4faaa1c9,,False,True,True,15,69232.0,False,,,,,,False
