,project name,left,right,base,merge,git merge,spork,intellimerge,runtime git,runtime spork,runtime intellimerge,merge test
0,mangstadt/ez-vcard,b8b0b0c8e1dff237975942022a42c6c25b9d9741,3c10bf587f097be3e2a77b0d2d556e6f9efd97b1,e7e60f637655f44cbef943a56ee44e5281b4dfc6,0637f5fc19cf6ad79cd2c58981facc3678d5bbff,2,2,2,6.4224281311035165,0.3187289237976074,5.055838346481323,0
1,mangstadt/ez-vcard,af63ebf1a441d0165bab7f6250caf0e2793b9829,22631a4817aa29b231919cb5d8c05d935386b763,af63ebf1a441d0165bab7f6250caf0e2793b9829,633e9c677f26c1cae476d9ce43331cc30bd8f9e8,2,2,2,11.459496974945068,0.2114706039428711,8.492073059082031,0
2,mangstadt/ez-vcard,2380144cf35bc2c211874ac53db2d846fccffb97,6621980643544df2261bd874717839dd24b28324,e25af637baa63f60c600935cf11ca1d6e47adf12,a927decebd50d02bff3f8c56ade565b98d0ecd4c,3,3,3,4.544172525405884,22.694315910339355,8.230745077133179,1
3,mangstadt/ez-vcard,4639361f062ee6455b88e31996743e300240e71e,4e959f00b9e3a80ea99486834b0ab164be663fdc,4639361f062ee6455b88e31996743e300240e71e,d6a31c5fece9a634b7829df08bd0afa0ef06b69a,3,3,3,0.1439664363861084,6.673983812332152,11.835891008377075,1
4,mangstadt/ez-vcard,e454bdf3e3b7d02bb95ff8a58952e70cb97dd0f9,522254f7ceb5e390cbb0904d698cb6294e081ce2,e454bdf3e3b7d02bb95ff8a58952e70cb97dd0f9,8b26b8c56130e60347f8f20c17c3eca14b601cc1,3,3,3,0.2292435169219971,0.7710797786712646,4.2121875286102295,1
5,mangstadt/ez-vcard,ea6026ee62cc184db68d841d50d58474fcdf4862,ab2032ca9769d452d4906f51cf56ca7d983a27c4,4fe7175f02973bef214fa07669f2e0346878c129,63ab6b841a7aa31372315a902b98fc5b2cc3b661,3,3,3,46.93419766426086,126.51953530311584,16.943270921707153,1
6,mangstadt/ez-vcard,b42390b2d6279bf7c23580f0f4ac517cba448cd5,dee07e7edfb332efd5d5207660248f71e96a1a0e,7549215ca125b67449b482d9ba3599e77db041ec,5e11fc8e2c1f5763ff6e6b37d3e750e369af7c94,3,3,3,0.4312591552734375,0.3282101154327393,3.927643299102783,1
7,mangstadt/ez-vcard,16b6d6cd734326e55af96146ac89594c8ed1b233,ce422afbecd67144c1e8caceaa151f80d4f8a0cc,fca171ac656a293141c8a8b7e23468c3a89b69d4,bce54f56a1da7332cabdec21b26e82cd899ce82b,3,3,3,0.5667996406555176,0.7317786216735841,47.80650615692139,1
8,mangstadt/ez-vcard,03bd6bf2c9873b23344b31ca7c39524ad9ee5756,c824e9fabecc54d431d4c860b95a2ad13794556c,03bd6bf2c9873b23344b31ca7c39524ad9ee5756,f238de6e66d3e5d03715aa88dccc660d0ab89318,3,3,3,0.05691957473754883,0.2720580101013184,3.8934109210968018,1
9,mangstadt/ez-vcard,345934e15e82c9cbffb5b297aab51ad105b9ad82,541f59d09b5232b68cda87ee2abba7c62d33ee32,10c3111bd72a8d550bb41119c45a4db52960d88d,a2a632bba203ee71191e71e11058726f2f030b00,3,3,3,0.3413064479827881,0.2174839973449707,4.426096200942993,1
10,CloudSlang/cloud-slang,parent_1,parent_2,base_commit,merge_commit,-1,-1,-1,-1.0,-1.0,-1.0,1
11,CloudSlang/cloud-slang,f0c253a1bc9ddbca4958ba156b60fc925db72923,109a13ea6266c48178e980725d8fe58f0880fdd3,e131ec82fc280a8c081eb92806346f6a5ea20858,847c906f25e97c48a9058c653eca079659fe3e42,3,3,3,0.40300583839416493,15.08317232131958,6.8263070583343515,1
12,CloudSlang/cloud-slang,8beb04f8d2beefabc692589143efb6062125f704,f41231b5e96ead902cd922af503fbb3b0679ae67,5f2ad963930c90ed68a39ea16d6b9829694d71d1,6f56beae20b730ab5b36ad68f192cb58964c40ba,3,3,3,0.17960762977600098,18.658247232437134,9.118151664733887,1
13,CloudSlang/cloud-slang,3553c7500abcd2b9a6fb74eb10afad03012ffb0d,abb30f66ac2809b6fc212d17fa13a70dd4106515,21b4c12edca0206c33a10f634852f91b35fb2611,6b0fec092337fff3e466923ab77e8f1815b21e48,2,2,2,21.193729162216187,0.8205161094665527,38.432037353515625,1
14,CloudSlang/cloud-slang,e259418f03593d2eea997b342a8692cf32fd6fb6,e6b7fcaa7a980a0cf10a16a4b0ff768b7fd2cc10,da606d90b278239588120d3efd196bb9e02e4565,6d2edd73915d7124079894fc03d22c1db4ead232,3,3,3,655.8576025962831,0.5588991641998291,10.572662115097048,1
15,CloudSlang/cloud-slang,8e345f71a3c0dc5ffface6b45beab6b57ffef4d8,b266d1f9b2f16c3bfbba7273121edc59a65da003,524fcd7a1eb8da009c2b314702862d78718002d6,72a3358fc6c66015630a94c51da186daaf30cdab,2,2,2,0.7737140655517578,9.048353672027588,7.064826488494872,1
16,CloudSlang/cloud-slang,6b9a270a596e6363ded0d4a5ac26c1896984ecb4,eb2b72ce7a8193f5183f171cb79713bbd52b3adb,b742349529050b871b289a794d59d44d0786e161,b61565580c721faad5cd4e60f82dcf0463858fdc,2,2,2,12.528200626373293,11.83127474784851,10.369232654571533,1
17,CloudSlang/cloud-slang,51794b768d626bba0d9cce6de147ae80684d766b,1090997c9a274e46d07e4446e23963e56480d471,51794b768d626bba0d9cce6de147ae80684d766b,9c60adb44f659cf014a0dffe215f2b122e1e4b5e,2,2,2,1.5988526344299316,6.018529176712036,4.544233560562134,1
18,CloudSlang/cloud-slang,38b8627c4f03ce572dbc8021d895881b4d6d1060,4774dae1665b2d70536ae5136960bae9f2c1c8c0,4adb1c7023b17e7b46b2e37d405d8ddd2a505d67,1533a4b0726168b5ea3ecfc5a9c41012aa6cf365,3,3,3,0.22291994094848636,0.1969454288482666,5.301918029785156,1
