,project name,left,right,base,merge,git merge,spork,intellimerge,runtime git,runtime spork,runtime intellimerge,merge test
691,Stratio/stratio-connector-mongodb,250b9d9099eaa9e399fb34b0369210c866501c77,751bb7becdfd961636e8ff683039099f3b1ff204,5ed54d4f90b057650e38674df89f160d92bd4032,a66963ca5b1a8570d97fc9eb674b38031f8a795f,1,3,1,0.2924864292144775,51.65201759338379,4.443864345550537,1
356,abel533/Mapper,88ce3f5dfec009cbd0307c7698ff9a4fadc297a6,76c405cf3d05ad7ba99fdd18a06b35b257898546,54796795c215bffd1243ee5faeb63518175f2cac,d496980b1fefceb69c368fce37e4350e864f3245,1,3,1,0.5457067489624023,26.91035079956055,23.816771745681766,1
1266,galenframework/galen,6dae36845eb644a87c80f4e0a896a549fbfb1f7e,d336aa009e6edf2c5ca03668e071140e5290b990,197ea163eaaaa08d1267a572d11f9433952d5a90,67e3990561b1af515aec03a5b228e282a8ed943f,1,3,1,20.21810531616211,40.43879628181458,9.76252007484436,1
602,sanity/quickml,07daf512d8420f048165d516a1c1604d701dc2ca,1096ed962dbcef81287083d39eaac289fcd4ac1b,6b7bcb5cccb3679c20dc522976a7034ae5ba2cec,16f89da2b9d1e792ee0d98cdaad730354df976da,1,3,1,5.033820390701294,19.945390939712524,4.894718408584595,1
624,sanity/quickml,cf7677f4acd46af8aa656d27bc16afd5ef49028f,c2050f1318ab8983c1916b36291c1facb6de9a92,00956411c365d1628d0c6df41ed0b0e664985a55,580ab3624774283a6e1a55322c128e86e0f43c2b,2,3,2,0.6930603981018066,3.712841033935547,11.072909355163574,1
2282,lviggiano/owner,1d62a0a36e1d85d9962742f156eb5d9e3797d636,20f085a1f20cfdc256f148243d7c0b0af9eb4e83,4d73daa09344a6cfe05801040ea8153c73687d11,b756bb836e7cc239a96c830fabe6a34af34ecddb,3,3,2,0.5994858741760254,0.3205194473266601,22.14870285987854,0
861,davidmoten/rxjava-jdbc,83ed799a262850164c336b48384e021ef1c58c35,a9a3edd3d6af8d6242feca7ab9fcdbebbe878bb7,83ed799a262850164c336b48384e021ef1c58c35,eba024976c1d875d1e9f68a1da8f927de7087fdb,2,3,2,0.4722545146942138,0.4970099925994873,7.698137283325195,1
2463,paulhoule/infovore,b2bb28b10a43f02fcfcc4d3a2c598e49305f4358,adc9f5596b83c66784548b07fc6648cd2e664bed,87cb21dfd6ab8a5d6e1bee821e10cd9b867cc8ed,f4bfcb0e1a40645db41fca239282fc0a99cddeae,2,3,2,0.1764130592346191,14.671472311019896,5.993948936462402,0
375,pedrovgs/Algorithms,2c4e69eb243a81ba05d24456b3cad7e8a696f630,8a1a1a7fb53732edaf17ef9876545c4bca568e05,60d87e9a120e330eb34c9d558d0f00e52b5ce438,d7e0b1c03fa7cacf40b32dcfde30871e8947445a,1,2,1,0.2696168422698974,20.99045658111573,5.021786451339722,0
1302,jhalterman/lyra,566156ff6fabc612435be3bce6d343cb0b1d51f8,7ca0d4918c624c74ace48fc001341d8224050837,566156ff6fabc612435be3bce6d343cb0b1d51f8,c9263d327841c5b80ed74a1c3c4ed0b1a08a57f7,2,3,3,1.9094877243041992,0.3015213012695312,10.2473566532135,0
505,graphaware/neo4j-reco,10fd75e2ff3d3727e517f56f190b6d03d91f4ce0,5d7ffecd2419373482b584df7c4527be5d8dfa5a,ef68447c951d5ff1e3148f7f66a54b5756d342dc,5d12362c872f7d2f2d61c21dc493b836d07a6936,1,3,1,7.486019611358643,16.022865056991574,4.364970445632936,1
341,abel533/Mapper,dbe24fef75a34992c6ddbd25fdd5060618200f7c,6dc4963f7ffed9a5ec92f7850f2f9f57401069cf,45c3d716583cba3680e03f1f6790fab5e1f4f668,8d7819e3df22811ab03ed68255713ebf8a18efed,1,2,1,1.5537762641906738,15.852675676345823,6.918809175491332,1
244,digitalfondue/lavagna,ac3c2a025f600dc3883f626eda9bace84aaea83b,a7a5b3469dfa03ac5c3c4b85f611a0c6541a556f,922597e0dccdae8d282b16c8ca5af3a279b9db45,29f4b16c7e11c95c3ff76e1c5acacaad374b48b0,1,2,1,3.183803081512451,26.31393051147461,38.54980850219727,0
2283,lviggiano/owner,047b973c4ef15fff0d954cf8d42266bf11f38940,a85798d5493b53761dcaad2375b34edf093b5b23,d9497a423c312fa346f27a6806ee39d0190cc15c,1d62a0a36e1d85d9962742f156eb5d9e3797d636,2,2,3,0.8987116813659668,0.8447036743164062,13.894404411315918,1
