idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,345d72e8e56756d04d977682a14c13ec31e03d38,a8f96b87eb32e9a2bc1c3c10f35fc9a243345e59,1522c183388ac55c03406890229dfe54f88afbec,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/a8f96b87eb32e9a2bc1c3c10f35fc9a243345e59_1522c183388ac55c03406890229dfe54f88afbec_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/a8f96b87eb32e9a2bc1c3c10f35fc9a243345e59_1522c183388ac55c03406890229dfe54f88afbec_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/a8f96b87eb32e9a2bc1c3c10f35fc9a243345e59_1522c183388ac55c03406890229dfe54f88afbec_left_right.log'}",False,True,3,10,False,,,,,,False
3,refs/heads/master,e9774d3d5dafc7deaf217072b73cab5ebada4840,77ca7a2baa259ec44d64cf7f0a9e8b31a98468fe,6a899297bb8377a8b043e4e7d90cb43ed9c7e51e,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/77ca7a2baa259ec44d64cf7f0a9e8b31a98468fe_6a899297bb8377a8b043e4e7d90cb43ed9c7e51e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/77ca7a2baa259ec44d64cf7f0a9e8b31a98468fe_6a899297bb8377a8b043e4e7d90cb43ed9c7e51e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/77ca7a2baa259ec44d64cf7f0a9e8b31a98468fe_6a899297bb8377a8b043e4e7d90cb43ed9c7e51e_left_right.log'}",False,True,5,16,False,,,,,,False
5,refs/heads/master,63bcf6b6b9e2457e4889361f0621e469dae15870,b54ab8459f457b848eb8d9412bfc3388a2b9549e,31eb6b31413d4bb9559a1780d56c7c9ecae7dcba,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/b54ab8459f457b848eb8d9412bfc3388a2b9549e_31eb6b31413d4bb9559a1780d56c7c9ecae7dcba_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/b54ab8459f457b848eb8d9412bfc3388a2b9549e_31eb6b31413d4bb9559a1780d56c7c9ecae7dcba_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/b54ab8459f457b848eb8d9412bfc3388a2b9549e_31eb6b31413d4bb9559a1780d56c7c9ecae7dcba_left_right.log'}",False,True,3,10,False,,,,,,False
8,refs/heads/master,e4ce1ff28da385bb69cba3114e3a391977878d3e,1ac32c663087563c1e0ee00ac27fc9264595213f,7b953b53716e5d77bc86a9fc844cc94c9dd1bf14,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/1ac32c663087563c1e0ee00ac27fc9264595213f_7b953b53716e5d77bc86a9fc844cc94c9dd1bf14_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/1ac32c663087563c1e0ee00ac27fc9264595213f_7b953b53716e5d77bc86a9fc844cc94c9dd1bf14_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/1ac32c663087563c1e0ee00ac27fc9264595213f_7b953b53716e5d77bc86a9fc844cc94c9dd1bf14_left_right.log'}",False,True,5,16,False,,,,,,False
11,refs/heads/master,b8690ea34d624f4940709f4dc217ffb932f6ce8e,00e0df0d968f221a6307a76966dab3f1494de409,d4bee3ab4c3c74d7745590609df48b2b7f7cc220,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/00e0df0d968f221a6307a76966dab3f1494de409_d4bee3ab4c3c74d7745590609df48b2b7f7cc220_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/00e0df0d968f221a6307a76966dab3f1494de409_d4bee3ab4c3c74d7745590609df48b2b7f7cc220_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/00e0df0d968f221a6307a76966dab3f1494de409_d4bee3ab4c3c74d7745590609df48b2b7f7cc220_left_right.log'}",False,True,5,12,False,,,,,,False
14,refs/heads/master,c2cf3057d37a8645234d083be4d5c4c5ab97ccc2,dbdd56c8a0d47855b3a854758b0324442c6e7c52,eb95e6dff7a2eab9f0b52f9f5cac8850f596f8c3,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/dbdd56c8a0d47855b3a854758b0324442c6e7c52_eb95e6dff7a2eab9f0b52f9f5cac8850f596f8c3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/dbdd56c8a0d47855b3a854758b0324442c6e7c52_eb95e6dff7a2eab9f0b52f9f5cac8850f596f8c3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/dbdd56c8a0d47855b3a854758b0324442c6e7c52_eb95e6dff7a2eab9f0b52f9f5cac8850f596f8c3_left_right.log'}",False,True,12,70,False,,,,,,False
15,refs/heads/master,a33b24c26c2303af61cc7bcdf0fb94d62d3b19e1,f42982469b822e8fa8113fdfb8f71d775cefc7b2,c0759cd95c997bfbbbab5d0d3f5270960f40e033,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/f42982469b822e8fa8113fdfb8f71d775cefc7b2_c0759cd95c997bfbbbab5d0d3f5270960f40e033_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/f42982469b822e8fa8113fdfb8f71d775cefc7b2_c0759cd95c997bfbbbab5d0d3f5270960f40e033_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/f42982469b822e8fa8113fdfb8f71d775cefc7b2_c0759cd95c997bfbbbab5d0d3f5270960f40e033_left_right.log'}",False,True,10,60,False,,,,,,False
16,refs/heads/master,f42982469b822e8fa8113fdfb8f71d775cefc7b2,76c631af6913ddd2b372eeb4fee68d61e86f5be9,698ea9bf2ca84fcc7e6accea16d272049a8f4aa9,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/76c631af6913ddd2b372eeb4fee68d61e86f5be9_698ea9bf2ca84fcc7e6accea16d272049a8f4aa9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/76c631af6913ddd2b372eeb4fee68d61e86f5be9_698ea9bf2ca84fcc7e6accea16d272049a8f4aa9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/76c631af6913ddd2b372eeb4fee68d61e86f5be9_698ea9bf2ca84fcc7e6accea16d272049a8f4aa9_left_right.log'}",False,True,5,16,False,,,,,,False
17,refs/heads/master,76c631af6913ddd2b372eeb4fee68d61e86f5be9,9707539ff3ad3873677f72e586819051dc4dd165,35c186f2f883dcd163bc8af75ccb97e444209fae,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/9707539ff3ad3873677f72e586819051dc4dd165_35c186f2f883dcd163bc8af75ccb97e444209fae_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/9707539ff3ad3873677f72e586819051dc4dd165_35c186f2f883dcd163bc8af75ccb97e444209fae_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/9707539ff3ad3873677f72e586819051dc4dd165_35c186f2f883dcd163bc8af75ccb97e444209fae_left_right.log'}",False,True,5,14,False,,,,,,False
19,refs/heads/master,b3679f4dfd52f2991775681c1d4c33896f88dbdc,efbfc16eaedcc9a2d2761bfeacaf85ba1b45790c,3f4fea3b870074028d8ae2a90be87c63932d0584,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-csv/efbfc16eaedcc9a2d2761bfeacaf85ba1b45790c_3f4fea3b870074028d8ae2a90be87c63932d0584_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-csv/efbfc16eaedcc9a2d2761bfeacaf85ba1b45790c_3f4fea3b870074028d8ae2a90be87c63932d0584_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-csv/efbfc16eaedcc9a2d2761bfeacaf85ba1b45790c_3f4fea3b870074028d8ae2a90be87c63932d0584_left_right.log'}",False,True,5,14,False,,,,,,False
