idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
35,refs/heads/master,ba0612e4830388476d1b087d074567edc5fc7f09,0171f846eedd7403449c777019f39b0a999c9c99,529d23703d5cc19fba431aacf6eda46bbb3eadf4,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/0171f846eedd7403449c777019f39b0a999c9c99_529d23703d5cc19fba431aacf6eda46bbb3eadf4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/0171f846eedd7403449c777019f39b0a999c9c99_529d23703d5cc19fba431aacf6eda46bbb3eadf4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/0171f846eedd7403449c777019f39b0a999c9c99_529d23703d5cc19fba431aacf6eda46bbb3eadf4_left_right.log'}",False,True,5,14,False,False
39,refs/heads/master,db457cfd3a0cb45a61030ab2d728e080035baef6,8d6c55754c9c16b8ffd0654af53945f1aafa208e,273907fcb45ec0f6f232f2e6186e147cea64f1f2,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/8d6c55754c9c16b8ffd0654af53945f1aafa208e_273907fcb45ec0f6f232f2e6186e147cea64f1f2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/8d6c55754c9c16b8ffd0654af53945f1aafa208e_273907fcb45ec0f6f232f2e6186e147cea64f1f2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/8d6c55754c9c16b8ffd0654af53945f1aafa208e_273907fcb45ec0f6f232f2e6186e147cea64f1f2_left_right.log'}",False,True,4,10,False,False
43,refs/heads/master,0d766b4e9771712e393e31380fb4476b65c7e2b3,f7e4a404de271a21133eddc25999805ddc9ea948,39331a3581d77f23778ae2706f5e8afbd7191da8,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/f7e4a404de271a21133eddc25999805ddc9ea948_39331a3581d77f23778ae2706f5e8afbd7191da8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/f7e4a404de271a21133eddc25999805ddc9ea948_39331a3581d77f23778ae2706f5e8afbd7191da8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/f7e4a404de271a21133eddc25999805ddc9ea948_39331a3581d77f23778ae2706f5e8afbd7191da8_left_right.log'}",False,True,5,10,False,False
47,refs/heads/master,3cea896bc6c4dcd6585eac22a60dcf46d349f8a4,8a2ed1a39bcabea5319d107a87479e1235288395,afca5716693b1b6b38530e08cd712fda67ca7e72,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/8a2ed1a39bcabea5319d107a87479e1235288395_afca5716693b1b6b38530e08cd712fda67ca7e72_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/8a2ed1a39bcabea5319d107a87479e1235288395_afca5716693b1b6b38530e08cd712fda67ca7e72_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/8a2ed1a39bcabea5319d107a87479e1235288395_afca5716693b1b6b38530e08cd712fda67ca7e72_left_right.log'}",False,True,8,30,False,False
48,refs/heads/master,8a2ed1a39bcabea5319d107a87479e1235288395,a765f6016ef80b6c65e9b70b6bdfb6775fe5eedb,07615c234a5089647af8d575f3b3ff9fbc01c5b1,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/a765f6016ef80b6c65e9b70b6bdfb6775fe5eedb_07615c234a5089647af8d575f3b3ff9fbc01c5b1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/a765f6016ef80b6c65e9b70b6bdfb6775fe5eedb_07615c234a5089647af8d575f3b3ff9fbc01c5b1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/a765f6016ef80b6c65e9b70b6bdfb6775fe5eedb_07615c234a5089647af8d575f3b3ff9fbc01c5b1_left_right.log'}",False,True,5,8,False,False
50,refs/heads/master,72c5a30adf944961c5d96d884cb5c68bf4abe83a,0bc1d51375d65fa0a52f60843ac22229ebb0ef2c,2b60b875f9a075cbe6defe5081ec3337b74e9e07,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/0bc1d51375d65fa0a52f60843ac22229ebb0ef2c_2b60b875f9a075cbe6defe5081ec3337b74e9e07_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/0bc1d51375d65fa0a52f60843ac22229ebb0ef2c_2b60b875f9a075cbe6defe5081ec3337b74e9e07_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/0bc1d51375d65fa0a52f60843ac22229ebb0ef2c_2b60b875f9a075cbe6defe5081ec3337b74e9e07_left_right.log'}",False,True,7,19,False,False
51,refs/heads/master,0176f3402f68872bee5ad73123a5409f61df6211,77b4bc70e1e9fee0b47ac6ae4b9dc9e6f16daa4a,717287bdf46fa0c1e3b4b613c6cfc39f2e480dc4,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/77b4bc70e1e9fee0b47ac6ae4b9dc9e6f16daa4a_717287bdf46fa0c1e3b4b613c6cfc39f2e480dc4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/77b4bc70e1e9fee0b47ac6ae4b9dc9e6f16daa4a_717287bdf46fa0c1e3b4b613c6cfc39f2e480dc4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/77b4bc70e1e9fee0b47ac6ae4b9dc9e6f16daa4a_717287bdf46fa0c1e3b4b613c6cfc39f2e480dc4_left_right.log'}",False,True,6,14,False,False
52,refs/heads/master,77b4bc70e1e9fee0b47ac6ae4b9dc9e6f16daa4a,a0f7f00d19ccabefd496d765a2214bdf0379f0d8,b0ce54aad73be52f8c6221ffbe60f202c5c894b3,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/a0f7f00d19ccabefd496d765a2214bdf0379f0d8_b0ce54aad73be52f8c6221ffbe60f202c5c894b3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/a0f7f00d19ccabefd496d765a2214bdf0379f0d8_b0ce54aad73be52f8c6221ffbe60f202c5c894b3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/a0f7f00d19ccabefd496d765a2214bdf0379f0d8_b0ce54aad73be52f8c6221ffbe60f202c5c894b3_left_right.log'}",False,True,5,12,False,False
55,refs/heads/master,ebe85e6be5daa7ceebe89281cbba09983cf1fbd3,e70e0a8d1792560117e642627e329b7299636f1a,f21d433f61980221b6a4d301c3ac95516e19a805,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/e70e0a8d1792560117e642627e329b7299636f1a_f21d433f61980221b6a4d301c3ac95516e19a805_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/e70e0a8d1792560117e642627e329b7299636f1a_f21d433f61980221b6a4d301c3ac95516e19a805_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/e70e0a8d1792560117e642627e329b7299636f1a_f21d433f61980221b6a4d301c3ac95516e19a805_left_right.log'}",False,True,6,53,False,False
56,refs/heads/master,55c085577d81faf6dc885f3c28c2cd2d4ed56d59,8a559864b760a14140095de1d46b4796337d911c,592b7a5a9ef651d2afcd1b2c8a5cdbdbef0c46e7,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/8a559864b760a14140095de1d46b4796337d911c_592b7a5a9ef651d2afcd1b2c8a5cdbdbef0c46e7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/8a559864b760a14140095de1d46b4796337d911c_592b7a5a9ef651d2afcd1b2c8a5cdbdbef0c46e7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/8a559864b760a14140095de1d46b4796337d911c_592b7a5a9ef651d2afcd1b2c8a5cdbdbef0c46e7_left_right.log'}",False,True,4,27,False,False
57,refs/heads/master,a33b0a3c65681107f0067885125c41fd995c0042,92d12d5c30563a083cda38668e1cf8de6bd11136,aa4310603bd9366feff30f1c48e7b1b2ffdfa0ef,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/92d12d5c30563a083cda38668e1cf8de6bd11136_aa4310603bd9366feff30f1c48e7b1b2ffdfa0ef_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/92d12d5c30563a083cda38668e1cf8de6bd11136_aa4310603bd9366feff30f1c48e7b1b2ffdfa0ef_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/92d12d5c30563a083cda38668e1cf8de6bd11136_aa4310603bd9366feff30f1c48e7b1b2ffdfa0ef_left_right.log'}",True,True,249,9556,False,False
58,refs/heads/master,92d12d5c30563a083cda38668e1cf8de6bd11136,864705c31ba6105a793685f64ff0b0b767c1fa83,f529f9cd9a718c99a7c1af30a821e267b79243bc,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/864705c31ba6105a793685f64ff0b0b767c1fa83_f529f9cd9a718c99a7c1af30a821e267b79243bc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/864705c31ba6105a793685f64ff0b0b767c1fa83_f529f9cd9a718c99a7c1af30a821e267b79243bc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/864705c31ba6105a793685f64ff0b0b767c1fa83_f529f9cd9a718c99a7c1af30a821e267b79243bc_left_right.log'}",False,True,37,520,False,False
59,refs/heads/master,112c8b98b542734c2c968ff0546053f8a421e25b,7d8bda20ca64b760d7d404e5aebbb2bd1441c571,d29643e48bd96c4e56a0c51c4cb90e2d0ee872eb,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/7d8bda20ca64b760d7d404e5aebbb2bd1441c571_d29643e48bd96c4e56a0c51c4cb90e2d0ee872eb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/7d8bda20ca64b760d7d404e5aebbb2bd1441c571_d29643e48bd96c4e56a0c51c4cb90e2d0ee872eb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/7d8bda20ca64b760d7d404e5aebbb2bd1441c571_d29643e48bd96c4e56a0c51c4cb90e2d0ee872eb_left_right.log'}",True,True,215,9036,False,False
60,refs/heads/master,9eb173c11c42fd43a7509acb01f9e9267c8f697f,f3b3025026b13927b7a0cff9be66c1220886a696,3f9b38b909793d6ad6c177aad01d5e4c60de468d,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/f3b3025026b13927b7a0cff9be66c1220886a696_3f9b38b909793d6ad6c177aad01d5e4c60de468d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/f3b3025026b13927b7a0cff9be66c1220886a696_3f9b38b909793d6ad6c177aad01d5e4c60de468d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/f3b3025026b13927b7a0cff9be66c1220886a696_3f9b38b909793d6ad6c177aad01d5e4c60de468d_left_right.log'}",True,True,11,114,False,False
65,refs/remotes/origin/pull/2,c245a40375299ab6f58fd74a5b478d698ee7e881,90005652849a82c84459fce76281c0ad4b8c9d18,b7e3f1cd98e97f9677c87e177e7f7db17d02f2be,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-jxpath/90005652849a82c84459fce76281c0ad4b8c9d18_b7e3f1cd98e97f9677c87e177e7f7db17d02f2be_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/90005652849a82c84459fce76281c0ad4b8c9d18_b7e3f1cd98e97f9677c87e177e7f7db17d02f2be_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-jxpath/90005652849a82c84459fce76281c0ad4b8c9d18_b7e3f1cd98e97f9677c87e177e7f7db17d02f2be_left_right.log'}",False,True,3,12,False,False
