idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing
1,refs/heads/master,902b1ce39d140e2ba07deaa7e5326d96b25f5d99,426ebb13ee04af4f7d7efcb6338e86b3a4ccca98,9a3809f5dca9d6c40c22ff398e0d72e8fc13a363,,False,True,,,True,25.0,103,1699.0,1,,,,False,25,False
2,refs/heads/master,db23b5fc90528b7e6c8565c619510532a2d18862,1bd04d5bd47f6121257784bed77e330d6ccd89ce,88779f23cfba3c5c2ed55f00d6184ef722684c4c,,False,False,,,True,4.0,10,19.0,1,,,,False,4,False
3,refs/heads/master,e624844f9c9816b110057c8c280c31a96edf2d13,8c92ba822e383c1f0e2bfa4a137e9026ef85db32,bd13a724282123049134deff5c8cd3783bcb8fe2,,False,False,,,True,4.0,5,10.0,1,,,,False,4,False
4,refs/heads/master,9b8c8af57035327c360294e97ea7bd744a26f687,52edb4a5ac63f17cd93fb5e8b6180b39002501a2,1ca4492bee7f66b0824b7c43f2d4d4d863e4abe7,,False,False,,,True,7.0,10,22.0,1,,,,False,7,False
5,refs/heads/master,659192f1b538cc205b0796ea56d7573b03e0da88,72dd504e6f9d22574652baf31075d369692a085a,2c7dbba0f2f2be7f8b0a0137c8a19b6cc3c13f76,,False,False,,,True,3.0,2,31.0,1,,,,False,3,False
6,refs/heads/master,f909f466e3d0bdaf8789ed1ae3ebcbbef0966665,b7738998544b6ccdc349e5c4eafca5953ab70cf6,3c02dfc467dfbfd5f1a40ad15b55df04e9441895,,False,False,,,True,4.0,17,43.0,1,,,,False,4,False
7,refs/heads/master,2cf6486197b268bac818d05e38173ab57ce16315,e9f3ece022854a7c415b6ce8435ca803dc8aee8b,2986222b8c3ce04ffe7380cde78b40c91a2df3d1,,False,True,,,True,5.0,9,52.0,1,,,,False,5,False
8,refs/heads/master,73a99e2beabdb087bd60262a20e0315f5ff02046,af27d810d3c045c0bfe901680d03bdde5f99251d,7e7954bbea4a7eeec9631d6c6e06ddde00ad749e,,False,False,,,True,4.0,11,22.0,1,,,,False,4,False
9,refs/heads/master,d4c311d255ad50353dc56fb2cd01ca68e15a3df1,2bd8c66a16162c3dfb2b65e261b426eb4efc55c0,4a3b2f23bf8b3fb85c4b7e05113131f51b9ba649,,False,False,,,True,3.0,3,75.0,1,,,,False,3,False
10,refs/heads/master,b6253688d3cd7d4d8c2ba14c2150bc446f0aa6a6,ca3574f08bc258f82c5f5d72b580452b53fd2672,59d201f7be16f724e52023330258f44876e545a2,,False,False,,,True,4.0,4,43.0,1,,,,False,4,False
11,refs/heads/master,c2c7862e3b9050c9e6da0b7533071e6840f3bfe4,b548be5f6425ccb32122aebd76c0a3cca3986d8a,70f5a13a6c4d67a2bee8e0eebdeb6842c0032cf3,,False,False,,,True,4.0,3,9.0,1,,,,False,4,False
12,refs/heads/master,cf8b7edbe16a840478f81abc93d45ca68a48d80d,60884907a7965fcbc09af5b04d1e265015e6664b,2f153733c7dfe33f38438be3fd3269e0c3ab7005,,False,False,,,True,4.0,12,51.0,1,,,,False,4,False
13,refs/heads/master,d6ec3655b12c3b5e96de4570987dd7e64960487c,351df932767f250b38c6deea8e9b7e02f64823b3,63cc351c73be29a93c6e5df0cfb0c83cc8a77aae,,False,False,,,True,48.0,221,491.0,2,,,,False,48,False
15,refs/heads/master,bd7956949eff64db275b209429221c816eca9571,bdde0e1c13ed5dddcb358ef8b3d0c0dce11d8b92,07403c9a943d8c4988c85bf6cccfa5926e4dffe1,,True,False,Tests_passed,c61b61fec0c52f237dc3e35ea103a954924a52f99fdccd9af40526c9389e1e8c,True,9.0,22,40.0,2,True,Tests_passed,ac6a12ec1ad2aa298ce8e581be4d26a0de44d89f6585806e204ae4803be628ab,True,9,True
16,refs/heads/master,593ccc17b8aae20f73d7059a3c34184c8a5a0eda,edb7a6775a17a000f11bd50131089107107875c0,a123c892e2097f54b3e28afcc843cfd9b80c8d56,,False,False,,,True,4.0,3,5.0,1,,,,False,4,False
