idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,97e6dbde4ad9c4979bd37025ce0a59bc743e9dbf,292b40b8e2832d36c1cb78c845b6497211992518,e1d6a115575652fd72068fb9242fd1186ba78fb8,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/292b40b8e2832d36c1cb78c845b6497211992518_e1d6a115575652fd72068fb9242fd1186ba78fb8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/292b40b8e2832d36c1cb78c845b6497211992518_e1d6a115575652fd72068fb9242fd1186ba78fb8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/292b40b8e2832d36c1cb78c845b6497211992518_e1d6a115575652fd72068fb9242fd1186ba78fb8_left_right.log'}",True,True,6,84.0,False,,,,,,False
3,refs/heads/master,292b40b8e2832d36c1cb78c845b6497211992518,56dd99fc519f8db5bf03906e01f4a89c3169df10,7e60c6066d3784efacc240e9a8dbfbff391eb172,,True,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/56dd99fc519f8db5bf03906e01f4a89c3169df10_7e60c6066d3784efacc240e9a8dbfbff391eb172_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/56dd99fc519f8db5bf03906e01f4a89c3169df10_7e60c6066d3784efacc240e9a8dbfbff391eb172_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/56dd99fc519f8db5bf03906e01f4a89c3169df10_7e60c6066d3784efacc240e9a8dbfbff391eb172_left_right.log'}",True,True,5,118.0,True,Tests_passed,8f9acfddc37ae09d12edaaa6402b015fa0b3e91ac3bc25eb80dcfbe44e926ab7,True,Tests_passed,c1313624f5dafeb981796b2d8f7e96066fc00087decd626f4acf269564448775,True
4,refs/heads/master,52138a3d58e42e84b7857688cd517a31fe451b54,5a83e61a2dcf9192163787e5c74319c65927ac96,56dd99fc519f8db5bf03906e01f4a89c3169df10,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/5a83e61a2dcf9192163787e5c74319c65927ac96_56dd99fc519f8db5bf03906e01f4a89c3169df10_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/5a83e61a2dcf9192163787e5c74319c65927ac96_56dd99fc519f8db5bf03906e01f4a89c3169df10_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/5a83e61a2dcf9192163787e5c74319c65927ac96_56dd99fc519f8db5bf03906e01f4a89c3169df10_left_right.log'}",True,True,4,70.0,False,,,,,,False
5,refs/heads/master,56dd99fc519f8db5bf03906e01f4a89c3169df10,60710cfd049b7e576b7af3244cd7b7463275ef07,a783e4fe2585da62d38c44417ca05fde86453666,,True,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/60710cfd049b7e576b7af3244cd7b7463275ef07_a783e4fe2585da62d38c44417ca05fde86453666_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/60710cfd049b7e576b7af3244cd7b7463275ef07_a783e4fe2585da62d38c44417ca05fde86453666_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/60710cfd049b7e576b7af3244cd7b7463275ef07_a783e4fe2585da62d38c44417ca05fde86453666_left_right.log'}",True,True,44,308.0,True,Tests_passed,ed0178fff437d8f023423547f8600f46e6a5cf4b881f07f5d515dfdf408d3c05,True,Tests_passed,4e632a4611a1124a74a0f6ecff98e2bde95ad7196477d4e003d4f9b3015e861e,True
6,refs/heads/master,985d82cb4cbaae82e1a76f82231ce83adf0d2df2,5fcc525c238ecc294df465bcddc489fe57880bb5,4e1c8aa95f45af2370e489a05bb5fd8d978fb835,,True,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/5fcc525c238ecc294df465bcddc489fe57880bb5_4e1c8aa95f45af2370e489a05bb5fd8d978fb835_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/5fcc525c238ecc294df465bcddc489fe57880bb5_4e1c8aa95f45af2370e489a05bb5fd8d978fb835_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/5fcc525c238ecc294df465bcddc489fe57880bb5_4e1c8aa95f45af2370e489a05bb5fd8d978fb835_left_right.log'}",True,True,63,265.0,True,Tests_passed,715c6736514bfb89044a117afacdbb50443e741c24c1b867a4ce9636b046273a,True,Tests_passed,2b3b2b3e99a5ccb17e80771fb5d075d13029b32653ec44ed99a8fd91a04f6584,True
9,refs/heads/master,79d4bc11b7923e1a91b9eb3ed9c23505b0ee459a,ebacef6dfc5d464afcc5c0bcc064c4b78dcc96ea,5dfb5731731caed6b8ef17a9719370893ea28e10,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/ebacef6dfc5d464afcc5c0bcc064c4b78dcc96ea_5dfb5731731caed6b8ef17a9719370893ea28e10_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/ebacef6dfc5d464afcc5c0bcc064c4b78dcc96ea_5dfb5731731caed6b8ef17a9719370893ea28e10_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/ebacef6dfc5d464afcc5c0bcc064c4b78dcc96ea_5dfb5731731caed6b8ef17a9719370893ea28e10_left_right.log'}",True,True,4,61.0,False,,,,,,False
11,refs/heads/master,ebacef6dfc5d464afcc5c0bcc064c4b78dcc96ea,f82bba3ba7b9a002129bf45eb3be33f723840aa6,874a1639a840c6c2cf74d8bc82b60c1b9edbd88d,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/f82bba3ba7b9a002129bf45eb3be33f723840aa6_874a1639a840c6c2cf74d8bc82b60c1b9edbd88d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/f82bba3ba7b9a002129bf45eb3be33f723840aa6_874a1639a840c6c2cf74d8bc82b60c1b9edbd88d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/f82bba3ba7b9a002129bf45eb3be33f723840aa6_874a1639a840c6c2cf74d8bc82b60c1b9edbd88d_left_right.log'}",True,True,8,213.0,False,,,,,,False
12,refs/heads/master,874a1639a840c6c2cf74d8bc82b60c1b9edbd88d,dc997ec3c809e1661693c73ca14f8f5bd2ad0f34,c3797d34cb91888c9a42fe53f02cb4c9259dd6ff,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/dc997ec3c809e1661693c73ca14f8f5bd2ad0f34_c3797d34cb91888c9a42fe53f02cb4c9259dd6ff_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/dc997ec3c809e1661693c73ca14f8f5bd2ad0f34_c3797d34cb91888c9a42fe53f02cb4c9259dd6ff_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/dc997ec3c809e1661693c73ca14f8f5bd2ad0f34_c3797d34cb91888c9a42fe53f02cb4c9259dd6ff_left_right.log'}",True,True,8,230.0,False,,,,,,False
14,refs/heads/master,f82bba3ba7b9a002129bf45eb3be33f723840aa6,3ae1d7c774dd3eb8ef77d151f10cad540a603772,dc997ec3c809e1661693c73ca14f8f5bd2ad0f34,,True,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/3ae1d7c774dd3eb8ef77d151f10cad540a603772_dc997ec3c809e1661693c73ca14f8f5bd2ad0f34_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/3ae1d7c774dd3eb8ef77d151f10cad540a603772_dc997ec3c809e1661693c73ca14f8f5bd2ad0f34_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/3ae1d7c774dd3eb8ef77d151f10cad540a603772_dc997ec3c809e1661693c73ca14f8f5bd2ad0f34_left_right.log'}",True,True,4,61.0,True,Tests_passed,3fea1e474d5a49d18206b05131711da548ca6a7f056d2a37c3188307b7d07eec,True,Tests_passed,de6c6616d49db75789966bc0493853de6b2760a96d9892134e92d6196492b931,True
17,refs/heads/master,61f5fe4b4f5463ed85810bcd1074596017641586,da4bc1383190faeba41cd7ad502fc803e6955ab4,ee67cce85587e73d87898073a14bf587742d138a,,False,"{'base_left': 'cache/diff_analyzer/logs/apache/metamodel/da4bc1383190faeba41cd7ad502fc803e6955ab4_ee67cce85587e73d87898073a14bf587742d138a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/metamodel/da4bc1383190faeba41cd7ad502fc803e6955ab4_ee67cce85587e73d87898073a14bf587742d138a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/metamodel/da4bc1383190faeba41cd7ad502fc803e6955ab4_ee67cce85587e73d87898073a14bf587742d138a_left_right.log'}",True,True,6,51.0,False,,,,,,False
