idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing
1,refs/heads/master,9a4a51eb3ed423fc43865739bd2b35bebb59b1ac,1b2a8cedc216440fa29e0ba896a3b9fa2cb989b7,20f67ce5d60d50667ed4f534b773602c341ddfd6,,5,24.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/1b2a8cedc216440fa29e0ba896a3b9fa2cb989b7_20f67ce5d60d50667ed4f534b773602c341ddfd6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/1b2a8cedc216440fa29e0ba896a3b9fa2cb989b7_20f67ce5d60d50667ed4f534b773602c341ddfd6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/1b2a8cedc216440fa29e0ba896a3b9fa2cb989b7_20f67ce5d60d50667ed4f534b773602c341ddfd6_left_right.log'}",,,,,,False,False
2,refs/heads/master,1a01b38d5bcff0b2e6301da18cab212f5c269066,0e5876cc090c5dd136e2742471e1f95deae33a63,2a034be9e00e306942125b90c3461caebd555fcd,,7,14.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/0e5876cc090c5dd136e2742471e1f95deae33a63_2a034be9e00e306942125b90c3461caebd555fcd_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/0e5876cc090c5dd136e2742471e1f95deae33a63_2a034be9e00e306942125b90c3461caebd555fcd_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/0e5876cc090c5dd136e2742471e1f95deae33a63_2a034be9e00e306942125b90c3461caebd555fcd_left_right.log'}",,,,,,False,False
3,refs/heads/master,0e5876cc090c5dd136e2742471e1f95deae33a63,9533a7b9be746f6c77e1535a6826c8f3e520e1a6,69cc060f5f97658b9fef426ee3df2cafa9b9b64b,,27,138.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/9533a7b9be746f6c77e1535a6826c8f3e520e1a6_69cc060f5f97658b9fef426ee3df2cafa9b9b64b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/9533a7b9be746f6c77e1535a6826c8f3e520e1a6_69cc060f5f97658b9fef426ee3df2cafa9b9b64b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/9533a7b9be746f6c77e1535a6826c8f3e520e1a6_69cc060f5f97658b9fef426ee3df2cafa9b9b64b_left_right.log'}",,,,,,False,False
4,refs/heads/master,16f04195e15822c6ba839bb11c7aa3f2f2d748b4,52e1fa88402ae0f1db7c41a7cf2fb452f9f482ec,a29f597f9dbce52a3c57f6321b8da68366dfa1c0,,4,4.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/52e1fa88402ae0f1db7c41a7cf2fb452f9f482ec_a29f597f9dbce52a3c57f6321b8da68366dfa1c0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/52e1fa88402ae0f1db7c41a7cf2fb452f9f482ec_a29f597f9dbce52a3c57f6321b8da68366dfa1c0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/52e1fa88402ae0f1db7c41a7cf2fb452f9f482ec_a29f597f9dbce52a3c57f6321b8da68366dfa1c0_left_right.log'}",,,,,,False,False
5,refs/heads/master,ff7e038621fba5e001416fafaa816e68b18502c8,d797a3efc31ab228a44d6d2d90a517b33ea11219,7bee5a2e2bdc79be92ca9af63ee40a549803763f,,6,112.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/d797a3efc31ab228a44d6d2d90a517b33ea11219_7bee5a2e2bdc79be92ca9af63ee40a549803763f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/d797a3efc31ab228a44d6d2d90a517b33ea11219_7bee5a2e2bdc79be92ca9af63ee40a549803763f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/d797a3efc31ab228a44d6d2d90a517b33ea11219_7bee5a2e2bdc79be92ca9af63ee40a549803763f_left_right.log'}",,,,,,False,False
6,refs/heads/master,ca7cf2c242dc58cb0efee627ac0d850cb004c50f,8de26750bfb28de5ac77b2891034b432cd692335,6b0eeb6638ee6813d342d78094fac795b4c99be2,,3,4.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/8de26750bfb28de5ac77b2891034b432cd692335_6b0eeb6638ee6813d342d78094fac795b4c99be2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/8de26750bfb28de5ac77b2891034b432cd692335_6b0eeb6638ee6813d342d78094fac795b4c99be2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/8de26750bfb28de5ac77b2891034b432cd692335_6b0eeb6638ee6813d342d78094fac795b4c99be2_left_right.log'}",,,,,,False,False
7,refs/heads/master,1a071d435d82543d6b542f67bd4f06b1ecdee777,2ffac2b97ca6460ccfdacc3b79da26820cd71c60,aeb55120825d979bcb821271da9fa6d96511c79b,,11,46.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/2ffac2b97ca6460ccfdacc3b79da26820cd71c60_aeb55120825d979bcb821271da9fa6d96511c79b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/2ffac2b97ca6460ccfdacc3b79da26820cd71c60_aeb55120825d979bcb821271da9fa6d96511c79b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/2ffac2b97ca6460ccfdacc3b79da26820cd71c60_aeb55120825d979bcb821271da9fa6d96511c79b_left_right.log'}",,,,,,False,False
8,refs/heads/master,c5ce3fb5594eb908ec80b78babcc9801ad9f73bc,28e27f49df25cbd29a3555ffcf3202b28b15d3fe,00fd0840038aaecf22b907ffe5c88ae8204e5bb6,,3,12.0,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/28e27f49df25cbd29a3555ffcf3202b28b15d3fe_00fd0840038aaecf22b907ffe5c88ae8204e5bb6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/28e27f49df25cbd29a3555ffcf3202b28b15d3fe_00fd0840038aaecf22b907ffe5c88ae8204e5bb6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/28e27f49df25cbd29a3555ffcf3202b28b15d3fe_00fd0840038aaecf22b907ffe5c88ae8204e5bb6_left_right.log'}",,,,,,False,False
10,refs/heads/master,db2f5f1b34035473a0e9d099318c3896748ee74f,4ef866da3e6d2410c3502f4a927fec1a8f3e43a8,3848ddb8c30a29be06ebcd973fe54d2bf4956ed1,,140,3604.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/4ef866da3e6d2410c3502f4a927fec1a8f3e43a8_3848ddb8c30a29be06ebcd973fe54d2bf4956ed1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/4ef866da3e6d2410c3502f4a927fec1a8f3e43a8_3848ddb8c30a29be06ebcd973fe54d2bf4956ed1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/4ef866da3e6d2410c3502f4a927fec1a8f3e43a8_3848ddb8c30a29be06ebcd973fe54d2bf4956ed1_left_right.log'}",,,,,,False,False
12,refs/remotes/origin/1.X,d8af9b4f25c14defa544690d7155c3d0a292996c,3f7f276dd720b7b95ed59387d9ac4561b2acc20b,0166c87931b5f28e907f4756adb796c038a7cee1,,7,,,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/commons-beanutils/3f7f276dd720b7b95ed59387d9ac4561b2acc20b_0166c87931b5f28e907f4756adb796c038a7cee1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/3f7f276dd720b7b95ed59387d9ac4561b2acc20b_0166c87931b5f28e907f4756adb796c038a7cee1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/commons-beanutils/3f7f276dd720b7b95ed59387d9ac4561b2acc20b_0166c87931b5f28e907f4756adb796c038a7cee1_left_right.log'}",,,,,,False,False
