idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing
1,refs/heads/master,2fe9d4d3f5929ea1e42f8c63595a3a8cf2cf3106,0a0733fb6b0fac6ebab2a2bf2aea32a387a889ed,2e492ab771e58b46455553191c79b7f983343479,,62,578,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/apache/james-mime4j/0a0733fb6b0fac6ebab2a2bf2aea32a387a889ed_2e492ab771e58b46455553191c79b7f983343479_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/james-mime4j/0a0733fb6b0fac6ebab2a2bf2aea32a387a889ed_2e492ab771e58b46455553191c79b7f983343479_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/james-mime4j/0a0733fb6b0fac6ebab2a2bf2aea32a387a889ed_2e492ab771e58b46455553191c79b7f983343479_left_right.log'}",98040d32d471e89d16eefb506b87bc39d53589a2b7776c214b092abeae2caefb,Tests_passed,72c8f4d73bfced165770a81de141accd20ae6c51db59b7e921926fbae2327580,Tests_passed,True,True,True
2,refs/heads/master,0a0733fb6b0fac6ebab2a2bf2aea32a387a889ed,e5a2caca4d3b5b2694d7156cd42cb8e3f96541c4,293714fe2c91fed2b5c6a7fb351fa79c80e867e2,,7,40,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/apache/james-mime4j/e5a2caca4d3b5b2694d7156cd42cb8e3f96541c4_293714fe2c91fed2b5c6a7fb351fa79c80e867e2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/james-mime4j/e5a2caca4d3b5b2694d7156cd42cb8e3f96541c4_293714fe2c91fed2b5c6a7fb351fa79c80e867e2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/james-mime4j/e5a2caca4d3b5b2694d7156cd42cb8e3f96541c4_293714fe2c91fed2b5c6a7fb351fa79c80e867e2_left_right.log'}",4938610b1e2de86cc71e85b0b31ca4c521bafc4aa24b3469a3af7aeca0edce90,Tests_passed,c8f1e41ffc2c675e72bacb41dd025c2073a095a729ec1f7fcc02094a7f5359e2,Tests_passed,True,True,True
3,refs/heads/master,ae77907e341a86690cf3d49d84b03f27cb27d0b2,64b332b337d58f1475e7874acc2e946cbb20ad27,c0513d9c83966fa68d3101a85cfa4e7db43ccc1b,,36,211,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/james-mime4j/64b332b337d58f1475e7874acc2e946cbb20ad27_c0513d9c83966fa68d3101a85cfa4e7db43ccc1b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/james-mime4j/64b332b337d58f1475e7874acc2e946cbb20ad27_c0513d9c83966fa68d3101a85cfa4e7db43ccc1b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/james-mime4j/64b332b337d58f1475e7874acc2e946cbb20ad27_c0513d9c83966fa68d3101a85cfa4e7db43ccc1b_left_right.log'}",,,,,,False,False
6,refs/heads/master,bc719cbe1596993a459d0e4aeb620037962c01bb,3f0ef3c82f383545e05d8c38020a32747053dad3,90a8cc5b5088d226ce4828ec7e27de9080c93b79,,49,330,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/james-mime4j/3f0ef3c82f383545e05d8c38020a32747053dad3_90a8cc5b5088d226ce4828ec7e27de9080c93b79_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/james-mime4j/3f0ef3c82f383545e05d8c38020a32747053dad3_90a8cc5b5088d226ce4828ec7e27de9080c93b79_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/james-mime4j/3f0ef3c82f383545e05d8c38020a32747053dad3_90a8cc5b5088d226ce4828ec7e27de9080c93b79_left_right.log'}",,,,,,False,False
7,refs/heads/master,216ff394be7e82afc9f74ed12189a4bb4758acd9,e725f4756dff9ac15db4d002dc87f3c3f91cacc3,f8b2c99bde9e3b7212e3f5b8d4832d247eb215ee,,42,1033,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/james-mime4j/e725f4756dff9ac15db4d002dc87f3c3f91cacc3_f8b2c99bde9e3b7212e3f5b8d4832d247eb215ee_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/james-mime4j/e725f4756dff9ac15db4d002dc87f3c3f91cacc3_f8b2c99bde9e3b7212e3f5b8d4832d247eb215ee_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/james-mime4j/e725f4756dff9ac15db4d002dc87f3c3f91cacc3_f8b2c99bde9e3b7212e3f5b8d4832d247eb215ee_left_right.log'}",,,,,,False,False
8,refs/heads/master,e725f4756dff9ac15db4d002dc87f3c3f91cacc3,45618d82d2ee962c997d936a50dbf27f8250f97a,bd41063d02bc01469ffb3d2201de36dec4b2c0b6,,48,3304,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/apache/james-mime4j/45618d82d2ee962c997d936a50dbf27f8250f97a_bd41063d02bc01469ffb3d2201de36dec4b2c0b6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/apache/james-mime4j/45618d82d2ee962c997d936a50dbf27f8250f97a_bd41063d02bc01469ffb3d2201de36dec4b2c0b6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/apache/james-mime4j/45618d82d2ee962c997d936a50dbf27f8250f97a_bd41063d02bc01469ffb3d2201de36dec4b2c0b6_left_right.log'}",,,,,,False,False
10,refs/heads/master,df1d0a91f0bf5e4acc91f5590d171f5d35343b4b,1a8d56f50eaca8d32cd349039d6074ebe65ec68b,74716ba508bca1c4743d7ea50ed3d4a52ce157a0,two initial commits,331,932,True,True,False,,,,,,,False,False
