idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
3,refs/heads/master,ea56adb9913af90a48c22c9ef9d5a5700394fe37,babd87ea0465f009f76688c74147a1fdbe56e92b,184bc1f6c2691e98cb432a380556bcf4a44d0aa1,,5,2,92,12,True,True,Tests_failed,1acf5e2ba288d8624f26e2509bd6816c1800619b3414eab3ea9a7cb5f7160927,True,5,False,Tests_passed,2174a846b7839346a5f7e7321022761de0592593b87f5a7a5cbac5ee61a0dc2f,False,False
4,refs/heads/master,babd87ea0465f009f76688c74147a1fdbe56e92b,018a1bf3e9ae8278ef5073f87cef0a0e822fac71,1004fb86652d40ce41efd6db19e86e284d64957e,,3,1,19,4,False,False,,,True,3,,,,False,False
9,refs/heads/master,933ab883b9dcec9e3bc0b4c1788d92c17141fff3,49155009f0fddae661252ffa56fe65c5e3ebcfc4,26e7884823d69ed2115b6b069d9b21977e0ba2ec,,8,1,97,12,False,False,,,True,8,,,,False,False
10,refs/heads/master,49155009f0fddae661252ffa56fe65c5e3ebcfc4,2b33162ca6ef8d69f59cb2bebeb7307418e6d81a,a242140b67a1f6a8a380dd5633677445c61a34d5,,9,1,814,12,False,True,,,True,9,,,,False,False
11,refs/heads/master,a242140b67a1f6a8a380dd5633677445c61a34d5,8c276b305b79c26a55781e2b7e8134e71cbcdc69,3b273deb093a73b0745e041c936151cfa9494fb0,,8,3,772,14,True,True,Tests_failed,1587ebe6c11e8985ca7d8ef6934b274889d0f331be28f60c136d9fc50c783cd4,True,8,False,Tests_failed,319ce5e7e7decc080400b6b2e5bdbf03a3e155e4fdb261d52322a4c394cdec04,False,False
14,refs/heads/master,cd19909909a08932fa7b7fad1442ab146489715d,bbbb5df15a8b2caf765fc705f29a3195c8399613,0c55d7970f96229b378574e348250986fb7e7a27,,4,2,76,14,True,True,Tests_failed,b9a8cdd6262344e6f76fc1c7334235fe4aff5aa287ca9adbf1697d605e255529,True,4,False,Tests_failed,d2255b043747dc19c3c91ad65c5b3cc4506bc09e69fac7efdc47651e6cff62c2,False,False
17,refs/heads/master,04cca10904add3cbcd97bc8432c7eca03020ed84,b9ad073aea59221b8264dc087f3467e58c96109f,6651f7ce0fad40d2fca1a55dc613d5c3bdf3cb69,,23,1,1224,206,False,True,,,True,23,,,,False,False
21,refs/heads/master,a41c077be7d77ccdb3caca485536e032442f3e29,2c3761f5f456dc2981cef795a880c9163e5541a7,b35e680ec6bcc4ba6edd67b0f9b54b4a6e56cd0a,,15,1,51,17,False,False,,,True,15,,,,False,False
24,refs/remotes/origin/pull/36,c26fd0ad330671ad20768036e8fb19516d18f1da,f7687590e5705b0c5d0f26e5e61a20e24f80c90e,4b25fca4e662a16a99aff8e35a19ec7a25de5fd2,,15,2,262,28,True,True,Tests_failed,f39680aa38396a8af5c5347480d09690d6b129f05c5c44402dc619a7f597340a,True,15,False,Tests_passed,0d3ad431baf39f996dcde8a6aa75d7e567270a97826a9aa6cfa4c95de8829aa7,False,False
26,refs/remotes/origin/pull/36,379b6114536f2f3d363d096fbe2246f5cb3b8ad1,3eb04b388662f4f3394b51983837b3065b3aa3f9,70cce375cf186440ac930c41e026b1ef614202cd,,3,2,83,5,True,True,Tests_passed,c337201bd8796ab798364b29a4c5b47c9a1d1df453ea8b28f0ea82885c32afab,True,3,True,Tests_passed,f960cde03470289072c5f5033ad4910a9f0242fbc89f908d5d46ddd0e7968905,True,True
29,refs/remotes/origin/pull/36,9cb3f7746b5e096683eb90fc0905496197686a13,775c91889def7a741b09d35b83998b3ccd323b04,3fca8b3adf42461acf264ac73cfa53d1b8d964fe,,5,2,845,17,True,True,Tests_failed,e7216cae884268a1603030a71aed91204410a3d88fe47a7e931be9cf7947a4ca,True,5,False,Tests_passed,4f42b3710d7e7f3c01673f361776fedceb7624f8f0415b338877914efb6a5e44,False,False
