idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing
3,refs/heads/master,092971237cac5d5901725ea2e2eee376d8828aed,e77da423b4894cb65d5d5cb2114ae92e9644dbdf,6e3ba6c79c39c662486c7b157af2b981dc74a268,,False,False,,,True,5,6,19,1,,,,False,5,False
4,refs/heads/master,a7fb6627b45c9d126f4038e5ef7d4e69af1b7549,7bf2b62476ba2c9934670b25971790418b7d9a27,1ce7925288522776e1c78b2dee598389cf8b440e,,False,True,,,True,23,52,178,1,,,,False,23,False
5,refs/heads/master,a9716277ea1ed274e300c34e9467a68d1106ecbf,6424641c56e934c0a43d3db7099417607482841f,dcc5b66ba1a2ad77af0c3ec03c49d9a2fd3f379b,,False,True,,,True,77,267,2321,1,,,,False,78,False
6,refs/heads/master,3872d8e177c2828e07774abdae0f817ce27deb10,f2c6c1cf08e999289c1563d302bf87f001f9d595,9e906a6f86af3904ac1db02be9f0466ef76add29,,False,True,,,True,50,181,1743,1,,,,False,50,False
7,refs/heads/master,c0e810e16682331ea13dda624393edb24310109a,178c1c12b94da31b028aecf2a99dbf731fb3ad35,aeb6f05922aad1e1ab828a7469202a8ab8d42ddf,,False,True,,,True,3,6,10,1,,,,False,3,False
8,refs/heads/master,178c1c12b94da31b028aecf2a99dbf731fb3ad35,8a6fb9cadcb15edf35e9ef42f6b357aa89df0051,472b2df591b7d1b524d206e28f0aa4b0ac2bbf9f,,False,True,,,True,51,184,1153,1,,,,False,51,False
9,refs/heads/master,8a6fb9cadcb15edf35e9ef42f6b357aa89df0051,2a8c24a704570a2e89dceeb2607d40b72c4276c6,6ad180b4c52cd585377dc1cc2e97b59872af6c2b,,True,True,Tests_passed,fbcf5ae3ed7d960d7dd287e3619ae8b29ea5298e14359f0b1268caca370d7369,True,33,136,541,2,True,Tests_passed,e7d00c031e17cf6491a2502ea252d9394a93c178cf042dc61b4093d357d470ed,True,33,True
10,refs/heads/master,2a8c24a704570a2e89dceeb2607d40b72c4276c6,71c8a6ce564f899bbd2b9c5cbdc193b105a93cb9,b8590e04168ef55bdecf12e5aced1ae76eb7cdef,,False,True,,,True,26,105,466,1,,,,False,26,False
11,refs/heads/master,71c8a6ce564f899bbd2b9c5cbdc193b105a93cb9,50d6802a03e37d8f2588968ab2202110824510aa,ec1a16f6789ba4530333056300ad0f602dac6ad1,,False,True,,,True,14,42,290,1,,,,False,14,False
13,refs/heads/master,4342d2cf5e8db4297edd3986ed41a3ac9bddf994,5adac93557c20b9e872c34def6a85e918b07a63b,c1c2dc7d4bcdf64208e08a3210574cff4cdfb29b,,False,True,,,True,27,83,828,1,,,,False,27,False
