idx,branch_name,merge,left,right,notes,sampled for testing,left_tree_fingerprint,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test result,left parent test coverage,right parent test result,right parent test coverage,parents pass,test merge
1,refs/heads/master,68f967133364244b0238c0ccf7c38f6357e490f1,d0b634badf48029428b7f8d90bb3592e5cb76764,a7f0afe85806a63e842491f79028f1a00e971acb,,False,,,241.0,False,,,,,,False
2,refs/heads/master,d433cdc82c4a58bbe660e06729f3ebe8880545d6,76bc5d369a3e54e3a18b979ad5be45c3156bfd68,5b03d0264e00a05ac852eb6f34cf3c4b1c4bbbed,,True,105a6ecd526d8866218615089005d1ec288c4a5227a266b71f9fe4710f297e90,34cf81fe498852ac256678ccf16e5be1c652e2314971e0ed167a374c80ca6d71,252.0,True,Tests_passed,0.0,Tests_passed,0.0,True,True
3,refs/heads/master,064b075c3a675302f3d372d0ce308a12dcca0ba4,a13a334c97c01a7284a80f171615f159d03b7975,2a7efb82d77980077ded7cee995c9c051fb1545e,,True,8e253e7f54906664c5588ed04337ab0ebc000e46d65ad0c4260c8b5793b5459f,d9750fcfd6013df5ece52ac889dc4e82e0000e94661b33a5001b1fa9aee44e49,258.0,True,Tests_passed,0.0,Tests_passed,0.0,True,True
4,refs/heads/master,59cc8402011b2280fed364f85cd4431e776b6d4a,70e7c73943e42c1f05c644c1f5f587eb3bdeed98,01abf193ef3d93319ee0452b480f16bbc942ac6a,,False,,,50.0,False,,,,,,False
5,refs/heads/master,9178806367d73013f0f042c9b7d9c88f391b4421,bed291a4a437f4da436c111229ea244554e9ef82,c0a24bede4aecb3e500df118011e30340f6dff94,,False,8c6b57138bdff392e65c65d602001e32e78bfa27c02b911e3687c6b0c0c04b4e,f983dab20ea1062c9b3c1bcabc8ccb69ea8cd0c206dc2cc85c56689f1ed5b492,1654.0,True,Tests_failed,0.0,Tests_failed,0.0,False,False
6,refs/heads/master,ee612e0850688dae9228b30464334e399525f46c,96d3b4345e3668dc7ffdd7345f18bf37572d659b,76b2aec0e258f57b755e5fad25efd5b4de81f178,,True,88c479535060610a059b9591d0d9184fab94cc775cd7af3120c2c1178da34739,ab36cbe1bef97ced0c25d74d9212ca24c0b9e1d54f155e9bd8d0bed2b1b21f33,141.0,True,Tests_passed,0.0,Tests_passed,0.0,True,True
7,refs/heads/master,36818a154e1dd5353500c2c4d388d104dde29b12,e10fef40d9b1160842f8b8ca03b162c73e00739c,4e438fedd4903ad70f757e7fe8eb54b72e4813e8,,False,,,219.0,False,,,,,,False
8,refs/heads/master,13178c81a1ba18fc39b7280dc40919f4208650fa,25d12ee6c6f5bb70501541813caffa5265c0b9c8,92d27fbeb840ea070dfc5064ab3a67f223c56441,,False,,,117.0,False,,,,,,False
9,refs/heads/master,219dfd347ae9abf7f626157b63297706439481f6,def9ae305c0f367c65066166e6f5c8b3e8f231c3,21bcb52595251275905c09982fb126bd0aea329c,,False,,,40.0,False,,,,,,False
10,refs/heads/master,ea0eccc3113ce5b38b3a65ba07445ded75467708,bbe3dad7f98e1563e7cbe4086a006a3f09d9d729,319a4d9c31ad65e14eb297cbd1204929fc132d44,,False,,,,,Git_checkout_failed,,,,,False
