idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
2,refs/heads/develop,b54733429316d7f7f954f680acb6f7827faeed5b,2032573a5f66d7927cbaf70aedba94a0998f0b2c,3d297d2fd0ef833d01771fcc2eac590d784b9e96,,False,False,False,0,0,False,False
5,refs/heads/develop,e1268d10ac27dca342a885ac4d829fcb53c87dd3,065cb36d73a04975a0154f700e4b74fb904f4b89,b1c6d280696c6d50be0c1333f61cf707a6b1a9e4,,False,False,False,0,0,False,False
6,refs/heads/develop,c5c265da3c13dc02884d7be05f4dd8675dca458f,73560cc34cac90c74ee65e3459811d3ae6441ec4,5fba6d3c8663f660c0449e96e465af1147c3bdbe,,False,False,False,0,0,False,False
9,refs/heads/develop,776c709c8ff936b5991b8feadba76fa0c0a3f5ed,6467f8fb487d6d770b38981e124a57413092f5ee,480745fee7a2911129ca0134719715dfe1591f05,,False,False,False,0,0,False,False
12,refs/heads/develop,0680c0f05c5f30443985271bd71286c58f4b935a,b0370a967cd9efbab3d287a2749a75a3cf5e1a81,e788f9a9cdbf90c4a1696f19fed96f12d09f0e6b,,False,False,False,0,0,False,False
13,refs/heads/develop,126b3e9e224b54457ace367e5f0cb9913626a757,bfbcd4787315ad643c2fa0a5824f49e5cf5a3bb4,dae69aa6a09b712370ae29e778cc709a4e01974a,,False,False,True,2,2,False,False
15,refs/heads/develop,d227629c151adb7032c2d428c3695c7b7edf9031,f368279fe70680b24b04d8fa0f942723f8b68954,32ff799312b09c3d87ce790b025f32d5dcde5022,,False,False,False,0,0,False,False
18,refs/heads/develop,a25b05d11e6a1a1028575b6521f47b9bda4d0bdd,a640adc8c1c12a48eb3f70e594ac9a463d717526,6ed50d52da4dab8e7249a95130422b6d2978fa1a,,False,False,False,0,0,False,False
20,refs/heads/develop,ca0f7af462220dfc0e6b872bceee18a1d1913d3c,b44ba0411df938b9d422afa2d714709b4e891a1b,925d2599131499748b34546601eeb669db5fbee8,,False,False,False,0,0,False,False
21,refs/heads/develop,f2d51b652fb775c56d10899f08957552dcd92c08,80a53c803ca96380697df3f53dc499289ad6e99a,8cae710b3ae412da9b50c722568c9650823cc647,,False,True,True,27,558,False,False
22,refs/heads/develop,b05fc3ae2b3eaf90750942a26d532bca1f61519b,76e1bffedbd6cb1511dae373273a2ec321cd9b02,f2d51b652fb775c56d10899f08957552dcd92c08,,False,False,False,0,0,False,False
24,refs/heads/develop,80a53c803ca96380697df3f53dc499289ad6e99a,317d80b227ff656c908cd65143aed2897058eb07,bece334d7c935981216d1fec5bbb131ba35f77af,,False,True,True,12,367,False,False
26,refs/heads/develop,317d80b227ff656c908cd65143aed2897058eb07,5787f917f6b94c8d45fc51108583eb98908dd8d3,c54b6f160b4df763b8e972ef64a78c4432fa050d,,False,False,True,2,6,False,False
30,refs/heads/develop,77439116ca2550fbd08ef54da0fa330036cf55cd,3d4ab4c79b53bd1a96fb739a0b701c5f27560cf7,1496887b5249cb8ed80fd2bebbab64530f9ae59c,,False,False,True,3,4,False,False
33,refs/remotes/origin/pull/5,ccbd464c049f4b66942b4a4033d0bb33e82733eb,f6684297b6ffd1a60c736e2afc97da3d8e33d1cc,783841e84409130ba4f6219cb76f8675130f9695,,False,True,True,18,482,False,False
