idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
1,refs/heads/master,c71c1431c5aacd9b1c8de9cda89e60212c4f75a9,8dcf65c2151eb9f3547f67eae6ccd9c602f7677b,a40350e90f2df21e29fb2861028dcb7a48e9d2e3,,False,True,True,10,16,107,1,False,10,False
2,refs/heads/master,d284adb44b4995fefb2124813c2bc3002c026c3f,175ab488c8aa90b6f5ce2d157f746f719b99ebc4,bc01bcddd18705740176cf8be955368df24a0748,,False,False,True,3,5,56,2,False,3,False
