idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
2,refs/heads/master,e5340b5eb6b92fa19b3ea34d19e4f786f31a35ae,b9571b4601b41ac8fc30244f544b3343815c8df0,99065cc049bcfcd35ce1bf737844353afd797daf,,3,1,11.0,6,False,True,,,True,3,,,,False,False
4,refs/heads/master,ed52f2f18c5092d031ba1b10ba906a2443675946,be8b2c6df24d398f1ee0de9bc500b17566909fb8,bc8e54edabbcb973a4d19b801c662b26380a29ef,,86,2,3514.0,439,False,True,,,True,86,,,,False,False
5,refs/heads/master,004bb440e4b6ff44b98017ab2225f91b5628ddc9,c47496c9254fe07c6cac9e729dc75b666efe3507,2e76a2954ee45bc800ed64cbecf400e4d21c9fc1,,8,1,40.0,20,False,True,,,True,8,,,,False,False
18,refs/heads/master,b9e0c0c8b216855a15478361d5528b62688b9f4b,9f108c974c8bcc1f17ed0b202df0ea0a669ec65e,eef7bcbe4341da1a9bad3e5b30781bf1e381ec90,,22,2,1208.0,69,True,True,Tests_passed,78f5fd833ef4083e296242256078379e4ce043dd2e5f6f2f9e0f07ec5c937e8d,True,22,True,Tests_passed,911ed6fe66d5c9ff285ab292254578c250115a8fe9eca28f75942eaec65fb2e4,True,True
19,refs/heads/master,b731a2e19d0501418d97691c1b58e85a45cc8637,dcff894a923601fdb399d8de7e5f1647bdba5d4b,8891ae7c9beac202ea2f975e03ae292d955739cb,,22,2,1208.0,68,False,True,,,True,22,,,,False,False
21,refs/heads/master,2d60ecc35dee938a21a13244326f642f0568cb56,7687994e5d4e054314bd120f85f2936841ce55ca,4f8797cb8072d9f0dbb8d9b7b38c95a6d4b5a663,,45,2,,144,True,,Tests_failed,b9de76ceffc26990d6c438ffb2e7e46aa8be2d65c5bb294b488b79fc23f5d30a,True,45,False,Tests_failed,c25141d52a7cd15e1b3046690258b08ab8b919b7088aea719b958a29ba64af2c,False,False
22,refs/heads/master,1c07572765f2fb0330c1d87e2731b4ff72ff63c1,12cdcc2b0f4ced400018e1512a35dc7385cfdb69,f75578ee79348816a99f73bf36a4ea8886d0df43,,18,1,368.0,51,False,True,,,True,18,,,,False,False
24,refs/heads/master,eaa2ed121e8d9215ef3b38b725444dec61bb18f2,7eb86628226e5893d8a002ed6cf0f5d9a354c6b9,3abe333003cc785e826c53a554509d5575ce0dcb,,13,1,,46,False,,,,True,13,,,,False,False
29,refs/heads/master,45e2ad80267725ce3f109ee0a2099eb79d48571b,feadb4c6f2965e6b8cdd12a8e1fab2b54f23c88e,c70f7ad9cbf460c5d58c799a49eebd00a63d0f10,,9,2,190.0,24,False,True,,,True,9,,,,False,False
31,refs/heads/master,13da1e6ff96469810e0919a3681d17847fccfb1e,c1cec365e708ebed80b5306fd84f96503e823f4b,493eae20f00684b8c74c77dc4f36816fb653bfd8,,6,1,82.0,12,False,True,,,True,6,,,,False,False
33,refs/heads/master,2348a767ab9fee31275b1d2b133cd5c11d9e9c60,499b044caf4280b4695f846481d441e6bc3624ec,bc0b55a0e6c2b7d8e894b5de74010d9a4cba801e,,24,2,2028.0,315,False,True,,,True,24,,,,False,False
35,refs/heads/master,0cc3fd3f255471609611333de9194dce1d8d5acf,780753d8fd23b993538c507d65d5107fa5a20b01,c2a2c3b2d9bfdab88e4335505f9f0ebc1b14ae1c,,3,1,23.0,3,False,True,,,True,3,,,,False,False
37,refs/heads/master,3e662dda8a37b7ecd90c26870c0e0d31b54544e3,38c44ae4ae9e4d35e352b726fa7bddadc89647fe,33dab532100af4382d4cba16a9a2c5c092de6ff1,,8,2,242.0,39,True,True,Git_checkout_failed,,True,8,False,Git_checkout_failed,,False,False
38,refs/heads/master,33dab532100af4382d4cba16a9a2c5c092de6ff1,198381b9aa7b031cc8f9485f25448ed431fec446,d981342dd0baa0f605389cbc541df782c3d1c84f,,28,2,836.0,118,True,True,Tests_failed,4c40b5d2d38cfcffaa3e173dc9f58e5f3aa3e960f00e0e2c72cdc04c6e4c2e3a,True,28,False,Tests_failed,e3a0f4c9489cdfb09fa88aef9244ee52c8cd09763e22058e94a98e63d2585efe,False,False
39,refs/heads/master,51ff74be951efa0ac47fe2ed79885648dd2feb47,37683b81c9e04c1b8134a8453b322bfc878ddbd8,75aa8c7128329be19f37fc0abd977ec191c500ff,,23,1,10364.0,96,False,True,,,True,23,,,,False,False
40,refs/heads/master,2804591faaeab9bdea43b743d9cbf252849daa55,f7155c0e3450329867ac62b3aed2171d713e480e,482f1d6e00b215572b7c894879bfafee3a316881,,3,2,,9,True,,Tests_failed,2be129bb48bb73451f76bfe54e080fde990623b6d2e76ed7fa5942c48c78f8ba,True,3,False,Tests_failed,b54ad377d6d4a7a0c7a1de8995c064807558cd79e84d950d21ca57175ff59e74,False,False
