idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
1,refs/heads/master,c377b5ec97d46a43222b6b114133d441a8962e67,c5036bbb5f887baff124f65956caf0ad3bd71dd7,d66e9a048d2b7775d03257a93b127bcefe23319a,,3,1,2.0,1,False,False,True,3,False,,,,,,False
4,refs/heads/master,a2ecf4d646b40d5b1ba9e9a2e4cfc55a7303f5be,4286cfed3f676214f10b63d3cfe57d6777ee52ba,644faf293126df7d8c28240f29da42fdc0df90cc,,5,1,44.0,13,False,True,True,5,False,,,,,,False
5,refs/heads/master,4286cfed3f676214f10b63d3cfe57d6777ee52ba,448344ea8d5023da741c07f749c77c151977e5a3,4957b71b7c0af42658472e13fada261d1c4607a1,,7,1,90.0,17,False,True,True,7,False,,,,,,False
6,refs/heads/master,644faf293126df7d8c28240f29da42fdc0df90cc,207932068b839311bb71f13e4e4b5ed4f50d190f,448344ea8d5023da741c07f749c77c151977e5a3,,7,3,132.0,27,True,True,True,7,False,Git_checkout_failed,,False,Git_checkout_failed,,False
7,refs/heads/master,448344ea8d5023da741c07f749c77c151977e5a3,ecbbfa5f4b81dcb508860c99c956b6dc27e22533,926846013e609f077cd72b65e92a6e9424612bbd,,6,1,89.0,16,False,True,True,6,False,,,,,,False
8,refs/heads/master,ecbbfa5f4b81dcb508860c99c956b6dc27e22533,a8b36441395d52913699775c9893027ad56bb634,309a7d2167552376fb9a6c2157bde1234a690499,,6,1,88.0,16,False,True,True,6,False,,,,,,False
10,refs/heads/master,a29c28e19624076f7a470e4f0631fdd8bef40069,5b8b56348df00c7310e8526acb1671ade925a4bb,5e3a7828829a5c4e1c34f9cb842fa7eea938b7d3,,6,1,149.0,20,False,False,True,6,False,,,,,,False
12,refs/heads/master,1b28e87bebefd5dd7deb7b0712e2ab5729a363e8,60bcbe8753b72abdabdcf203381c7615e7df499c,a987e5deb8ee1c54c747ef5c364c83cb2425a8a9,,3,2,46.0,9,True,False,True,3,True,Tests_passed,90b3f767992119fe56afe43f9484afc247cc18627578d400bf1310ab5c2c153e,True,Tests_passed,21877632a27041a36fff6fb23c59ac8be08845afa59e64876c2c7fbb23a88662,True
13,refs/heads/master,60bcbe8753b72abdabdcf203381c7615e7df499c,6ceb10900461652712f7ff5738a7262f7b2069f3,5cb2b14b2285f95241b5d91e4ed4b07433bca9da,,18,2,178.0,22,True,False,True,18,False,Tests_failed,6b4fdf69258820763c006e5ed6b7645f1700e2f713718797978c6b822a13f5e7,False,Tests_passed,a8506c7a724c12aa61cb35c75b1dc27184ee910f87385a0a81946f6f3e9b9acc,False
14,refs/heads/master,6ceb10900461652712f7ff5738a7262f7b2069f3,696d6b2667e37ba8fc340cb20eea87fe3f13023b,e8a5e29c73718b6f78d0de7bec3f42ab7be4042e,,2,2,4.0,2,True,False,True,2,False,Git_checkout_failed,,False,Git_checkout_failed,,False
