idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing
2,refs/heads/master,60a173d447dcee94bc03b65e549eb6271198dc6b,65f33ae1a4604abda26eebb17d31c45d3c6c495e,e6e4782de8e9223d1f5e53e1fa3eb59e66f200ca,,7,31.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/65f33ae1a4604abda26eebb17d31c45d3c6c495e_e6e4782de8e9223d1f5e53e1fa3eb59e66f200ca_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/65f33ae1a4604abda26eebb17d31c45d3c6c495e_e6e4782de8e9223d1f5e53e1fa3eb59e66f200ca_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/65f33ae1a4604abda26eebb17d31c45d3c6c495e_e6e4782de8e9223d1f5e53e1fa3eb59e66f200ca_left_right.log'}",,,,,,False,False
3,refs/heads/master,65f33ae1a4604abda26eebb17d31c45d3c6c495e,bc7c321d28c4a019c37e096ecb7caf2affa3f6f4,cbac56e199b9c22f940a0053167e4289375309dd,,6,30.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/bc7c321d28c4a019c37e096ecb7caf2affa3f6f4_cbac56e199b9c22f940a0053167e4289375309dd_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/bc7c321d28c4a019c37e096ecb7caf2affa3f6f4_cbac56e199b9c22f940a0053167e4289375309dd_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/bc7c321d28c4a019c37e096ecb7caf2affa3f6f4_cbac56e199b9c22f940a0053167e4289375309dd_left_right.log'}",,,,,,False,False
4,refs/heads/master,bc7c321d28c4a019c37e096ecb7caf2affa3f6f4,50a14a68a19398daaf8c69041055a0372dff58bd,f81921efcd5a15a15fd60e4485db47d523719568,,5,22.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/50a14a68a19398daaf8c69041055a0372dff58bd_f81921efcd5a15a15fd60e4485db47d523719568_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/50a14a68a19398daaf8c69041055a0372dff58bd_f81921efcd5a15a15fd60e4485db47d523719568_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/50a14a68a19398daaf8c69041055a0372dff58bd_f81921efcd5a15a15fd60e4485db47d523719568_left_right.log'}",,,,,,False,False
5,refs/heads/master,50a14a68a19398daaf8c69041055a0372dff58bd,98e4c030854ec02bef9219fdf63c6c4600fd2c92,333a23ecdd804c98e299f9d9b1c451075f08287d,,3,5.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/98e4c030854ec02bef9219fdf63c6c4600fd2c92_333a23ecdd804c98e299f9d9b1c451075f08287d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/98e4c030854ec02bef9219fdf63c6c4600fd2c92_333a23ecdd804c98e299f9d9b1c451075f08287d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/98e4c030854ec02bef9219fdf63c6c4600fd2c92_333a23ecdd804c98e299f9d9b1c451075f08287d_left_right.log'}",,,,,,False,False
7,refs/heads/master,95aebcf33347c00fac33fab68aa2d1afe1f24038,d3c5535f61ddeb065af50435a311b08eda71134e,eda6e6e1f3cccd810907104abb5354f16af5a2bc,,4,250.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/d3c5535f61ddeb065af50435a311b08eda71134e_eda6e6e1f3cccd810907104abb5354f16af5a2bc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/d3c5535f61ddeb065af50435a311b08eda71134e_eda6e6e1f3cccd810907104abb5354f16af5a2bc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/d3c5535f61ddeb065af50435a311b08eda71134e_eda6e6e1f3cccd810907104abb5354f16af5a2bc_left_right.log'}",,,,,,False,False
9,refs/heads/master,11714ad2abd3e46c9a20ad78687319c70fca9937,f269b07998a98b7af64c24689c679f2f90f9ebd8,460cec0fb8ae80bdb212d7630c19738af8fa06ac,,6,87.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/f269b07998a98b7af64c24689c679f2f90f9ebd8_460cec0fb8ae80bdb212d7630c19738af8fa06ac_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/f269b07998a98b7af64c24689c679f2f90f9ebd8_460cec0fb8ae80bdb212d7630c19738af8fa06ac_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/f269b07998a98b7af64c24689c679f2f90f9ebd8_460cec0fb8ae80bdb212d7630c19738af8fa06ac_left_right.log'}",,,,,,False,False
10,refs/heads/master,6ae083c99396dd9cef7f16c7e2dea050071713f4,4330885d469dd3f0e71676527d05f061785344aa,cfa4d5d4ae9036c769517a1e11c30655e543a824,,5,248.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/4330885d469dd3f0e71676527d05f061785344aa_cfa4d5d4ae9036c769517a1e11c30655e543a824_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/4330885d469dd3f0e71676527d05f061785344aa_cfa4d5d4ae9036c769517a1e11c30655e543a824_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/4330885d469dd3f0e71676527d05f061785344aa_cfa4d5d4ae9036c769517a1e11c30655e543a824_left_right.log'}",,,,,,False,False
11,refs/heads/master,91bf71f1fceac9652b236869b39aafc55fceba48,71fe565316809a822fcdb61669a42200e16ee7c2,9e7f21c389971e7642a737c0f1aa90ded34f096e,,5,29.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/71fe565316809a822fcdb61669a42200e16ee7c2_9e7f21c389971e7642a737c0f1aa90ded34f096e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/71fe565316809a822fcdb61669a42200e16ee7c2_9e7f21c389971e7642a737c0f1aa90ded34f096e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/71fe565316809a822fcdb61669a42200e16ee7c2_9e7f21c389971e7642a737c0f1aa90ded34f096e_left_right.log'}",,,,,,False,False
12,refs/heads/master,9b236587da89f633fc5556ff88201541234fe0c8,0a6a49410da4cc138cdad2807a1fafc4b2cf348f,0fdffedf85ac5cf87c894ec68c31d80b6917144c,,14,133.0,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/0a6a49410da4cc138cdad2807a1fafc4b2cf348f_0fdffedf85ac5cf87c894ec68c31d80b6917144c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/0a6a49410da4cc138cdad2807a1fafc4b2cf348f_0fdffedf85ac5cf87c894ec68c31d80b6917144c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/0a6a49410da4cc138cdad2807a1fafc4b2cf348f_0fdffedf85ac5cf87c894ec68c31d80b6917144c_left_right.log'}",6aa26d259eacbdec0661357dd5a4937dbed7f4d972a703cb6fd84df887175986,Tests_failed,07aa1427ba9774428cb9cdb01c204b2d13d5a48829a1297785be853bfe9f72e3,Tests_failed,False,False,False
15,refs/heads/master,a6ea9d03da59e7491b179fbd48084dbfdad429b5,eb0bb857804423a44f881948956db230246e9136,27e1eae504a7e8f47608d40f0981f610ddc000d4,,3,13.0,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/garbagemule/MobArena/eb0bb857804423a44f881948956db230246e9136_27e1eae504a7e8f47608d40f0981f610ddc000d4_base_left.log', 'base_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/eb0bb857804423a44f881948956db230246e9136_27e1eae504a7e8f47608d40f0981f610ddc000d4_base_right.log', 'left_right': 'cache/diff_analyzer/logs/garbagemule/MobArena/eb0bb857804423a44f881948956db230246e9136_27e1eae504a7e8f47608d40f0981f610ddc000d4_left_right.log'}",,,,,,False,False
