idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,gitmerge_ort_adjacent_run_time,gitmerge_ort_imports_run_time,gitmerge_ort_imports_ignorespace_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time
378,refs/remotes/origin/pull/3371,41c0bacae80379751e045d91663bd17b2b5b2dbc,78efbaebfd96d0a09b441c0b0efdfcbfd282aa1e,74e077e0fb78a178ea9f2c4dfea2e7fdeeab8a8e,,e6a6b8fa0931d91fec5b8b58cbd16060f7e84e90626372e0d03baccfc4e3fa31,Tests_passed,045f55f741650bc0b09a6f7412849f589626803e3aed7b115c7a4eacf55de224,Tests_passed,True,True,True,True,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,Tests_passed,35b38528976b1ed6466c0306baaa2069a1c846c2bb982692f6a38afe3f64ed61,Tests_passed,4944016bd21953a91c434906c0f0d2f49f430224fb71b2371e0c191ccf7f02f7,0.01690959930419922,0.016643285751342773,0.018636703491210938,0.018602848052978516,0.018499135971069336,0.01917243003845215,0.01850271224975586,0.059121131896972656,0.016233205795288086,0.01639246940612793,0.01638197898864746,0.12547826766967773,2.2187509536743164,0.28887009620666504
