idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,parents pass,right parent test result,right_tree_fingerprint,test merge,union_diff_files,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_myers_ignorespace,gitmerge_recursive_myers_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,mergiraf,mergiraf_merge_fingerprint,deepseekr1_merge,deepseekr1_merge_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,version_numbers,version_numbers_merge_fingerprint,ivn,ivn_merge_fingerprint,ivn_ignorespace,ivn_ignorespace_merge_fingerprint,gitmerge_ort_plus,gitmerge_ort_plus_merge_fingerprint,gitmerge_ort_ignorespace_plus,gitmerge_ort_ignorespace_plus_merge_fingerprint,gitmerge_recursive_histogram_plus,gitmerge_recursive_histogram_plus_merge_fingerprint,gitmerge_recursive_myers_ignorespace_plus,gitmerge_recursive_myers_ignorespace_plus_merge_fingerprint,gitmerge_recursive_minimal_plus,gitmerge_recursive_minimal_plus_merge_fingerprint,gitmerge_recursive_myers_plus,gitmerge_recursive_myers_plus_merge_fingerprint,gitmerge_recursive_patience_plus,gitmerge_recursive_patience_plus_merge_fingerprint,gitmerge_resolve_plus,gitmerge_resolve_plus_merge_fingerprint,git_hires_merge_plus,git_hires_merge_plus_merge_fingerprint,spork_plus,spork_plus_merge_fingerprint,mergiraf_plus,mergiraf_plus_merge_fingerprint,deepseekr1_merge_plus,deepseekr1_merge_plus_merge_fingerprint,intellimerge_plus,intellimerge_plus_merge_fingerprint,adjacent_plus,adjacent_plus_merge_fingerprint,imports_plus,imports_plus_merge_fingerprint,version_numbers_plus,version_numbers_plus_merge_fingerprint,ivn_plus,ivn_plus_merge_fingerprint,ivn_ignorespace_plus,ivn_ignorespace_plus_merge_fingerprint
2,refs/heads/master,acdd6eff2a1baba3de2c336880655c5f4c0729ef,21b2b8e1e46bd70c7d1f7fa8f60ec08321ee3378,1e3bb4f99192270b46d7139b2a892026689d8940,,True,True,Tests_passed,4b2fdd68dd1e1248f01b041c83589c44d76c37edcd3a1176c5c8308d20139379,True,7,107,592,3,True,Tests_passed,3374c45042e3675825ec4ad1c47e2ba00b5ff70ed013f7b2a007c4829379abc6,True,7,True,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,80a72e2d28e828e20e996a4adbf4b38f54a89af650773cb6280ab7e767579287,Tests_passed,a816ad1d79f861f21f6aaa3d028a6a4cb41d2a818b16886ba194878c38560681,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_failed,b08c8c46f0bde42ae73515ed8d9aa81b97e735fb1debfe5598185d3ea1808e1c,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,50d2189225c1448227fa81c6bdca153ddb448d45334870a2a989e731ff369eb6,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,1e9846edf5a2369ffceac10999bd1e1691708bd2530212c710ac823829bf7f1a,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_failed,b08c8c46f0bde42ae73515ed8d9aa81b97e735fb1debfe5598185d3ea1808e1c,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2,Tests_passed,685ed0ec58b014ad464af4df5b59cad73d2807874913f0b02cf962e85ae8a1e2
