idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,8119cdf9993eb820cd8aa6a44011e1287c233147,88d35ebeec3dc4897d0fa3268f0ae85c2b336027,3a902d1e8429a0f399fe1f946b71c569953ff810,,False,False,,,True,4,61,,,,False,False
2,refs/heads/master,3a902d1e8429a0f399fe1f946b71c569953ff810,6b735dd3b177f7a4ed03aa4f9482d3908f9f2dd7,24abdeed9d49d73d11a54f9101ba93b2201ec2c5,,False,False,,,True,6,65,,,,False,False
3,refs/heads/master,9b0117f4e59f087b6437cc3023af6edd0f5cd20c,045eb827c589d6511d3382fb15872a24d1b44772,7952393d368f3f12e36302f2bc47bae23c0cddc6,,False,True,,,True,18,364,,,,False,False
6,refs/heads/master,35ea41a11c226a720148174603108ab1f5413a56,aa9c1348c522957ff9ac3b3399121c1e980d3a53,2a15c7f6aa9bd32b97e5a77cbcfee6be7f58c82d,,False,True,,,True,9,166,,,,False,False
7,refs/heads/master,aa9c1348c522957ff9ac3b3399121c1e980d3a53,6a1f4002e2f89ff6ced0b96b0eddc1745a975cd2,52737f91486346343567229351224164a41447bc,,False,True,,,True,11,198,,,,False,False
8,refs/heads/master,b9c6a68f02f549441931caacd747a17301a12e7c,6e8fb2cc709ae9a73abbdcfca645778f68a6be6b,9b9df3d69c7b162af4719d28ff7f1afbea80ffd6,,False,True,,,True,13,218,,,,False,False
9,refs/heads/master,6e8fb2cc709ae9a73abbdcfca645778f68a6be6b,1165437f46186a7eb99a8067b1d465f6e5e369ba,cabddc294761e019e0fe3c940226f1b33aa55ebd,,False,True,,,True,10,181,,,,False,False
11,refs/heads/master,c514bcf370dfc2a8c5b494d20961e849eaec50d0,520a8f49615bc1af41c3f9b3c4681095658bec2c,6a98cf9d8780ac7e6e9ce4284e9dc0a2dd891ec9,,False,True,,,True,9,59,,,,False,False
12,refs/heads/master,520a8f49615bc1af41c3f9b3c4681095658bec2c,e9c6de6bfabbc10ed960b8eba3b1804805431f66,d4708a70f15bb2aa939f16e6c16134b90396bf21,,False,True,,,True,75,1663,,,,False,False
13,refs/heads/master,e9c6de6bfabbc10ed960b8eba3b1804805431f66,3a7976ac9c9a7c5ac0ba508d059e5ebd1933b8ff,79a7250d9bea32183ed2c6c613923c31b7ae0a8d,,True,True,Tests_passed,0befcdd32f4954544456bc64babda797d4acb93daf1ceb7b50245e3168fb92ae,True,75,1710,True,Tests_passed,231541ba6d07710e22b074a731cdac87dea49b2d47d8e5a0e728aa9320abd712,True,True
