idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing
2,refs/heads/master,99e65c0913152dbb45560693bcabcc15d097924f,b2d77ebe338bb4e4242c0263c7012b41fd10fc3a,7a59cdeea3dbf09f59d79b31ba333cbc64dc82c6,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/b2d77ebe338bb4e4242c0263c7012b41fd10fc3a_7a59cdeea3dbf09f59d79b31ba333cbc64dc82c6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/b2d77ebe338bb4e4242c0263c7012b41fd10fc3a_7a59cdeea3dbf09f59d79b31ba333cbc64dc82c6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/b2d77ebe338bb4e4242c0263c7012b41fd10fc3a_7a59cdeea3dbf09f59d79b31ba333cbc64dc82c6_left_right.log'}",False,True,2,4,False,,,,,,False
10,refs/heads/master,7f45801325d0db5a451bd183909c5e75e981e506,e970835ccf5a23a59733861c960fcba78da8d19e,d888309e720fe93d791b193fbfde83594f714190,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e970835ccf5a23a59733861c960fcba78da8d19e_d888309e720fe93d791b193fbfde83594f714190_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e970835ccf5a23a59733861c960fcba78da8d19e_d888309e720fe93d791b193fbfde83594f714190_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e970835ccf5a23a59733861c960fcba78da8d19e_d888309e720fe93d791b193fbfde83594f714190_left_right.log'}",False,True,2,4,False,,,,,,False
12,refs/heads/master,aea5873a33993322807cbd0d2cc8cf3e006f0733,36dde98e7c983ede02bd3249123be68b88cfffd5,48bed487db414a27557234224c7b8cb76ecc78ec,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/36dde98e7c983ede02bd3249123be68b88cfffd5_48bed487db414a27557234224c7b8cb76ecc78ec_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/36dde98e7c983ede02bd3249123be68b88cfffd5_48bed487db414a27557234224c7b8cb76ecc78ec_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/36dde98e7c983ede02bd3249123be68b88cfffd5_48bed487db414a27557234224c7b8cb76ecc78ec_left_right.log'}",True,True,9,52,False,,,,,,False
13,refs/heads/master,36dde98e7c983ede02bd3249123be68b88cfffd5,8799e9367780a5e6277546143cc612cb0907e6cd,151bf553357bb61759ba503355afd3a54d1ed70f,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/8799e9367780a5e6277546143cc612cb0907e6cd_151bf553357bb61759ba503355afd3a54d1ed70f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/8799e9367780a5e6277546143cc612cb0907e6cd_151bf553357bb61759ba503355afd3a54d1ed70f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/8799e9367780a5e6277546143cc612cb0907e6cd_151bf553357bb61759ba503355afd3a54d1ed70f_left_right.log'}",False,True,6,17,False,,,,,,False
15,refs/heads/master,151bf553357bb61759ba503355afd3a54d1ed70f,784c4c6bfc6ccfeb2d6095b196bcc002aad2d8b8,7c57f4e0fcf7a071dba20fadc5a4dc38d5f85c32,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/784c4c6bfc6ccfeb2d6095b196bcc002aad2d8b8_7c57f4e0fcf7a071dba20fadc5a4dc38d5f85c32_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/784c4c6bfc6ccfeb2d6095b196bcc002aad2d8b8_7c57f4e0fcf7a071dba20fadc5a4dc38d5f85c32_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/784c4c6bfc6ccfeb2d6095b196bcc002aad2d8b8_7c57f4e0fcf7a071dba20fadc5a4dc38d5f85c32_left_right.log'}",False,True,6,17,False,,,,,,False
20,refs/heads/master,2df4e9dca40488bdb4d10816d04c1f672de4d57c,cbbe722570d1bdd06267e642af03ddc32ff5f39d,a0d5f66521e3bc470047a0b683004ce8889d3369,,True,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/cbbe722570d1bdd06267e642af03ddc32ff5f39d_a0d5f66521e3bc470047a0b683004ce8889d3369_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/cbbe722570d1bdd06267e642af03ddc32ff5f39d_a0d5f66521e3bc470047a0b683004ce8889d3369_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/cbbe722570d1bdd06267e642af03ddc32ff5f39d_a0d5f66521e3bc470047a0b683004ce8889d3369_left_right.log'}",True,True,24,382,True,Tests_passed,5da7031c76120c5751f7cdada2178ba36af2c442ffa4c19590ffde5e18b6a861,True,Tests_passed,08ef0bc46c3164762ed860b24683da2aedf5ebdb899b56405be7c34fad3dc99d,True
28,refs/heads/master,8ce6f9dd16e65d7569dfb6490b5e766dbfadcb48,e6f2d446dad26476b396f7b69d74f055c4f80440,a07595c194fa31d6c62b6ef91c680afdbbf95046,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e6f2d446dad26476b396f7b69d74f055c4f80440_a07595c194fa31d6c62b6ef91c680afdbbf95046_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e6f2d446dad26476b396f7b69d74f055c4f80440_a07595c194fa31d6c62b6ef91c680afdbbf95046_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e6f2d446dad26476b396f7b69d74f055c4f80440_a07595c194fa31d6c62b6ef91c680afdbbf95046_left_right.log'}",False,True,2,4,False,,,,,,False
35,refs/heads/master,ae4f8badb1f764c05b3fe3ed6d5822fb1190e11c,e57c0061e8c112805ed3f6301ba2aa3cd2a5b5cf,f7c22ea72334fd5780f467cc7976338c5a42d701,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e57c0061e8c112805ed3f6301ba2aa3cd2a5b5cf_f7c22ea72334fd5780f467cc7976338c5a42d701_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e57c0061e8c112805ed3f6301ba2aa3cd2a5b5cf_f7c22ea72334fd5780f467cc7976338c5a42d701_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/e57c0061e8c112805ed3f6301ba2aa3cd2a5b5cf_f7c22ea72334fd5780f467cc7976338c5a42d701_left_right.log'}",False,True,2,4,False,,,,,,False
42,refs/heads/master,08389ddba2185109195ea39d62cedb28481f3a47,374fad73de478a5772703c5787cf858dabf1e0e1,45f1ddbc33762f2f9f2906dc82935ff5e165f5f6,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/374fad73de478a5772703c5787cf858dabf1e0e1_45f1ddbc33762f2f9f2906dc82935ff5e165f5f6_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/374fad73de478a5772703c5787cf858dabf1e0e1_45f1ddbc33762f2f9f2906dc82935ff5e165f5f6_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/374fad73de478a5772703c5787cf858dabf1e0e1_45f1ddbc33762f2f9f2906dc82935ff5e165f5f6_left_right.log'}",False,True,3,15,False,,,,,,False
47,refs/heads/master,81518898b313fa4d2b3244b82a1fcdae022e2acd,1ce656796de57838cf5e6d61c7af5746ff01cac5,c012cc4caf36c1b4b4214845512b6517c83ba696,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/1ce656796de57838cf5e6d61c7af5746ff01cac5_c012cc4caf36c1b4b4214845512b6517c83ba696_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/1ce656796de57838cf5e6d61c7af5746ff01cac5_c012cc4caf36c1b4b4214845512b6517c83ba696_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/testng-plugin-plugin/1ce656796de57838cf5e6d61c7af5746ff01cac5_c012cc4caf36c1b4b4214845512b6517c83ba696_left_right.log'}",False,True,4,12,False,,,,,,False
