idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
5,refs/heads/master,c48dafe203d3f7f7fc645176c8526dc66248a19e,73f98b3bca81e351d29920ee596f928db4783c13,38e6e65eda767cdfd10f5b772a641e574cec5bcb,,2,2,4,2,False,False,True,2,False,False
12,refs/heads/master,d75c9bfd97544ec5aa4628fb7421accfc8f72573,58474358b79fa11de493cb03e62eabf697675b58,0ef47acaa4e69052f72257073ede07526891243c,,4,1,48,4,False,False,True,4,False,False
13,refs/heads/master,3c24d306b9819fc8954a044bdb695ae269279a48,2b142fb9be951c648369e96dceebbb02897aa857,599130c625403abe77eab205065f2f7b4e092995,,8,1,122,11,False,False,True,8,False,False
15,refs/heads/master,d292eb2019639cb53198df4afe42f983d80b3382,3c7d249969d2132904ebd9e8dc87ebb77c2d1cb6,854a13568436a15ac19e6253a79917fab07bdced,,4,1,103,7,False,False,True,4,False,False
16,refs/heads/master,22bb29794748ba5905a37c4816ff2b73a6c33c9b,1f340094b3e46cbea1eb4965227f8f70604bd574,4ad32e334347f38d633a6422025dd6d343a934fd,,2,2,8,3,False,False,True,2,False,False
17,refs/heads/master,6f3d1b3792e2d47bcaf12c9ec8c97d64a9b717f4,94ef1ceacabf68fff49ffc73c08e88012763e602,f7cdea3a9761b0ff95c10bf5c97db99791c1d4fd,,5,1,25,5,False,False,True,5,False,False
32,refs/heads/master,908c53bfc0d914d9ef0a641a10407103881b1a88,68ea39557e3dc11a3c608ac3507d8df146bc52e3,2eafba959e4b9c4e7c37b8e5efc02f0117875f17,,7,1,221,11,False,True,True,7,False,False
34,refs/heads/master,c353f1c8e04f295f74b7534bdd5d9e28ce4068a9,e96f3b19acd2b553100090846c4f85c606cb56fe,b4616862046e255a19262d03053f9b6115fe4304,,16,2,66,17,False,True,True,16,False,False
38,refs/heads/master,355599f053e69619cd7065b07eb6c9d44557144b,c41e51f3907dfc29fbc015dc5ce25092005a14b0,78e442f8333956ae1e385913b3232326e82eb093,,8,1,190,25,False,True,True,8,False,False
39,refs/heads/master,c41e51f3907dfc29fbc015dc5ce25092005a14b0,e5f0a7febbe147d6ee5a81be1ed519c154b93dc7,2493c9d6a6ae373a82b3d107138c6b6d79acd701,,28,1,217,68,False,True,True,28,False,False
44,refs/heads/master,92955b03c607614c9b68bf2a499d6a029aeab53e,3baf63e7222d7dc37a773115ff1f63f0909d2895,e3cf3450f2b32b00d2f6a0985935bdfb82185e2b,,28,1,334,104,False,True,True,28,False,False
45,refs/heads/master,3baf63e7222d7dc37a773115ff1f63f0909d2895,7e264272faf0c14466d9f4b171ec75843167f063,308424e2df20bc9c3faf60541cf74f2e3c1c6b56,,26,1,271,100,False,True,True,26,False,False
47,refs/heads/master,308424e2df20bc9c3faf60541cf74f2e3c1c6b56,063201651fd6d3bc1551e183571b34bab270ed0c,2430759dde8814422613571a34049ed6bb46c194,,25,2,195,100,False,True,True,25,False,False
48,refs/heads/master,2430759dde8814422613571a34049ed6bb46c194,d77ce4f9a73147ca91ea418b15935e5291925a06,c41a7816ad78c3b00b9175354203004cf2c505bd,,57,1,1840,157,False,True,True,57,False,False
49,refs/heads/master,22dd57b5fbcd746ba650a420cc30009c582a0c9b,a47bdd0ef3b8b8b33c6f1e098e572f567530860d,ad95c322970f5028c1d767b330a5ee7c4bbb9184,,5,1,13,5,False,False,True,5,False,False
50,refs/heads/master,a47bdd0ef3b8b8b33c6f1e098e572f567530860d,47843fbc26457b12c8f7c889666fb5a5f81567fe,32d7e8ab457f63c8437a4dd89f9a6826d15bb8a7,,4,1,7,2,False,False,True,4,False,False
52,refs/heads/master,2665e5d389a4244ad92e3496573389287147b03e,30e105bb037616d3c551dc74bc48ad773ddb9479,c8e13d8a9cbc2203f9782789adc9417de2e0930c,,6,1,39,11,False,True,True,6,False,False
53,refs/heads/master,30e105bb037616d3c551dc74bc48ad773ddb9479,0bff7a6ac93b6bd1f2312b474dc45d0ae91cb7ec,aee346a6d91945d30b9c4f44ecf233f274f15973,,8,1,375,9,False,True,True,8,False,False
54,refs/heads/master,0bff7a6ac93b6bd1f2312b474dc45d0ae91cb7ec,768c561f773e1fc63c968e9d64502db0550f2214,9a88445fe3788322a591aba7f4b814a0d667c60f,,6,1,358,5,False,False,True,6,False,False
55,refs/heads/master,c8e13d8a9cbc2203f9782789adc9417de2e0930c,d34291137aeb7c2bfabf880348c1e49c894e17bb,768c561f773e1fc63c968e9d64502db0550f2214,,6,2,372,10,False,False,True,6,False,False
59,refs/heads/master,a57f7e56e99ebcf802b1c6308887c8aec1a3223a,bbb0dd228c3c52fa94e818333a63677902b4a480,618b8d1b32de60ef7c0b659dbf8a539a80cd107b,,7,1,216,13,False,True,True,7,False,False
64,refs/heads/master,9b19c6eab4e0c7a0d8655796633450f8c0d1ca68,2181e531bf1121b441001033be1e594dd8b65470,8b581f6d160fb7daac5b0bfc7461934ac1056aba,,16,1,490,70,False,True,True,16,False,False
67,refs/heads/master,5299d49d5436c688ce8b6607abb88d8518fa96b5,d8892c175a82300b349be4e2f0b4485f33ecd0ed,b403d8e8d6fa511a00ed849d88bd59532e034377,,10,1,58,13,False,False,True,10,False,False
72,refs/heads/master,82c246c2cf0b9cc71dd8db32e62dc3751618b9ef,982d23bc8199d82e2f167c8304e84c205b858fd0,0cef7add02d59ea2af1db679754c9c5abf575a2b,,12,2,341,56,False,True,True,12,False,False
73,refs/heads/master,f733398baa2735cd9f89dfb717bfc940c9af4cef,30891486a77440eeb9603f46ce15734a98b4aa3e,a26def5cbfddf859e8e8a2fcefe2f7565443a6ff,,4,0,152,27,False,False,True,4,False,False
75,refs/heads/master,74bda09ad99db777a50e99bf44a50452a911dcb8,7e802bd134a2795b51d933fd6b0785e9454b59ba,064090c985600324d9a08be8c1b451df79a78d6d,,11,1,196,29,False,True,True,11,False,False
77,refs/heads/master,384506b1c4de019e517de609ba374bed4a714153,aed110307b8459a26f2678a57eed2877ef78b456,3e4fea53c266399483752d000908becffed9940c,,6,5,18,5,False,False,True,3,False,False
80,refs/heads/master,2cfad1bc719522eed0dbea918ddecfdf4d7b415e,c2f271097743bb5ccc6e366fc6553ce133a9444d,3d84fa39933a8297b4f10e93e47621a8078befd3,,3,1,26,2,False,False,True,3,False,False
86,refs/heads/master,23456bdd5159f92906130483d1f53d1610a46e6d,3069ceb4f0250fc5f580327e54966c57cf956313,0d9910945c148e33c7fde9ce5667f7f0ae3bd0c3,,7,2,135,26,False,True,True,7,False,False
87,refs/remotes/origin/pull/35,ae9b17ede805eb3e6858ddcd0e301727804c5d22,24579eb4b225831b70c448e4c0c0f56705e74f95,2665e5d389a4244ad92e3496573389287147b03e,,9,2,424,24,False,True,True,9,False,False
