idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
4,refs/heads/master,93d241f1a66a5ed3662713ed6b9e1e8b7b6bfb73,0f0a136a947dbed63a0d305c928633c3e497b742,0e376a4227d1fe123622e5e2080f060b99f159cf,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/0f0a136a947dbed63a0d305c928633c3e497b742_0e376a4227d1fe123622e5e2080f060b99f159cf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/0f0a136a947dbed63a0d305c928633c3e497b742_0e376a4227d1fe123622e5e2080f060b99f159cf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/0f0a136a947dbed63a0d305c928633c3e497b742_0e376a4227d1fe123622e5e2080f060b99f159cf_left_right.log'}",False,,,True,2,8.0,,,,False,False
5,refs/heads/master,0f0a136a947dbed63a0d305c928633c3e497b742,b215fe0a9b89dff61680f0f60e9b1edb52edcf25,da52abedb952d72dfa2a314249b6c780577e02f3,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/b215fe0a9b89dff61680f0f60e9b1edb52edcf25_da52abedb952d72dfa2a314249b6c780577e02f3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/b215fe0a9b89dff61680f0f60e9b1edb52edcf25_da52abedb952d72dfa2a314249b6c780577e02f3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/b215fe0a9b89dff61680f0f60e9b1edb52edcf25_da52abedb952d72dfa2a314249b6c780577e02f3_left_right.log'}",False,,,True,2,6.0,,,,False,False
6,refs/heads/master,b215fe0a9b89dff61680f0f60e9b1edb52edcf25,3baceb9bc44360373971feaf70d6761c3351feb5,79d8650ce1beb35bfaed1df5d5515b20dc414ca9,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/3baceb9bc44360373971feaf70d6761c3351feb5_79d8650ce1beb35bfaed1df5d5515b20dc414ca9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/3baceb9bc44360373971feaf70d6761c3351feb5_79d8650ce1beb35bfaed1df5d5515b20dc414ca9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/3baceb9bc44360373971feaf70d6761c3351feb5_79d8650ce1beb35bfaed1df5d5515b20dc414ca9_left_right.log'}",False,,,True,2,4.0,,,,False,False
8,refs/heads/master,3340d33e2a8e89b20c202b0e17b5439487ec5f3c,945c4a26be8da51706c9a71057aecbcaa6c44ac7,9591b6c0b0ea87368b8270f45d8fe225baa5daca,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/945c4a26be8da51706c9a71057aecbcaa6c44ac7_9591b6c0b0ea87368b8270f45d8fe225baa5daca_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/945c4a26be8da51706c9a71057aecbcaa6c44ac7_9591b6c0b0ea87368b8270f45d8fe225baa5daca_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/945c4a26be8da51706c9a71057aecbcaa6c44ac7_9591b6c0b0ea87368b8270f45d8fe225baa5daca_left_right.log'}",False,,,True,3,20.0,,,,False,False
10,refs/heads/master,4691dfda34165dc39ad3966e9714f85dabbf8905,80d8581c8d6bcba2d72f742791cfa001f2cc2dde,d0441989d84804d8d91e2818b4cdef842931e350,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/80d8581c8d6bcba2d72f742791cfa001f2cc2dde_d0441989d84804d8d91e2818b4cdef842931e350_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/80d8581c8d6bcba2d72f742791cfa001f2cc2dde_d0441989d84804d8d91e2818b4cdef842931e350_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/80d8581c8d6bcba2d72f742791cfa001f2cc2dde_d0441989d84804d8d91e2818b4cdef842931e350_left_right.log'}",False,,,True,3,16.0,,,,False,False
11,refs/heads/master,80d8581c8d6bcba2d72f742791cfa001f2cc2dde,fdc4770e7d3b5ba7574abc870bbb8f5faff70e71,8b30a3d35dd2828c88a8643fcd4518cdfd86ad64,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/fdc4770e7d3b5ba7574abc870bbb8f5faff70e71_8b30a3d35dd2828c88a8643fcd4518cdfd86ad64_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/fdc4770e7d3b5ba7574abc870bbb8f5faff70e71_8b30a3d35dd2828c88a8643fcd4518cdfd86ad64_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/fdc4770e7d3b5ba7574abc870bbb8f5faff70e71_8b30a3d35dd2828c88a8643fcd4518cdfd86ad64_left_right.log'}",False,,,True,3,14.0,,,,False,False
12,refs/heads/master,fdc4770e7d3b5ba7574abc870bbb8f5faff70e71,9fe8912d12d2989efa97ae43267e1eab6eba1d81,8b464f81e0e1488bd02976d483cf38782022f8e0,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/9fe8912d12d2989efa97ae43267e1eab6eba1d81_8b464f81e0e1488bd02976d483cf38782022f8e0_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/9fe8912d12d2989efa97ae43267e1eab6eba1d81_8b464f81e0e1488bd02976d483cf38782022f8e0_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/9fe8912d12d2989efa97ae43267e1eab6eba1d81_8b464f81e0e1488bd02976d483cf38782022f8e0_left_right.log'}",False,,,True,3,12.0,,,,False,False
13,refs/heads/master,837e463dc636ea05c41727a1465ce1df76513dea,f4ac599d86fe2386202a52e77dca47b4b7289131,d74910debb386676155b8e91569ca91b38ca02ff,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/f4ac599d86fe2386202a52e77dca47b4b7289131_d74910debb386676155b8e91569ca91b38ca02ff_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/f4ac599d86fe2386202a52e77dca47b4b7289131_d74910debb386676155b8e91569ca91b38ca02ff_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/f4ac599d86fe2386202a52e77dca47b4b7289131_d74910debb386676155b8e91569ca91b38ca02ff_left_right.log'}",False,,,True,3,14.0,,,,False,False
14,refs/heads/master,f4ac599d86fe2386202a52e77dca47b4b7289131,8c38e1a3fff99f1670e6e760997c5fd7353f328f,07c43106bcffef7deec0539c841f4e762cc72b2c,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/8c38e1a3fff99f1670e6e760997c5fd7353f328f_07c43106bcffef7deec0539c841f4e762cc72b2c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/8c38e1a3fff99f1670e6e760997c5fd7353f328f_07c43106bcffef7deec0539c841f4e762cc72b2c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/8c38e1a3fff99f1670e6e760997c5fd7353f328f_07c43106bcffef7deec0539c841f4e762cc72b2c_left_right.log'}",False,,,True,3,10.0,,,,False,False
16,refs/heads/master,be744db86fdc28d63316ed06898325d42fe9641e,5b6889c795048d9d5ed10cfb977544149b6431e8,d64ff9185bbf954d0db674d5c3a6c2a476975670,,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/5b6889c795048d9d5ed10cfb977544149b6431e8_d64ff9185bbf954d0db674d5c3a6c2a476975670_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/5b6889c795048d9d5ed10cfb977544149b6431e8_d64ff9185bbf954d0db674d5c3a6c2a476975670_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/jacoco-plugin/5b6889c795048d9d5ed10cfb977544149b6431e8_d64ff9185bbf954d0db674d5c3a6c2a476975670_left_right.log'}",False,,,True,6,79.0,,,,False,False
