idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,sampled for testing
12,refs/heads/master,e91fe0aba9fe17f5f2cbf4631c72712a92880552,5500c77dce31425d6ef052692a129d78faa1fec9,a587cca64d262b73a4ff51837f3ab7c56ca79df1,,False,False,True,5,7,36,1,False,5,False
14,refs/heads/master,397788142cefe62176593a6372cfcfa075e6e5d1,e2f5acbe1e913ff7ab562bafd9c8b77b6a726db4,3fe0ebdd3110c6a0bdc33a9c8606114ca32a54dc,,False,False,True,4,6,24,2,False,4,False
16,refs/heads/master,3d6a7712a0222eeea36e61f32aec17f60747d827,3fecfb520bcffe6dc54ab98a074570d6b024c285,cd9e14da99f0be443418971834e6bf5a9903e517,,False,False,True,4,4,247,2,False,4,False
21,refs/heads/master,1e49846cb5ad0c82b4bef77ea025d0c2e49eacd3,f2197615e99560079533b84b991c2817a3330104,1271fca713ac15efb9e4599703e2c5575bea171f,,False,False,True,6,8,38,1,False,6,False
23,refs/heads/master,a31559f0a53607aa6945e6965df56f0f386ca3c1,f129b54b70aac2baa4a5c57445d9620f97fe813f,521de460aedf74e79423c78d80da92d2788410d8,,False,False,True,3,2,2,1,False,3,False
28,refs/heads/master,139edf3ef2fef8278007034156519b44bf792bdb,28786a88f68039e7239af28dd01708fc0916a30b,5ff3b2048965dedf9ddc4eb0dfd026fd1ce2ea4f,,False,False,True,3,2,12,1,False,3,False
31,refs/remotes/origin/pull/11,266b4aa33c4eb05caa8044f95a0577c00c3ad48d,70a93d62dfea7b3610b2dcc4e228cb3821919a3f,3be31fd4cafd8c474deb357c9a581aa3b580021e,,False,False,True,7,9,64,1,False,7,False
32,refs/remotes/origin/pull/11,70a93d62dfea7b3610b2dcc4e228cb3821919a3f,c38006fe971a6b1b093dc54c997400ed472b661e,5d4f1b676a603a77de1d4261bd7d762134adbdcb,,False,False,True,4,4,37,1,False,4,False
33,refs/remotes/origin/pull/11,c38006fe971a6b1b093dc54c997400ed472b661e,70e39093f72f128d625dcd964d9d6eae9af80fb9,cc21fdbc12e82605e03af015620be4bcc1e25dd3,,False,False,True,11,19,320,1,False,11,False
34,refs/remotes/origin/pull/11,70e39093f72f128d625dcd964d9d6eae9af80fb9,8eed4b2af43fa8bddb8a5d8fdd62288732cc7b60,8edc31802652692180483770477255e9316843dc,,False,False,True,8,26,137,2,False,8,False
35,refs/remotes/origin/pull/12,29b1e53c0e8eabc0282fcae9acca252f22c3d559,1df31b1a5312c03925ffd4d5d8cc038ed3acb031,8edc31802652692180483770477255e9316843dc,,False,False,True,8,25,103,1,False,8,False
36,refs/remotes/origin/pull/13,5db258cd85676e647fd8eddf3fdfa9e862407b49,ab0e67a5603a07416f9d31e7b240cd8e7fd98d24,5d4f1b676a603a77de1d4261bd7d762134adbdcb,,False,True,True,5,6,196,2,False,5,False
37,refs/remotes/origin/pull/13,ab0e67a5603a07416f9d31e7b240cd8e7fd98d24,8d4dbb417161efc880359734e0fc9f5947fda2ef,cc21fdbc12e82605e03af015620be4bcc1e25dd3,,False,True,True,6,10,210,2,False,6,False
38,refs/remotes/origin/pull/13,aa2c090c84383f8a3094dad2341e6c49411662c3,0a13d455a2c4aa85749f24db68c957e0ed6073b2,09b1e01e1504f9f980a2516ae217ca275257681f,,False,True,True,12,20,467,2,False,12,False
39,refs/remotes/origin/pull/13,0a13d455a2c4aa85749f24db68c957e0ed6073b2,f810a1811f4270d92c965227561fe91c50bf4bcf,8edc31802652692180483770477255e9316843dc,,False,True,True,7,8,208,1,False,7,False
40,refs/remotes/origin/pull/13,f810a1811f4270d92c965227561fe91c50bf4bcf,d4f705a50f4578234c233da1666641da483bde5b,7aa2bc71bc14415a0986dfd914f135a22978c145,,False,True,True,11,28,296,2,False,11,False
41,refs/remotes/origin/pull/40,14fa8185ff943ad75bab566856ad3f3539e1c875,1a3408b0a8cbc12e5bb815504841a6e7cd873ec5,64719facf5da862d1266f1ebe99b9b50de221a8c,,False,False,True,2,2,4,2,False,2,False
42,refs/remotes/origin/pull/40,1a3408b0a8cbc12e5bb815504841a6e7cd873ec5,888898c0ba4cd6a70fc748b92acc21f57da77d35,73bf14f83fa822f28242edf4eb76acc355c0ec72,,False,False,True,3,2,4,1,False,3,False
43,refs/remotes/origin/pull/41,913f8367dabf5ea205c7ef48c704720b08481811,7fb6c7e1b4fd42800d6f870abb899982bb60e4ff,73bf14f83fa822f28242edf4eb76acc355c0ec72,,False,False,True,3,2,4,1,False,3,False
44,refs/remotes/origin/pull/49,05983b0d6a9dbe6cb9dd06ee908a7c7d4869fff5,a0548c1039dc9244315e04e642b593b14d0f37a1,effe03848a4cf7aaee4ec258991bbb6de7207235,,False,False,True,2,2,4,2,False,2,False
