idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,test merge,sampled for testing
4,refs/heads/main,b4c40a0f26df58cbb33c4fc40040b4ea7101bf5f,808b7217077dd630ce92f5da313723b7662d86f6,858af2b13dc8c26af2c33e8edfd822520f16b52e,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/808b7217077dd630ce92f5da313723b7662d86f6_858af2b13dc8c26af2c33e8edfd822520f16b52e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/808b7217077dd630ce92f5da313723b7662d86f6_858af2b13dc8c26af2c33e8edfd822520f16b52e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/808b7217077dd630ce92f5da313723b7662d86f6_858af2b13dc8c26af2c33e8edfd822520f16b52e_left_right.log'}",False,False
6,refs/heads/main,35630ed551cb875087103053fbdc9c8dac4e4527,339af727c714093835fa7572d5e67ec5bcad370f,fc2ee2b82a4462a46d770a91d5576db731fe0462,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/339af727c714093835fa7572d5e67ec5bcad370f_fc2ee2b82a4462a46d770a91d5576db731fe0462_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/339af727c714093835fa7572d5e67ec5bcad370f_fc2ee2b82a4462a46d770a91d5576db731fe0462_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/339af727c714093835fa7572d5e67ec5bcad370f_fc2ee2b82a4462a46d770a91d5576db731fe0462_left_right.log'}",False,False
21,refs/heads/main,1239ab691e49970aec60fc97ff930bf5d8644c15,9f3a3483c9084e40dd0ab3d2239a3a4a0208b45f,4295c1c9cde893207f7386cdbd9711a4df6049fc,,3,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/9f3a3483c9084e40dd0ab3d2239a3a4a0208b45f_4295c1c9cde893207f7386cdbd9711a4df6049fc_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/9f3a3483c9084e40dd0ab3d2239a3a4a0208b45f_4295c1c9cde893207f7386cdbd9711a4df6049fc_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/9f3a3483c9084e40dd0ab3d2239a3a4a0208b45f_4295c1c9cde893207f7386cdbd9711a4df6049fc_left_right.log'}",False,False
29,refs/heads/main,b27d027026c22e2fe3a454cd19bc8ec99d919b31,0f9aa621c2d7adbc5e49d6fd9b77d9ccc0c07e8f,4cde1466c5b4ceee5829f3001e5bbf431682e401,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/0f9aa621c2d7adbc5e49d6fd9b77d9ccc0c07e8f_4cde1466c5b4ceee5829f3001e5bbf431682e401_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/0f9aa621c2d7adbc5e49d6fd9b77d9ccc0c07e8f_4cde1466c5b4ceee5829f3001e5bbf431682e401_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/0f9aa621c2d7adbc5e49d6fd9b77d9ccc0c07e8f_4cde1466c5b4ceee5829f3001e5bbf431682e401_left_right.log'}",False,False
36,refs/heads/main,2c8149c04bbbbd3ba692c9d14b033a64e6786796,1ccb09b6aa203e78713ea10f641fc6ce71e21c3a,61c23676595a9365176cbeab58a357b9196f9a5b,,3,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/1ccb09b6aa203e78713ea10f641fc6ce71e21c3a_61c23676595a9365176cbeab58a357b9196f9a5b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/1ccb09b6aa203e78713ea10f641fc6ce71e21c3a_61c23676595a9365176cbeab58a357b9196f9a5b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/1ccb09b6aa203e78713ea10f641fc6ce71e21c3a_61c23676595a9365176cbeab58a357b9196f9a5b_left_right.log'}",False,False
41,refs/heads/main,f8be16b7837957164196fbbea59a2ce88a506f57,b5fa7bce1c4bcb114bf3bb24e2eb1ddc1b5aa5f0,45b305a0c2405e19c21554e78c6930a0453cc86d,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/b5fa7bce1c4bcb114bf3bb24e2eb1ddc1b5aa5f0_45b305a0c2405e19c21554e78c6930a0453cc86d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/b5fa7bce1c4bcb114bf3bb24e2eb1ddc1b5aa5f0_45b305a0c2405e19c21554e78c6930a0453cc86d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/b5fa7bce1c4bcb114bf3bb24e2eb1ddc1b5aa5f0_45b305a0c2405e19c21554e78c6930a0453cc86d_left_right.log'}",False,False
49,refs/heads/main,b9f925ed600cb3c5122d694b92c1a4cb81a97cdf,8e3d9fcaab247907563b97a2fd32e4cf65755b42,21ef55de7cc268a18b0ca5b6b86cda024ddccefb,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/8e3d9fcaab247907563b97a2fd32e4cf65755b42_21ef55de7cc268a18b0ca5b6b86cda024ddccefb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/8e3d9fcaab247907563b97a2fd32e4cf65755b42_21ef55de7cc268a18b0ca5b6b86cda024ddccefb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/8e3d9fcaab247907563b97a2fd32e4cf65755b42_21ef55de7cc268a18b0ca5b6b86cda024ddccefb_left_right.log'}",False,False
62,refs/heads/main,925fbf8e1507c544714f459db080f9ecb5285384,a1d592dfeebdc39cf260fe3f1d56fe9db6038aaf,db6a42f4649132657fcc2f876c4a31a65e9cae57,,3,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/a1d592dfeebdc39cf260fe3f1d56fe9db6038aaf_db6a42f4649132657fcc2f876c4a31a65e9cae57_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/a1d592dfeebdc39cf260fe3f1d56fe9db6038aaf_db6a42f4649132657fcc2f876c4a31a65e9cae57_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/a1d592dfeebdc39cf260fe3f1d56fe9db6038aaf_db6a42f4649132657fcc2f876c4a31a65e9cae57_left_right.log'}",False,False
65,refs/heads/main,94c468023b8220375bf44002dcb8f6d6bd64713c,40b6ba01e4a39520db41d1eec9bcd78c6403017f,05397bba2c48c7141cd7c7ac59049ead6ada6786,,2,6,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/40b6ba01e4a39520db41d1eec9bcd78c6403017f_05397bba2c48c7141cd7c7ac59049ead6ada6786_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/40b6ba01e4a39520db41d1eec9bcd78c6403017f_05397bba2c48c7141cd7c7ac59049ead6ada6786_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/40b6ba01e4a39520db41d1eec9bcd78c6403017f_05397bba2c48c7141cd7c7ac59049ead6ada6786_left_right.log'}",False,False
66,refs/heads/main,40b6ba01e4a39520db41d1eec9bcd78c6403017f,6aef0c138bca286d0daf1c168cbabf8c1d24c69b,63b4d134b4325417964b3733fe1dc6974239a442,,2,4,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/6aef0c138bca286d0daf1c168cbabf8c1d24c69b_63b4d134b4325417964b3733fe1dc6974239a442_base_left.log', 'base_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/6aef0c138bca286d0daf1c168cbabf8c1d24c69b_63b4d134b4325417964b3733fe1dc6974239a442_base_right.log', 'left_right': 'cache/diff_analyzer/logs/jenkinsci/postbuildscript-plugin/6aef0c138bca286d0daf1c168cbabf8c1d24c69b_63b4d134b4325417964b3733fe1dc6974239a442_left_right.log'}",False,False
