idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
3,refs/heads/master,e7425338f59a86c396726f5c1a10db8213d5c96a,2b80acda15af7bcabb9fb98264343cf8fa1bc19e,c6a3007912132b74e85003e0cf6057080155542a,,False,False,,,True,3,21,,,,False,False
5,refs/heads/master,95b22e527a8588ec3766cc1dfcc0feeda782aa7d,9e8d10b68f1c01cf6fdd1f8400bb690f38ec7b33,79b2cc9bfd00fada5dfcb53aed2b4f8e621bb4a9,,False,False,,,True,2,4,,,,False,False
6,refs/heads/master,9e8d10b68f1c01cf6fdd1f8400bb690f38ec7b33,7164d60ce8e7bb02706b48e62a24ffed2d413912,4920a71766f98077faa227e5136059468f0961e5,,False,False,,,True,2,2,,,,False,False
10,refs/heads/master,a49b5a8f78408d5ec3147f2ad0c9a469a170d50c,2a7af9d36f6799fffd14ac2d80189836a0bc9125,05837bef6cd97b9db72d432e52a266b3376b836a,,False,False,,,True,3,18,,,,False,False
11,refs/heads/master,2a7af9d36f6799fffd14ac2d80189836a0bc9125,1d4e5572056925d6c447c79faf2e1d03bb0b39a5,f06da7f59030e51479c8012eb794c66f53c07e62,,False,False,,,True,3,16,,,,False,False
12,refs/heads/master,1d4e5572056925d6c447c79faf2e1d03bb0b39a5,19dc36105c35816c93b4b9b6002d30844467e1f6,cbc8c1a5f93400fe1b0a879461325a4ba5587e3a,,False,False,,,True,3,14,,,,False,False
13,refs/heads/master,4dd323782a8f60c566bc50aa917a0608b90fb6ae,a950fb83e870d96fd86f21079e82f521d22a14cc,6f94d2b5e5960429ad7237c39987833ee1b70890,,False,False,,,True,2,8,,,,False,False
16,refs/heads/master,4a246e1ccaeff43aada48c0afe3695a79ffa5fc1,e28eefff406c1b6d13f7bf511464d54fe6eba4aa,d015e4313a63f9f2a3b5df6d2cc1682d319fbac3,,False,True,,,True,64,5392,,,,False,False
20,refs/heads/master,700cb9fbeee721ef1d750d302f6fbc27ef028a03,40919cb086cc0e945a539261652f431c74d83a87,209e84a97be9b1f0b1371808531cdf667a378ac4,,True,True,Tests_failed,29117495554d6593e524a036ecef0f29551ad40f4b0fad5d8c2972b9d1f1a49d,True,60,5060,False,Tests_failed,e05b0ebb29beeafcd995dfe03be45c22ff13da32c574fd49707bb9c6b05dd4e7,False,False
21,refs/heads/master,40919cb086cc0e945a539261652f431c74d83a87,33181982ddd456bbf58def29d63ca1266e2fde8c,f2dd70c9b56918626564657e8e653de75a62435f,,True,True,Tests_failed,186a382911eade5dee250128960fe5971c00b0860069c109dbd26daa0177da84,True,23,237,False,Tests_failed,79c63d153808f733de857d6b3026a3c30c40846fe61eff5ae89a3381b29a7cb7,False,False
23,refs/heads/master,779118b40a4753e6d1963c47b1a3d6349e4932e0,2c5a6464c746482f95c5154ca37c14c18e5d46e5,8224c8a6d8cc35062c3b9889c5c3262c8995fdfa,,True,True,Tests_failed,a8db2723910a489d3c9c8580fd810be0d1b31a2491a3e88eea59aebc6c953655,True,49,4826,False,Tests_failed,968e30cbbdd172324db9e891c3dc38884ef7a510c1e4f77f42c6cf9e8cdc94e3,False,False
24,refs/heads/master,2c5a6464c746482f95c5154ca37c14c18e5d46e5,4720448bd196c15f75f357b1a4719a714306b186,ecf28a1991a2c1b762a913990dfb36e7aeae0e8d,,False,True,,,True,44,4803,,,,False,False
26,refs/heads/master,98d2a53130cb7165b80e08b2496822ec20bbda68,a0589ce1455646a0f73f59ac360a215bb722ed29,28f76bb7acfd96a16a1eb5626b2527ad9b96856f,,False,True,,,True,11,136,,,,False,False
27,refs/heads/master,53fbfdf677e41dad1246a892f18a715e1abca9dd,9bfa98a0b1fb90ee811f9f029c041112f520ec14,efcafe36a3b057e7b8069ad8e8db16dec98303e7,,True,True,Tests_failed,0ed3e24b2dee02084b254a3d41e215dcbae87c50928d7ab6d38a34aed4285756,True,8,123,False,Tests_failed,8fc533f5a9cb65b0ab11d9528a07e8f605870445f6679c95a876db1222acd7ff,False,False
30,refs/heads/master,331c2a462fd2228d0a04226ecc2e7aee979014ed,15852d280084d052f93a1f973618f6e4ddb3211f,587c1c6625b9f73e230a7811364a336389da8a5d,,False,False,,,True,3,6,,,,False,False
31,refs/heads/master,334869bf5cca370ed5820a2aa7ad81535133c03d,b414ba54032f5be7b869af4b495c702b6a402a00,9b91a1bb1c99be0b5371f0ada2992bd6ed51d503,,False,False,,,True,3,7,,,,False,False
33,refs/heads/master,872df6f6d07be0dde92bda4a0027cfb50c2909db,6b5e4ba418475c415d09b90cf22cdb665f883cd3,6ddf76c9c9ca0ca1656aa3062343a9a8df5e07f0,,False,True,,,True,6,86,,,,False,False
34,refs/heads/master,bcb34128acd6ceeb0d62c5a0422aef21e12e1847,0bee4d3602a7d46a898f8c30cfb4b6572e814c30,c96a6d0d7c7744bc7836f25047d0fb23a3ed827a,,False,True,,,True,11,110,,,,False,False
39,refs/heads/master,acae1f59bd739151383b21ad1cf867507c206cef,770bf157ef44b38b426781e568296a172b790341,430606da6fef941288b5f427a696a5b8dcdb7c13,,True,True,Tests_failed,dd1ca740b07b8abf6eb63c16433fcdfcbf87364883639e758a04569c34674413,True,14,195,False,Tests_failed,c2ad7f2e6227c80b22a680135a539d682a34f666430b10605357150ce77ab537,False,False
42,refs/heads/master,e5e8ec922942093e27d7c1e23c50eaefa11eef95,a564c7e5d917a62fa2391cad59a59a4a5bab60ad,05ca6d05439a157a89d892e0e00226291e2c3cb5,,True,True,Tests_failed,386f416df37becec270c329aea30e975e8a885fb3ca8879c8d1239a6c0a30e06,True,22,919,False,Tests_failed,9fa7dceae0f951981a0c0dbad26bf3bb608641b37c4e770b5923a43df3cc411b,False,False
44,refs/heads/master,0116442d7cdeb6037d12a1e124f8e1202b422d1c,14ce0475c99b7382663708fc85ce19c7ee023789,488813aa3c067297a2f2caf3f57c72d81e5e307f,,True,True,Tests_failed,b17a794b5fdbdf30d820bf269205712bf11e779db83f6618fefa96fa460c1388,True,33,1339,False,Tests_failed,b6c55f78b85c4ee1ff5a6b3336d9d7db8131f7a39791ed2b22f8625d43d04559,False,False
47,refs/heads/master,6fbee9fe6b643759ba47811465761984178723d5,05c05cd3a09d582a79a48f2b00f99d9fc66e3688,6ebe8ad73785d76d45bf6477ced420f55883faf0,,True,True,Tests_failed,0a13070869af6d4baa4f2c4eb464fb017e884748d444c65c4c8cca4a51a1a877,True,27,538,False,Tests_failed,af260eaab6f5b12619b65a1fbf74ae7b115cfb6cdb39da722e26e3eefce6fdb4,False,False
48,refs/heads/master,c570e0e0e5c8780bd4067c8140bbd7f499c451ed,76bcde01e02702441e5192820e34c69fb10a6c4e,b3d6525b8c97975bd3fe8057f541a2f09c80c75e,,True,True,Tests_failed,9d01f2c96baeb1bebb22ede0956bc7b3828a737ccb1e55d2601f490f8673ad90,True,10,252,False,Tests_failed,48ae943593a251cc93d301c40f47ac0a651dd0e4e8245c4a76c9323b03444e9a,False,False
50,refs/remotes/origin/pull/180,430454c3be3663b81fed431371ae6fb2906e81a6,04d26ea031fc875ad7de284680c02ff7a07ca676,dbc2c8da8150829282af157f2ddd0cfbe9202fb5,,False,False,,,True,2,11,,,,False,False
53,refs/remotes/origin/pull/9,c3c876540c636c05ee37a59377e8ce58b1c4ea17,d497ce352cb57d40c544a02e7a2ed70733003c89,bcb357881bcf2d249ebeffc74b23d976da2cd5a7,,True,True,Tests_failed,5c6eca54698e562f9cf577d01e435a6b9124e1e7dd9e9faa082066a16633caf9,True,28,732,False,Tests_failed,aaa68710b6c79f6a7bcdfa2cc769e69e17e004417e23c05b3769bba2b2390278,False,False
