idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,plumelib_git_hires_merge,plumelib_git_hires_merge_merge_fingerprint,plumelib_intellimerge,plumelib_intellimerge_merge_fingerprint,plumelib_recursive_histogram,plumelib_recursive_histogram_merge_fingerprint,plumelib_recursive_ignorespace,plumelib_recursive_ignorespace_merge_fingerprint,plumelib_recursive_minimal,plumelib_recursive_minimal_merge_fingerprint,plumelib_recursive_myers,plumelib_recursive_myers_merge_fingerprint,plumelib_recursive_patience,plumelib_recursive_patience_merge_fingerprint,plumelib_resolve,plumelib_resolve_merge_fingerprint,plumelib_spork,plumelib_spork_merge_fingerprint,plumelib_ort,plumelib_ort_merge_fingerprint,plumelib_ort_ignorespace,plumelib_ort_ignorespace_merge_fingerprint,plumelib_ort_adjacent,plumelib_ort_adjacent_merge_fingerprint,plumelib_ort_imports,plumelib_ort_imports_merge_fingerprint,plumelib_ort_version_number,plumelib_ort_version_number_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,gitmerge_resolve_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time,plumelib_git_hires_merge_run_time,plumelib_intellimerge_run_time,plumelib_recursive_histogram_run_time,plumelib_recursive_ignorespace_run_time,plumelib_recursive_minimal_run_time,plumelib_recursive_myers_run_time,plumelib_recursive_patience_run_time,plumelib_resolve_run_time,plumelib_spork_run_time,plumelib_ort_run_time,plumelib_ort_ignorespace_run_time,plumelib_ort_adjacent_run_time,plumelib_ort_imports_run_time,plumelib_ort_version_number_run_time
41,refs/heads/master,4072a5bef34ba969de10ef3aac0401f487632ab0,3b94c80a8dcb04aaea5b51494afe4d495163c4d3,47dc44315b4dc9e09a3d37384e14a6b536fcca20,,True,False,True,4,14,54,2,True,4,Tests_passed,52d21b457040105f6ed59b54c43f4c86b377194348b308d23e73e9c2e3c11252,True,Tests_passed,dcfef962eecb9455166d77c9a86cadd2f7cfdf2c1f9d53c981e9b4d3adfb898e,True,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,65a1fadcc2d562f54f2ad4b3d9f51c52ed394b96e9393dda727ebbe2bfa36e39,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,65a1fadcc2d562f54f2ad4b3d9f51c52ed394b96e9393dda727ebbe2bfa36e39,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,f4a275297e471ebba832afa682766a1af48344ae96e6c938c49b895c32066a82,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,7276893e390dc94192afaa2497b1a63de064c35c88599e3d6da1d970c249e7a1,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,debf8ee8171f300a5c4f101c62f865d802db44a2f66a3d0e0e3827086e81c571,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,7276893e390dc94192afaa2497b1a63de064c35c88599e3d6da1d970c249e7a1,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,Tests_passed,252cda9f2ae436151ef7cc24ffe80dc20cddad10a2372ed67f4645e3c507f7e9,Tests_passed,ce580053dbd6fe941955b620336113d53deee4466e5c8aac39f5744eb2329d66,0.06017804145812988,0.058310508728027344,0.09206104278564453,0.08856725692749023,0.08423614501953125,0.09364104270935059,0.0847787857055664,0.15560078620910645,0.11568212509155273,0.8433101177215576,0.44896697998046875,0.22992825508117676,0.4548797607421875,0.34770870208740234,0.3052830696105957,0.32747864723205566,0.2946314811706543,0.33435487747192383,0.3805997371673584,1.0566225051879883,0.24317216873168945,0.3034639358520508,0.13922691345214844,0.2680778503417969,0.14130544662475586
