idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,left parent test coverage,right_tree_fingerprint,right parent test result,right parent test coverage,parents pass,diff contains java file,test merge,sampled for testing
2,refs/heads/dev,cf2fe74a35c0d7cc6cce24165bb9be47068b6bcb,8b7c836262fa65d55321d02d6ba6f3a3abd64013,26e4313365cdd8794de06e101871e8596f5a6078,,,,,,,,,False,False,False
4,refs/heads/dev,72dd774534adefa97c62289747b536ca12e6641c,12af7ed3fe53f2442f0f49b71c98a08ce125e846,75610d770616db8d16bf646e8a141700860e1097,,20158277e3e990e6d7d9f01d33e0bee8d41411a30d8abcbfec18bac61f860dcd,Tests_passed,0.0,d2657a6e828dada01178dfa404cae4f5a59d07763ebfc4952bcb138d74783c98,Tests_passed,0.0,True,True,True,True
9,refs/heads/dev,e19309341ba25c9adc251ac4d31bad12467bead0,c0a85723cb910c70c21008aab8ca45f6e70f8490,6993bd4a0c44e4e3b407f90aa7f650d4c7e7b9c0,,,,,,,,,False,False,False
18,refs/heads/dev,749690ccad414db77316c2287690e3c4782a36be,6330caa578da5f1b96a84205969988b5392a3b59,007e080a037eba8f500486129d5fe4a3ce75329d,,024a9475fc6ebf2c615060199824b1a562b1e1aff5e7387ae66b3216ab886282,Tests_passed,0.0,ac97909e0b01a1718d310355f2bc45f96cc91fb3c70991765e7dbe6fb43756bb,Tests_passed,0.0,True,True,True,True
22,refs/heads/dev,3a0298b3531ee3990c17dc6cb506463238bab54f,c6a93d119ea264e66fb88958e19006011c6a6b89,dc8b7312dd6f4a2c410476ad938a879d2d0722d4,,,,,,,,,False,False,False
23,refs/heads/dev,c6a93d119ea264e66fb88958e19006011c6a6b89,42075e372f4256222303017d41abef6829c18bfd,dcabc128f4a8f5c04cb0fe7c0ee252e885f8635c,,,,,,,,,False,False,False
24,refs/heads/dev,42075e372f4256222303017d41abef6829c18bfd,7eb3b0ed7fe6c07e7593e0b11bb0b2e4a6d9b2ad,b99afda832ab4cfa0660a0e9ce1ad79ef7df921d,,92e2fa66f2fc7471d73747ee63af906731b1d861f1b7864c6193765d7b3a3d6e,Tests_passed,0.0,19512ed32ce5d9967f0cfe13412266d6ce0e550ec8b313fb0655d6faecc67bb7,Tests_passed,0.0,True,True,True,True
27,refs/heads/dev,53c23385021a85d70a01bd4d40636e461df286bc,6bd171718cf75f2390762116b23a1d6f6a6f995f,28c39226a7eca10fcdc86f0bc64ec861a1f6b826,,,,,,,,,False,False,False
28,refs/heads/dev,48bdc8500618d5452013a4823bc8ba7a85515986,c8286c6389c70d2033e8ec7a35fa7ccf786cb1b7,663b8bd7b8b90d8af9e04b363d4f98d080f20f4f,,c96e970d3253b313b108b25d2e7ca3fda79bf6266f00605777b75ff0de8d54d5,Tests_passed,0.0,f5e9a243ca812af2f41770b5962f4b02ba899b5602a9d25f390b402a18cb3cb7,Tests_passed,0.0,True,True,True,True
29,refs/heads/dev,ee1814c0ac36dfd7d0ebce404b446f5e02b76a5d,14c567ed46797dce0f8b6ca902a48718df869951,f6d775d5f5f0214f92878f5fccce6a99706fe5cd,,cd13117767f6c627eb3b7559fdd1cbee26fbd22c1590445a110fd708e7c8c0c7,Tests_passed,0.0,2206f21f589e63424fe2dc371dcaff3e1ba36af280aef40c759a126dc2b3e453,Tests_passed,0.0,True,True,True,True
30,refs/heads/dev,20fe335737f82f07fc7b3d2fbfe61f6e3989308e,93a57881efb05df1ba2bca968b158a29c80fb350,a2ea3adca78bce39c0fc7dc29965452508ad21ff,,,,,,,,,False,False,False
32,refs/heads/dev,5daa6462bb1de9ca6c2228c4f6313c00e74ca7fe,88152d7a22dac0a12f982e277a8b9154d6bacaef,2fae7b98b213431d23c8e7dd9889303dad1af863,,2ea646cb2c67d4d3d58078d8165dbd17ff59aea1a15bb835dd937307249e81bd,Tests_passed,0.0,33a98353204b3d0f51eb25da221febf36b92c05f1b801fbd0603702424eeb1bf,Tests_passed,0.0,True,True,True,True
