idx,branch_name,merge,left,right,notes,num_diff_files,num_diff_lines,imports_involved,non_java_involved,diff contains java file,diff_logs,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,test merge,sampled for testing
4,refs/heads/master,a26df1d522de6e312683800aa41f2f83b43f6937,0d11c8d20748381e04a9dd36515709a2b39b93bb,89916963a30c56b9d48aa25c3886bf122f6e6a42,,269,6618,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/0d11c8d20748381e04a9dd36515709a2b39b93bb_89916963a30c56b9d48aa25c3886bf122f6e6a42_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/0d11c8d20748381e04a9dd36515709a2b39b93bb_89916963a30c56b9d48aa25c3886bf122f6e6a42_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/0d11c8d20748381e04a9dd36515709a2b39b93bb_89916963a30c56b9d48aa25c3886bf122f6e6a42_left_right.log'}",ea2b4e7e2dac30ee70090f038e013cbc66b01c13b89e0de54febe41e1baa3f45,Tests_failed,6f2dbe6ca2f774887d5be1246b275f6e2fb47c7ad5bbf8c20c30eb013c92ab3a,Tests_passed,False,False,False
6,refs/heads/master,2e3218103b7c4965f0cc768529e04c7ca10dd4c0,389dc21df0bd0a62fccb1e0b383a274eb3a94c07,57102f1f4dec8965076edbec8da07e4c284f55b7,,220,4369,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/389dc21df0bd0a62fccb1e0b383a274eb3a94c07_57102f1f4dec8965076edbec8da07e4c284f55b7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/389dc21df0bd0a62fccb1e0b383a274eb3a94c07_57102f1f4dec8965076edbec8da07e4c284f55b7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/389dc21df0bd0a62fccb1e0b383a274eb3a94c07_57102f1f4dec8965076edbec8da07e4c284f55b7_left_right.log'}",c6ae22b85e4ca1a37c4d5dc18dac089d636e8c19b87f1dd12bb7c2dfba9e8546,Tests_failed,922d6bdec47886a60d8581ab18bd27f4cd076ec448f7bafb2ca0b3711c7a267a,Tests_passed,False,False,False
7,refs/heads/master,df366c92a8e48558d35562cef36878c1f3548d6a,74bf7fe5378805d35c034d73c97e3e68c2399c71,1b43023fefa020f8b8bb92294b0078db5720f6e1,,205,2843,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/74bf7fe5378805d35c034d73c97e3e68c2399c71_1b43023fefa020f8b8bb92294b0078db5720f6e1_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/74bf7fe5378805d35c034d73c97e3e68c2399c71_1b43023fefa020f8b8bb92294b0078db5720f6e1_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/74bf7fe5378805d35c034d73c97e3e68c2399c71_1b43023fefa020f8b8bb92294b0078db5720f6e1_left_right.log'}",27baaad918258808fb6d09d6b8323dbb24cc75ba3583d5fff176b36be0b903ce,Tests_failed,fd7d93c6fc9e8a58033b03a9e4f87a2c21e34ed2649019bf487f5c7002313489,Tests_failed,False,False,False
8,refs/heads/master,74bf7fe5378805d35c034d73c97e3e68c2399c71,2b8ad3b5655575a07766c1a70730fa16e626f549,3736e530f24ded87666e34ec9f0289905bc6fd9e,,205,2826,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/2b8ad3b5655575a07766c1a70730fa16e626f549_3736e530f24ded87666e34ec9f0289905bc6fd9e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/2b8ad3b5655575a07766c1a70730fa16e626f549_3736e530f24ded87666e34ec9f0289905bc6fd9e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/2b8ad3b5655575a07766c1a70730fa16e626f549_3736e530f24ded87666e34ec9f0289905bc6fd9e_left_right.log'}",,,,,,False,False
9,refs/heads/master,544a3f0e52b22cb5208c6947e9be8e7b889d6304,c9b19a71de42c7502191a1ff20260c6ac6e6d78b,9a95641da5817c802a80eff9046b6ec86817c643,,23,155,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/c9b19a71de42c7502191a1ff20260c6ac6e6d78b_9a95641da5817c802a80eff9046b6ec86817c643_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/c9b19a71de42c7502191a1ff20260c6ac6e6d78b_9a95641da5817c802a80eff9046b6ec86817c643_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/c9b19a71de42c7502191a1ff20260c6ac6e6d78b_9a95641da5817c802a80eff9046b6ec86817c643_left_right.log'}",,,,,,False,False
12,refs/heads/master,8d7819e3df22811ab03ed68255713ebf8a18efed,dbe24fef75a34992c6ddbd25fdd5060618200f7c,6dc4963f7ffed9a5ec92f7850f2f9f57401069cf,,5,169,True,True,True,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/dbe24fef75a34992c6ddbd25fdd5060618200f7c_6dc4963f7ffed9a5ec92f7850f2f9f57401069cf_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/dbe24fef75a34992c6ddbd25fdd5060618200f7c_6dc4963f7ffed9a5ec92f7850f2f9f57401069cf_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/dbe24fef75a34992c6ddbd25fdd5060618200f7c_6dc4963f7ffed9a5ec92f7850f2f9f57401069cf_left_right.log'}",ca9affb65f3929eeec08d201320931a2bac3c049292634f1b97eab4d9e889169,Tests_failed,5974321e1b61eac21c5c639b6db34a069830bf1a69abd8c823b10a1a53f11254,Tests_failed,False,False,False
13,refs/heads/master,6dc4963f7ffed9a5ec92f7850f2f9f57401069cf,ed7a76ec9fc50220338e0b925883cebef4351f30,ca30f7b6c8beff78ee2cd216fda05cf1f3a0be98,,2,2,False,True,False,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/ed7a76ec9fc50220338e0b925883cebef4351f30_ca30f7b6c8beff78ee2cd216fda05cf1f3a0be98_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/ed7a76ec9fc50220338e0b925883cebef4351f30_ca30f7b6c8beff78ee2cd216fda05cf1f3a0be98_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/ed7a76ec9fc50220338e0b925883cebef4351f30_ca30f7b6c8beff78ee2cd216fda05cf1f3a0be98_left_right.log'}",,,,,,False,False
15,refs/heads/master,ca30f7b6c8beff78ee2cd216fda05cf1f3a0be98,ae901608a2532b5f0ff598c4b96f87d43b27afaa,574589a58e031f49cc602ae2860ae07f9f7594b5,,2,2,False,True,True,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/ae901608a2532b5f0ff598c4b96f87d43b27afaa_574589a58e031f49cc602ae2860ae07f9f7594b5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/ae901608a2532b5f0ff598c4b96f87d43b27afaa_574589a58e031f49cc602ae2860ae07f9f7594b5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/ae901608a2532b5f0ff598c4b96f87d43b27afaa_574589a58e031f49cc602ae2860ae07f9f7594b5_left_right.log'}",ab0b7ab7a0ed9d748e1cebc3e32fdfd9e61641c21c9a6aaffd78f95cad5fea43,Tests_failed,1e82f5884bf951177d662d3b7fd42527384efd81b7492f6e94219bf0fc2d0b54,Tests_failed,False,False,False
16,refs/heads/master,cb32432f2a39de4d09e222fcb5c27fc405498bc6,cfbe617a8e75541c85d6d3c6aa33e7c5ac2fe59b,06524bbd31512876457fabf067a9314904d02051,,7,112,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/cfbe617a8e75541c85d6d3c6aa33e7c5ac2fe59b_06524bbd31512876457fabf067a9314904d02051_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/cfbe617a8e75541c85d6d3c6aa33e7c5ac2fe59b_06524bbd31512876457fabf067a9314904d02051_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/cfbe617a8e75541c85d6d3c6aa33e7c5ac2fe59b_06524bbd31512876457fabf067a9314904d02051_left_right.log'}",,,,,,False,False
17,refs/heads/master,4dfa1fb5e6a8ab737419fbb1d76b707f2518a7e4,48baed5ff606e9358229779b354cb27a30806403,13a8593eb3b8a2a139db71b29b52ecb586ece4b2,,42,251,True,True,False,"{'base_left': 'cache/diff_analyzer/logs/abel533/mapper/48baed5ff606e9358229779b354cb27a30806403_13a8593eb3b8a2a139db71b29b52ecb586ece4b2_base_left.log', 'base_right': 'cache/diff_analyzer/logs/abel533/mapper/48baed5ff606e9358229779b354cb27a30806403_13a8593eb3b8a2a139db71b29b52ecb586ece4b2_base_right.log', 'left_right': 'cache/diff_analyzer/logs/abel533/mapper/48baed5ff606e9358229779b354cb27a30806403_13a8593eb3b8a2a139db71b29b52ecb586ece4b2_left_right.log'}",,,,,,False,False
