idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
1,refs/heads/4.0.x,ea0bafcf3f9a9df8c8f641d079b93833d2bbb3f8,80ea4006358aed6e00c98d984faf3a0efe270de2,f8f04f294bcab2bff8140a379dd36d5a7feb9e6e,,False,False,True,3,8,False,False
3,refs/heads/4.0.x,3b80470ca29a0e9f337de1b12682d2df96ac42ce,2aa71eaef3edd70a831648b2619208a6abce4bd1,a16415e42d7d2ad6cf938412b6c70bcdc70470f4,,False,True,True,6,6,False,False
12,refs/heads/4.0.x,a32f276649f359f84405957fb428dc8cb7311771,5592929ffc64084d5f761fa470b38bf6288668a1,efa0b06b918bc4515355d6648a3ca13e8598d86a,,False,False,True,3,6,False,False
13,refs/heads/4.0.x,5592929ffc64084d5f761fa470b38bf6288668a1,27d51576854a72eab8d15be85cb0db1b3fc48805,f7fdaf11ecbca03ca2dc9f158c3d1eaeb2d75909,,False,False,True,3,4,False,False
19,refs/heads/4.0.x,4f3ac50aaa59e83e245551a453a869033e0157ee,66a0108dad9277f3b0d30b624824c1d75e9394ff,77e588095820915c2d3c5d8d51467791845f6334,,False,False,True,4,6,False,False
25,refs/heads/4.0.x,318a4134aaf7a983ac76241fc5bcf1d9c9f1e03c,b257060ea9571834c443759c0da749c17737c154,a83142ffe480f12e2e733e439b85cc84fb9e32f7,,False,False,True,3,4,False,False
27,refs/heads/4.0.x,71951bb8e5927a044fe419eed4c421d5fd120c33,4b268eff9a999455a1ea3b4f9c867ed6c95d47cf,caaddedf45fd5fcd1c793ab55826cff96c11c04a,,False,False,True,3,4,False,False
31,refs/heads/4.0.x,79e3468603b583b74d00b5c2f786f9af087af8d3,5a0193ec0877e9507eb0173500d5506fe7edd820,d9d967509ee2e12800caf89cf83fc54563cecd5d,,False,False,True,3,4,False,False
37,refs/heads/4.0.x,81101927d64880200305ad1f8910272c92a44a5e,b0b0a199a1796535e95fc889010b99dd8844832f,8cce883a809221d62c052e0e237ebc3fa50fca02,,False,False,True,4,6,False,False
38,refs/heads/4.0.x,b0b0a199a1796535e95fc889010b99dd8844832f,7e6d3362e20387ea6f10e2dc4ea6be53dfc5a932,86d1696a82a3dd965892031c3e530dcf44b5eeed,,False,False,True,3,4,False,False
40,refs/heads/4.0.x,53cfa683aa5ec02843c30dde78a3c08a7faea4d5,fc1619604a038ac8476ba2eec8c3810b474cf774,610f398a91bbed87d101a72d3d0ac80091707c9b,,False,False,True,2,2,False,False
41,refs/heads/4.0.x,65893322c1de2d3852b6bab592aef94ba0a274f8,19e4763b613bb8b19dd59bbc4f3e1f4aa2a2f5c7,01e794c906436f6e97b91101e6e7b3c615c6c8ba,,False,True,True,6,50,False,False
42,refs/heads/4.0.x,19e4763b613bb8b19dd59bbc4f3e1f4aa2a2f5c7,ca98c9e13ec06d622cfd5928789462415834db25,41676b1628a0677c5c402dfa7c0b0f8a8f0bfb1b,,False,True,True,6,48,False,False
43,refs/heads/4.0.x,ca98c9e13ec06d622cfd5928789462415834db25,3af3f54c88ee377a87b135ca6d55fba0d47dfc59,7268213e6af358d702b34048b96cbfb55ecaec94,,False,True,True,5,46,False,False
50,refs/heads/4.0.x,f87c7bc4adba37ac8337a76feb2da9411751896f,a3395b2f7d8b3019d8a86c9a870bb6fb91978f55,e6af4bdc4e1433c91c39b30b204748f3da60a720,,False,False,True,2,4,False,False
53,refs/heads/4.0.x,66b2a0a7305cd2df4f6ca015aea7b740805c9c8e,fb2631a72d275718be361a0aef8d661925055c6e,92d6599324a453be8eccf9494475dc4926f588ad,,False,True,True,5,16,False,False
58,refs/heads/4.0.x,d0d17c7f55ca15174b0b0c6e7eceb0f1ee058759,890a188c38043a1b0c2c8fa2be30761486ddf00c,a7db35d8e2fdbd8d6d54e03d22f57df10cd97c34,,False,False,True,4,34,False,False
72,refs/heads/4.0.x,594a6ab46822d635a4932ff0813e5d4108568c90,33c4ac2bcc781f233da84d5896babaacda1c95a0,c052cef718671d1520774078e814626a3e3c8fc6,,False,False,True,2,4,False,False
88,refs/heads/4.0.x,dd0d12281164639c3bfaf179c333b31cea2eda6f,374efac20536095275cc0466dba94a2fbdbcc257,14ef0c31c99f30b569cf7517236442ba5fcaaa13,,False,False,True,2,2,False,False
89,refs/remotes/origin/2.1.x,2b601ad3121a09f48a15ab4d2c0c9f1d819f934a,e9966c503185ba71655c3aaca88f4601305e6f91,517e88216b0be139085a113c4373b6881cbd12ee,,False,False,True,4,14,False,False
96,refs/remotes/origin/3.0.x,dec4afc353383b8c02b5ce31e4ad5259ddbc26a9,c524e0aaeded18cf9c1d3e47c8130fc679664250,a16415e42d7d2ad6cf938412b6c70bcdc70470f4,,False,True,True,6,6,False,False
