idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,68f967133364244b0238c0ccf7c38f6357e490f1,d0b634badf48029428b7f8d90bb3592e5cb76764,a7f0afe85806a63e842491f79028f1a00e971acb,,True,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/d0b634badf48029428b7f8d90bb3592e5cb76764_a7f0afe85806a63e842491f79028f1a00e971acb_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/d0b634badf48029428b7f8d90bb3592e5cb76764_a7f0afe85806a63e842491f79028f1a00e971acb_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/d0b634badf48029428b7f8d90bb3592e5cb76764_a7f0afe85806a63e842491f79028f1a00e971acb_left_right.log'}",True,Tests_passed,ec996253d33d43c2baf924ceb34f84d6ceb8c630a05aab2dc10c5104f67bd114,True,15,388.0,True,Tests_passed,75788a4ec05dd6943f9916fc594eae88d2ea6545e37a12d5869eb3a4e4f4197a,True,True
2,refs/heads/master,d433cdc82c4a58bbe660e06729f3ebe8880545d6,76bc5d369a3e54e3a18b979ad5be45c3156bfd68,5b03d0264e00a05ac852eb6f34cf3c4b1c4bbbed,,False,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/76bc5d369a3e54e3a18b979ad5be45c3156bfd68_5b03d0264e00a05ac852eb6f34cf3c4b1c4bbbed_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/76bc5d369a3e54e3a18b979ad5be45c3156bfd68_5b03d0264e00a05ac852eb6f34cf3c4b1c4bbbed_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/76bc5d369a3e54e3a18b979ad5be45c3156bfd68_5b03d0264e00a05ac852eb6f34cf3c4b1c4bbbed_left_right.log'}",True,,,True,52,469.0,,,,False,False
3,refs/heads/master,064b075c3a675302f3d372d0ce308a12dcca0ba4,a13a334c97c01a7284a80f171615f159d03b7975,2a7efb82d77980077ded7cee995c9c051fb1545e,,True,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/a13a334c97c01a7284a80f171615f159d03b7975_2a7efb82d77980077ded7cee995c9c051fb1545e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/a13a334c97c01a7284a80f171615f159d03b7975_2a7efb82d77980077ded7cee995c9c051fb1545e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/a13a334c97c01a7284a80f171615f159d03b7975_2a7efb82d77980077ded7cee995c9c051fb1545e_left_right.log'}",True,Tests_passed,8e253e7f54906664c5588ed04337ab0ebc000e46d65ad0c4260c8b5793b5459f,True,49,1121.0,True,Tests_passed,d9750fcfd6013df5ece52ac889dc4e82e0000e94661b33a5001b1fa9aee44e49,True,True
4,refs/heads/master,59cc8402011b2280fed364f85cd4431e776b6d4a,70e7c73943e42c1f05c644c1f5f587eb3bdeed98,01abf193ef3d93319ee0452b480f16bbc942ac6a,,True,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/70e7c73943e42c1f05c644c1f5f587eb3bdeed98_01abf193ef3d93319ee0452b480f16bbc942ac6a_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/70e7c73943e42c1f05c644c1f5f587eb3bdeed98_01abf193ef3d93319ee0452b480f16bbc942ac6a_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/70e7c73943e42c1f05c644c1f5f587eb3bdeed98_01abf193ef3d93319ee0452b480f16bbc942ac6a_left_right.log'}",True,Git_checkout_failed,,True,3,40.0,False,Git_checkout_failed,,False,False
5,refs/heads/master,9178806367d73013f0f042c9b7d9c88f391b4421,bed291a4a437f4da436c111229ea244554e9ef82,c0a24bede4aecb3e500df118011e30340f6dff94,,True,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/bed291a4a437f4da436c111229ea244554e9ef82_c0a24bede4aecb3e500df118011e30340f6dff94_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/bed291a4a437f4da436c111229ea244554e9ef82_c0a24bede4aecb3e500df118011e30340f6dff94_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/bed291a4a437f4da436c111229ea244554e9ef82_c0a24bede4aecb3e500df118011e30340f6dff94_left_right.log'}",True,Tests_failed,8c6b57138bdff392e65c65d602001e32e78bfa27c02b911e3687c6b0c0c04b4e,True,123,1474.0,False,Tests_passed,f983dab20ea1062c9b3c1bcabc8ccb69ea8cd0c206dc2cc85c56689f1ed5b492,False,False
6,refs/heads/master,ee612e0850688dae9228b30464334e399525f46c,96d3b4345e3668dc7ffdd7345f18bf37572d659b,76b2aec0e258f57b755e5fad25efd5b4de81f178,,False,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/96d3b4345e3668dc7ffdd7345f18bf37572d659b_76b2aec0e258f57b755e5fad25efd5b4de81f178_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/96d3b4345e3668dc7ffdd7345f18bf37572d659b_76b2aec0e258f57b755e5fad25efd5b4de81f178_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/96d3b4345e3668dc7ffdd7345f18bf37572d659b_76b2aec0e258f57b755e5fad25efd5b4de81f178_left_right.log'}",True,,,True,19,150.0,,,,False,False
7,refs/heads/master,36818a154e1dd5353500c2c4d388d104dde29b12,e10fef40d9b1160842f8b8ca03b162c73e00739c,4e438fedd4903ad70f757e7fe8eb54b72e4813e8,,False,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/e10fef40d9b1160842f8b8ca03b162c73e00739c_4e438fedd4903ad70f757e7fe8eb54b72e4813e8_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/e10fef40d9b1160842f8b8ca03b162c73e00739c_4e438fedd4903ad70f757e7fe8eb54b72e4813e8_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/e10fef40d9b1160842f8b8ca03b162c73e00739c_4e438fedd4903ad70f757e7fe8eb54b72e4813e8_left_right.log'}",True,,,True,30,321.0,,,,False,False
8,refs/heads/master,13178c81a1ba18fc39b7280dc40919f4208650fa,25d12ee6c6f5bb70501541813caffa5265c0b9c8,92d27fbeb840ea070dfc5064ab3a67f223c56441,,True,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/25d12ee6c6f5bb70501541813caffa5265c0b9c8_92d27fbeb840ea070dfc5064ab3a67f223c56441_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/25d12ee6c6f5bb70501541813caffa5265c0b9c8_92d27fbeb840ea070dfc5064ab3a67f223c56441_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/25d12ee6c6f5bb70501541813caffa5265c0b9c8_92d27fbeb840ea070dfc5064ab3a67f223c56441_left_right.log'}",True,Tests_passed,3af57b5a02ba264d51a67d6dc4c1a362302ed8f09cb98a0dcd08abceebeecd7a,True,24,169.0,True,Tests_passed,26fc25b1b168263e7dc12b303fdc31708348e8feab58e387de85d5a18a5fa6c4,True,True
9,refs/heads/master,219dfd347ae9abf7f626157b63297706439481f6,def9ae305c0f367c65066166e6f5c8b3e8f231c3,21bcb52595251275905c09982fb126bd0aea329c,,False,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/def9ae305c0f367c65066166e6f5c8b3e8f231c3_21bcb52595251275905c09982fb126bd0aea329c_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/def9ae305c0f367c65066166e6f5c8b3e8f231c3_21bcb52595251275905c09982fb126bd0aea329c_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/def9ae305c0f367c65066166e6f5c8b3e8f231c3_21bcb52595251275905c09982fb126bd0aea329c_left_right.log'}",True,,,True,5,37.0,,,,False,False
10,refs/heads/master,ea0eccc3113ce5b38b3a65ba07445ded75467708,bbe3dad7f98e1563e7cbe4086a006a3f09d9d729,319a4d9c31ad65e14eb297cbd1204929fc132d44,,True,"{'base_left': 'cache/diff_analyzer/logs/lwhite1/TableSaw/bbe3dad7f98e1563e7cbe4086a006a3f09d9d729_319a4d9c31ad65e14eb297cbd1204929fc132d44_base_left.log', 'base_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/bbe3dad7f98e1563e7cbe4086a006a3f09d9d729_319a4d9c31ad65e14eb297cbd1204929fc132d44_base_right.log', 'left_right': 'cache/diff_analyzer/logs/lwhite1/TableSaw/bbe3dad7f98e1563e7cbe4086a006a3f09d9d729_319a4d9c31ad65e14eb297cbd1204929fc132d44_left_right.log'}",True,Tests_passed,0bf173e1395cef2b8b4c9c2256668907e773db0ec4f8f6c3cf5a5ae6a455e1b4,True,23,1520.0,False,Tests_failed,4df9edc180454ed3962cf22e1be1dc7876c6864cd572189dfdd18d166089e462,False,False
