idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
15,refs/heads/master,82f8f37f55e9fc48f3f340fa8344eefdf902c7a4,76a625c82770655d03de96b164e457563a41a645,b3ede5ac06ff9adb4227fb7c59892d67ca1ebb70,,22,0,5977.0,614,False,True,,,True,22,,,,False,False
21,refs/heads/master,37367f6e66d5980529e5c937f877501f61115ba9,1bac0306e81823f150eb3eaff2b78ec50ebe6c29,730d65b7fa41722aaa5831b7561569b47e8d8456,,1136,2,16946.0,1959,True,True,Tests_failed,cdb5ab45ffce206fc693ae0d7814f12bd4ca0fdd10422c7d6cdb1974bc89dd5f,True,1136,False,Tests_failed,e4fe975b88187eb646abf0fbdd103e8c12efcab1f134610b705d0b941aac4191,False,False
24,refs/heads/master,69a737a30ee3497b847a8e39a9a977efc663de68,36b0afc97f5df0300202585db1ffd11aecce9068,aa0e88e71d10d482602b13c55d7a39ddd73b1829,,122,2,6105.0,84,False,True,,,True,122,,,,False,False
25,refs/heads/master,36b0afc97f5df0300202585db1ffd11aecce9068,51e8bcb26ad12e0bcd7c9226faf4cd41dd3adc2c,3e03745df6eba5c67eba8ace2698021914f4589f,,119,1,6053.0,72,False,True,,,True,119,,,,False,False
27,refs/heads/master,3d75dfd7fdf85e87abf2559efc6fc913c6fbd84d,8596b528974c547daa366026bd358ed3eb380336,9c70b75e080e8fc0900350754ba95dea0d6b35d5,,3,2,13.0,4,False,False,,,True,3,,,,False,False
40,refs/heads/master,6b240803969972ce5c8a07a6d58d5f692f43acda,7d304d7934102afbc4fc75e06c3a73d71f76e255,ff60f33c0de20216dd573640f909499f102f576c,,10,1,467.0,29,False,True,,,True,10,,,,False,False
42,refs/heads/master,ff60f33c0de20216dd573640f909499f102f576c,10c0b5e01b65bb64821bb5aa293de4fc6117c68e,41e9e3522e2a917c4ac6052a4f440b027611946a,,1006,2,5948.0,1324,True,True,Tests_failed,b8cc02e460b80480c6ccf82ae6183748e8607c4cd4dc7480a4f31619b8deb439,True,1006,False,Tests_failed,55bfbaf99f4c5520e028975d66807af27531b57d7128dad066bda3784eb021a2,False,False
46,refs/heads/master,4f4e870b14847002f8b62560cbdf579af93c7822,74b52076e7884d2b4b8a880a2b5b884fb8f51b73,78a509530921c7ace6884702eddc8484d0a7c0f0,,8,1,148.0,51,False,False,,,True,8,,,,False,False
51,refs/heads/master,afd793e0c233b1d9739af8c75b597638447a85ec,16565b05cce98f8115cb4a2dbae18a4224fa2fc9,736c6339e4acb312ac6a909cc7b679b236733f70,,1006,2,4459.0,1142,True,True,Tests_failed,aee6e85c3f148d6f18a187003d47753a979c086678776eee6ede18e537be69e9,True,1006,False,Tests_failed,9223ab5868c0b268d107c3173c7bf0b71182fdd26e6bdeb3b73a02f8325a1418,False,False
53,refs/heads/master,788b3c604781f8839f287eae73e0bbb90eb4d29c,e258aa40346196663b83a3643a1bc2f8cdee8367,03a81febdd6068bfe2c717fa609a8426a155d885,,55,3,3218.0,218,True,True,Tests_failed,470de2af617a0bc11ef69206eb46c098b3ef89f8cc8bf1810af5bbaf61c27c1d,True,55,False,Tests_failed,26966283bde81fa8ff3f85918287b51bd87ace4faa2deeab22a1d793710f56a7,False,False
54,refs/heads/master,03b2a2b3860252795e9a1970d2ca9964be945c35,20fed2c4635990bacddebe85b46f270559959682,5e179bb68c91e60d63bf9f44bf64b7ca70f61520,,9,1,171.0,22,False,True,,,True,9,,,,False,False
56,refs/heads/master,652938f3a9bfb94ad897e73c863d567d28a553f6,6362c371ab680eabc609e8e1e020ebe4ee6d7abe,ccd853871de27fa2400ee662d3b487bc2953c825,,26,2,881.0,72,False,True,,,True,26,,,,False,False
57,refs/heads/master,38cd56a61506f294d4c8894814133d4bb2949ed0,cc3186e2085c32e054972e44e6ec347c42749b8e,49133cbcf17e4cd4438286ffb90e3bc12d7630ef,,3,1,73.0,2,False,True,,,True,3,,,,False,False
