idx,branch_name,merge,left,right,notes,union_diff_files,num_intersecting_files,num_diff_lines,num_diff_hunks,diff contains java file,imports_involved,non_java_involved,num_diff_files,test merge,sampled for testing
2,refs/heads/master,3e643365387e6c2854422833f0247420d150c1eb,7e7ccb9fd850ba1dbfad9376d49fee9524acd98f,7fc623a58d8f95f672acc34b1597eef14ebbbbae,,5,1,63,9,False,True,True,5,False,False
