idx,branch_name,merge,left,right,notes,two merge tools differ,left_tree_fingerprint,right_tree_fingerprint,gitmerge_ort,gitmerge_ort_run_time,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_run_time,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_run_time,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_run_time,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_run_time,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_run_time,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_run_time,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_run_time,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_run_time,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_run_time,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_run_time,git_hires_merge_merge_fingerprint,spork,spork_run_time,spork_merge_fingerprint,intellimerge,intellimerge_run_time,intellimerge_merge_fingerprint,parents pass,left test result
1,refs/heads/master,8da87ab07c881529bbb46f094091962c98ea362b,58a75cd9050c3607742a17bae3f48c1dbba09531,8e18807593771cc3b7a751c565933cd755331dc3,a parent is the base,True,5278f93a1c571c5f4954936c6904ffed658758182db47949717234c4df9f0feb,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.030278205871582,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0374319553375244,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0375165939331054,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0303738117218017,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.03294038772583,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0385501384735107,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.032883882522583,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0303630828857421,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0342953205108642,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0366857051849365,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0286793708801269,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.0258152484893798,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.068493366241455,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,Merge_success,0.5447943210601807,b82afff9c52ce72572125b4eac4ed000f6a9f4bc1239a445514ab2e41836bba5,False,Tests_failed
2,refs/heads/master,5cf37afb9d7c95a603b3147aa1250075413ac56c,0f07d6b39a08c6f8018e627fa7006c4ef22ddcc4,2c0c56b19dfe22c963422e527d9328732be9b15d,a parent is the base,True,d719e91128d1d77a755351ff3601f6d3b7ed8a816914376f16af7f7d4f5e587e,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0305981636047363,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0254654884338378,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0340156555175781,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0251252651214599,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0247464179992675,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0255837440490722,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0267543792724609,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0252397060394287,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0250933170318603,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0309772491455078,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0254158973693847,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0274784564971923,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.0522923469543457,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,Merge_success,0.4803056716918945,fa09d0bee5a3b1c515f8b9c328836ec6ee018bfeb0d16c92c8f08888775c1893,False,Tests_failed
3,refs/heads/master,1e553114c49288367d2344aaff126e0e64bfe58c,d924cd227b53748bca32e401e7d2daae309a402d,1f6acd0e8fa73bb329f9147ffe4ad8e1d3d34d1a,a parent is the base,True,7c710c683412bd535f1aebde75d1df4a88dba2a21bcd5ce0ef4dc70f89fc8f9d,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0332512855529785,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0368182659149169,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0337710380554199,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0323250293731689,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.038825511932373,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0372781753540039,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.031653881072998,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0340516567230224,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0387518405914306,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0333566665649414,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0329682826995849,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0366663932800293,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.0618889331817626,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,Merge_success,0.5055892467498779,8cc450edc3e0d2603342ca0790aa21499b72dc2acc6e384f45881d9bbe162dd7,False,Tests_failed
4,refs/heads/master,dab6b7fa8a3b91b76859369898d8eb9b5a56b45a,491c8c1d784cefa6f680898577afa750661419d0,88acbd77b6f39f9d37f8e65918cf75a7654e682d,a parent is the base,True,0afb62f70552fb6b54a6501c84fe81f7a221760191f605a78d09bfa9c6e77d0a,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0283057689666748,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0255196094512939,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0244567394256591,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0331592559814453,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0254569053649902,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0247633457183837,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0323538780212402,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0225560665130615,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0247266292572021,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0340707302093505,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0245890617370605,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0203869342803955,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.0572459697723388,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,Merge_success,0.4349186420440674,77ad175846049f497d76b435e4aaf87dca0ac997218962d282471c7e62710431,False,Tests_failed
6,refs/heads/master,ab722d1dbbe4da63e597a303d713fe4e1f9b268b,57ab15ffc431dc8ffbb4958acdd9bcf86b83447d,08f92df06701c320f6e3b5203d8f7ec824d7b696,a parent is the base,True,69a7ddbc89471eab2bffd1e2ee955eb49d31db128b6b66ac9b444ea5ef0e09e7,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0375466346740722,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.033379316329956,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.4650590419769287,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0320513248443603,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0342893600463867,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.035534381866455,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0322206020355224,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0393400192260742,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.040069580078125,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0356395244598388,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0326831340789794,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0273013114929199,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.0749537944793701,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,Merge_success,0.4997878074645996,9b887ecf6560a7abde184fd95c3e0274c9a8f9d1f9eaaa7ee1eb8c831bd9c9ed,False,Tests_failed
8,refs/heads/master,6720f2bf4ffe2644205899e921b61c62404d6172,0e8ba641b60cfc001ffa7bb33578b2819c62c631,8236108f9c6136517f62d8e926883d4d5b088997,a parent is the base,True,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0236649513244628,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0260488986968994,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.031632661819458,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0236749649047851,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0270617008209228,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0234177112579345,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0254828929901123,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0310747623443603,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0244495868682861,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0251321792602539,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0305984020233154,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0211961269378662,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.0434491634368896,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,Merge_success,0.4927592277526855,c06ae1b183da47b5ea04aa6e5b040939535d97ba79a6093219626fe409796701,False,Tests_failed
9,refs/heads/master,0e8ba641b60cfc001ffa7bb33578b2819c62c631,876193a769075511888de7b3bbd4af125e180986,7a9f309785dea1d48af417c0c2c2f82ef4afcce4,a parent is the base,True,8bc6f2c0afd4fe8df4c1a946ace557f777d3e8b0b12afe1e474f4a105b9bc239,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0258986949920654,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0317828655242919,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0270416736602783,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0339179039001464,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0250868797302246,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0287337303161621,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0330171585083007,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0252718925476074,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0351049900054931,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0254919528961181,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0272645950317382,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0226094722747802,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.0562608242034912,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,Merge_success,0.4849507808685303,c9995438300e5f0d83a89846d5fbeb062d34d0d1238b06d2cea842a666a2ed97,False,Tests_failed
10,refs/heads/master,f969b66e972db88cff6d717102465e60f1803236,c5fc4760d4a86f2f3502f8adfd11f3a1f9dc7b1a,b28b8881e89eebb2b5cec05f4895aff077bc467e,a parent is the base,True,a31e443ffd19e64e4addde6c34045665383da098a0b08d2669a8b5e79817911c,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0347506999969482,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0399541854858398,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0412843227386474,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0346789360046386,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0351037979125976,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0341095924377441,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0396053791046142,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0343000888824462,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0348656177520751,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0350608825683593,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0349202156066894,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.030339241027832,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.0628042221069336,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,Merge_success,0.5518155097961426,1bb00c58f2a7e96f9242643dda14a9ed50576ea40da90f0a2c89c04901147aff,False,Tests_failed
17,refs/heads/master,4e4521d929e24daaa9013b1d7c5ae57a161f3400,b84d656caa86956f3f5ca51e6a32ce68fe1d0420,24d1fffea5a34b1b62db8ee6ef5132e84ddb1724,a parent is the base,True,1731f2e17c4243085761cdd11cdb5c59fc79014c8c5577b1758ea34cfa7ea84d,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0263154506683349,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.033684492111206,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0249216556549072,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0303094387054443,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0262739658355712,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0252909660339355,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0334064960479736,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0305464267730712,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0247581005096435,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0342836380004882,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0249059200286865,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0208547115325927,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.0548691749572753,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,Merge_success,0.4795026779174804,6fc2bf71a19934d4c82bcdc5727eb318d0d56c65019747b140fb01211d48c43d,False,Tests_failed
18,refs/heads/master,99b4b722a7934a34263b6d7c43b3f7280384d822,18c405f264bef630189b04745a2a6929183d0894,66bde1aa721b343791db1977f91527036c48cbbd,a parent is the base,True,26d3dbd6e4f8ce2b3d22aafa7c5c2dccd4faf14f882572a86edeee4cacc20c4d,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0302903652191162,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0356011390686035,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0296218395233154,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0346705913543701,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0306808948516845,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0294923782348632,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0303375720977783,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0293309688568115,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0348157882690429,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0281543731689453,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0310680866241455,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0306851863861084,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.0496675968170166,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,Merge_success,0.4945816993713379,c6324b607f13f71c4ad0f97594788147a4daa59adce1f3d6f2cf29a819e3ac9d,False,Tests_failed
