idx,branch_name,merge,left,right,notes,left parent test result,left_tree_fingerprint,test merge,sampled for testing,right_tree_fingerprint,diff_size,diff_contains_java_file,left parent test coverage,right parent test result,right parent test coverage,parents pass,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
5,refs/heads/master,7f9c01cf4c1287ebeaf0414c93d7c4bc8cca5afc,85d5239c91372418deeb42cf265842bd6b30e5ff,a5ab1cd95377c2672572fbd0cd16d5575b2c8b2c,,Tests_passed,daa1c2188837eb5631384ed866cf9ecf9c589c045eecef7aa6cfbf1d82b0bbf6,True,True,786cc344a613c499bffb4310ef6175adbfda1361180f1ec25ec0b8f688423f4e,164.0,True,0.6828080100574713,Tests_passed,0.6855320395789664,True,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,,Git_checkout_failed,
