idx,branch_name,merge,left,right,notes,test merge,diff contains java file,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,gitmerge_ort_run_time,gitmerge_ort_adjacent_run_time,gitmerge_ort_ignorespace_run_time,gitmerge_ort_imports_run_time,gitmerge_ort_imports_ignorespace_run_time,gitmerge_resolve_run_time,gitmerge_recursive_histogram_run_time,gitmerge_recursive_ignorespace_run_time,gitmerge_recursive_minimal_run_time,gitmerge_recursive_myers_run_time,gitmerge_recursive_patience_run_time,git_hires_merge_run_time,spork_run_time,intellimerge_run_time
51,refs/remotes/origin/pull/43,464f977e4a730a3baf05339503fada6001ee2cf1,6ed823b09aac1ca2dbb4db0af7cd76e3d915561c,8ae1d5b93b5372172ea59a8765c3239aae64c42b,,True,True,8f22e5217fb16f4ba3066f0d0444a0f5830cb036d4e104e79ab929e287dfa661,Tests_passed,284bb7510cf17bf06b796ddddb8c27af4d3ac57bfcfced0b6c0b628331bdcdb1,Tests_passed,True,True,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,dce0df9014da29b46c4a4c7ff007254aeed2d94a4dfdaa0d5fbfbbe353e4253b,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,7aeca9094c00026f90f9d4f74fbcc8f49ae100a910e3c1ffcd47298057f8ed9a,Merge_failed,f315f88cfbdf5f9f81955516561748aa243bf995d2a4876d35c8b49048045f0a,Merge_failed,87b9dd321b234abef12995c3675a75529efc464edaeb0bddf35a49f34d24fe25,Merge_failed,ff42f6268ef9793579c5864b9479dead96027f376e090ffb0cf3546fe2a06240,0.03500771522521973,0.07156538963317871,0.030788898468017578,0.05550408363342285,0.05238771438598633,0.12455463409423828,0.03892087936401367,0.03941035270690918,0.04012918472290039,0.03688335418701172,0.03404402732849121,0.10971307754516602,0.7889876365661621,0.19519567489624023
