idx,branch_name,merge,left,right,notes,diff contains java file,diff_logs,imports_involved,left parent test result,left_tree_fingerprint,non_java_involved,num_diff_files,num_diff_lines,parents pass,right parent test result,right_tree_fingerprint,test merge,sampled for testing
1,refs/heads/master,b62f73aa5c3a0b103c92d85719e7e15f7d17cf83,9112e0b9c4eafc521299f68b1fda96b4f304c6e3,4d7a88e6eb86655a31a2e62a35f9801c8d90ea8b,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/9112e0b9c4eafc521299f68b1fda96b4f304c6e3_4d7a88e6eb86655a31a2e62a35f9801c8d90ea8b_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/9112e0b9c4eafc521299f68b1fda96b4f304c6e3_4d7a88e6eb86655a31a2e62a35f9801c8d90ea8b_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/9112e0b9c4eafc521299f68b1fda96b4f304c6e3_4d7a88e6eb86655a31a2e62a35f9801c8d90ea8b_left_right.log'}",True,,,True,25,208,,,,False,False
2,refs/heads/master,e1f9be595e54a596de46172c131108e90b2c27ef,8f4891554e5edd4a52d019126d852bda503f0af9,43ce7ed67a58882294f78337ce6c267346aa2562,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/8f4891554e5edd4a52d019126d852bda503f0af9_43ce7ed67a58882294f78337ce6c267346aa2562_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/8f4891554e5edd4a52d019126d852bda503f0af9_43ce7ed67a58882294f78337ce6c267346aa2562_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/8f4891554e5edd4a52d019126d852bda503f0af9_43ce7ed67a58882294f78337ce6c267346aa2562_left_right.log'}",True,,,True,92,2655,,,,False,False
3,refs/heads/master,50e7c96ccb48ff2a1cc4838d3e673b867072cf84,acb09724868ad29da24ab9ce210418c606922428,7bb59c36799a635f526206af010136669f23c33f,,True,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/acb09724868ad29da24ab9ce210418c606922428_7bb59c36799a635f526206af010136669f23c33f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/acb09724868ad29da24ab9ce210418c606922428_7bb59c36799a635f526206af010136669f23c33f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/acb09724868ad29da24ab9ce210418c606922428_7bb59c36799a635f526206af010136669f23c33f_left_right.log'}",True,Tests_passed,2dcd261d6a6b7d73264acd8ac94897675278847032598f4c3ebf6324d39baaea,True,75,2184,True,Tests_passed,86f4672580f209ac3633d8ff343fce7cf914e78fe22002482bee3cb1f60f3be8,True,True
4,refs/heads/master,fdde594b7d392d7c73d2c2cb1aaf40aed1079718,7d128d31a4dfe3bee7e3edd5732cf4fa19d0c89e,a8578ef2142fa2fca616ade32fff19d9d7423bf3,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/7d128d31a4dfe3bee7e3edd5732cf4fa19d0c89e_a8578ef2142fa2fca616ade32fff19d9d7423bf3_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/7d128d31a4dfe3bee7e3edd5732cf4fa19d0c89e_a8578ef2142fa2fca616ade32fff19d9d7423bf3_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/7d128d31a4dfe3bee7e3edd5732cf4fa19d0c89e_a8578ef2142fa2fca616ade32fff19d9d7423bf3_left_right.log'}",True,,,True,66,1757,,,,False,False
5,refs/heads/master,aaa438a380e8063a62218f6a80da7e22b6d7b969,cbad67e169e634fa8250aa184a45b59d1fe4c805,241969cbee80d2bdefe9fcedd97c52dbe5d6899d,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/cbad67e169e634fa8250aa184a45b59d1fe4c805_241969cbee80d2bdefe9fcedd97c52dbe5d6899d_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/cbad67e169e634fa8250aa184a45b59d1fe4c805_241969cbee80d2bdefe9fcedd97c52dbe5d6899d_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/cbad67e169e634fa8250aa184a45b59d1fe4c805_241969cbee80d2bdefe9fcedd97c52dbe5d6899d_left_right.log'}",True,,,True,66,1783,,,,False,False
6,refs/heads/master,3b0c0e14ec2b6bf6f7adcac3ecb46c68caa26356,6007a9e712c4b7219d86a4e945835fdcd875943d,3f1cd63ae5c41dacffced9fc0d73446af9f1ca89,,True,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/6007a9e712c4b7219d86a4e945835fdcd875943d_3f1cd63ae5c41dacffced9fc0d73446af9f1ca89_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/6007a9e712c4b7219d86a4e945835fdcd875943d_3f1cd63ae5c41dacffced9fc0d73446af9f1ca89_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/6007a9e712c4b7219d86a4e945835fdcd875943d_3f1cd63ae5c41dacffced9fc0d73446af9f1ca89_left_right.log'}",True,Tests_passed,5f4672078016a5b34965b94b52b65e71f09f516b32fa5861d65a5cabb5e81947,True,47,1702,True,Tests_passed,63c3b896197a3bf80f4d79f734ae11d7fc1970f0427244abc2230b2e547183c5,True,True
7,refs/heads/master,990794d74f3f412a70326a5d316324ca636b1e9e,c38249d415974a6040326241ce1c94eef6bf55cc,cafa5429cffd604894d1e031c1f79fb6cf1cabc9,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/c38249d415974a6040326241ce1c94eef6bf55cc_cafa5429cffd604894d1e031c1f79fb6cf1cabc9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/c38249d415974a6040326241ce1c94eef6bf55cc_cafa5429cffd604894d1e031c1f79fb6cf1cabc9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/c38249d415974a6040326241ce1c94eef6bf55cc_cafa5429cffd604894d1e031c1f79fb6cf1cabc9_left_right.log'}",True,,,True,23,596,,,,False,False
8,refs/heads/master,9e4d14b4aa65c2978f6abbc75e85dd9a1cd2ecfd,6e85a3bc7335e5732c009429747c49561314b153,f04ffc7d8322377e976f21c7d1f7b41bae4d821f,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/6e85a3bc7335e5732c009429747c49561314b153_f04ffc7d8322377e976f21c7d1f7b41bae4d821f_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/6e85a3bc7335e5732c009429747c49561314b153_f04ffc7d8322377e976f21c7d1f7b41bae4d821f_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/6e85a3bc7335e5732c009429747c49561314b153_f04ffc7d8322377e976f21c7d1f7b41bae4d821f_left_right.log'}",True,,,True,20,178,,,,False,False
9,refs/heads/master,85f93a2ab64dea4830d73e08af4eaadbd15b8b94,bfc1cb4ccc950a200424930f6d92e7f68ba50b3c,dc6290b466444fbb821ad35855fe8114c750f976,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/bfc1cb4ccc950a200424930f6d92e7f68ba50b3c_dc6290b466444fbb821ad35855fe8114c750f976_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/bfc1cb4ccc950a200424930f6d92e7f68ba50b3c_dc6290b466444fbb821ad35855fe8114c750f976_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/bfc1cb4ccc950a200424930f6d92e7f68ba50b3c_dc6290b466444fbb821ad35855fe8114c750f976_left_right.log'}",True,,,True,6,38,,,,False,False
10,refs/heads/master,4f48736f7031d179e4897898fc8045d80d49842f,1f024918d17e02331dc5a94ca5925a398834629d,b29892c816453d12279d62421671820f0d3fcb80,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/1f024918d17e02331dc5a94ca5925a398834629d_b29892c816453d12279d62421671820f0d3fcb80_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/1f024918d17e02331dc5a94ca5925a398834629d_b29892c816453d12279d62421671820f0d3fcb80_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/1f024918d17e02331dc5a94ca5925a398834629d_b29892c816453d12279d62421671820f0d3fcb80_left_right.log'}",True,,,True,33,1212,,,,False,False
11,refs/heads/master,ce13d71e482d101559ba668cd1a5d82b235b25da,debbbbd25472b16ef3532f0f29a0adbdb868e920,f974ca0714ea5c3f99e4f816867f456f8b23d316,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/debbbbd25472b16ef3532f0f29a0adbdb868e920_f974ca0714ea5c3f99e4f816867f456f8b23d316_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/debbbbd25472b16ef3532f0f29a0adbdb868e920_f974ca0714ea5c3f99e4f816867f456f8b23d316_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/debbbbd25472b16ef3532f0f29a0adbdb868e920_f974ca0714ea5c3f99e4f816867f456f8b23d316_left_right.log'}",True,,,True,58,634,,,,False,False
12,refs/heads/master,a737f5eed7e7eaca709819f4ef82df863af459c1,1547b3e644960fcb11ff61be468fe5c0b06ff570,434fc4cc41a41c41af8c33870b19118a470ac3f5,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/1547b3e644960fcb11ff61be468fe5c0b06ff570_434fc4cc41a41c41af8c33870b19118a470ac3f5_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/1547b3e644960fcb11ff61be468fe5c0b06ff570_434fc4cc41a41c41af8c33870b19118a470ac3f5_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/1547b3e644960fcb11ff61be468fe5c0b06ff570_434fc4cc41a41c41af8c33870b19118a470ac3f5_left_right.log'}",True,,,True,24,626,,,,False,False
13,refs/heads/master,7a8ca9479d8efdec8c74aa0c0f53d4f5fe568edf,b867f072a2818ffba37095cd83b964e4b7488eda,b1afe2ffc3648908f5114b933243ec3b478aa1f9,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/b867f072a2818ffba37095cd83b964e4b7488eda_b1afe2ffc3648908f5114b933243ec3b478aa1f9_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/b867f072a2818ffba37095cd83b964e4b7488eda_b1afe2ffc3648908f5114b933243ec3b478aa1f9_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/b867f072a2818ffba37095cd83b964e4b7488eda_b1afe2ffc3648908f5114b933243ec3b478aa1f9_left_right.log'}",True,,,True,36,754,,,,False,False
14,refs/heads/master,10ba362b7c0fe567fbfd8f061a02d39ae4c61933,f96b6768cd2fcdb1f242e8de62e6737d4d0c4b02,6787f8c50a776b4a39b1da9014021e1a84d6f93e,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/f96b6768cd2fcdb1f242e8de62e6737d4d0c4b02_6787f8c50a776b4a39b1da9014021e1a84d6f93e_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/f96b6768cd2fcdb1f242e8de62e6737d4d0c4b02_6787f8c50a776b4a39b1da9014021e1a84d6f93e_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/f96b6768cd2fcdb1f242e8de62e6737d4d0c4b02_6787f8c50a776b4a39b1da9014021e1a84d6f93e_left_right.log'}",True,,,True,18,280,,,,False,False
15,refs/heads/master,90c12df78c44e97f4d6a866dedb43a23597d9b0b,7a635daf2131e00fc72a5a400806ac8af1e6f203,16de05a34c1c9bf63bbb48f8f2ddfbf1de0422f7,,True,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/7a635daf2131e00fc72a5a400806ac8af1e6f203_16de05a34c1c9bf63bbb48f8f2ddfbf1de0422f7_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/7a635daf2131e00fc72a5a400806ac8af1e6f203_16de05a34c1c9bf63bbb48f8f2ddfbf1de0422f7_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/7a635daf2131e00fc72a5a400806ac8af1e6f203_16de05a34c1c9bf63bbb48f8f2ddfbf1de0422f7_left_right.log'}",True,Tests_failed,f4f4db65b55a18c9c65c9256446cf6198ee6db3351679cc52ccc522dc3d1704d,True,83,409,False,Tests_failed,a463abf3e80b3aa280220ef04f4de38171a974eed8008ac5d94a945cf336ecbb,False,False
16,refs/heads/master,0e4af94b38450cc3ab0dbf422818cd6faccd853b,ae143539daa079cac123e8c69a2fdc237fa77e14,60d37feead4a652c59f1a8a9bb2499cbf3c98881,,False,"{'base_left': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/ae143539daa079cac123e8c69a2fdc237fa77e14_60d37feead4a652c59f1a8a9bb2499cbf3c98881_base_left.log', 'base_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/ae143539daa079cac123e8c69a2fdc237fa77e14_60d37feead4a652c59f1a8a9bb2499cbf3c98881_base_right.log', 'left_right': 'cache/diff_analyzer/logs/fernandezpablo85/scribe-java/ae143539daa079cac123e8c69a2fdc237fa77e14_60d37feead4a652c59f1a8a9bb2499cbf3c98881_left_right.log'}",True,,,True,63,194,,,,False,False
