idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
7,refs/heads/master,e6dae92cd4c87841431cbdfeffa34a4e05f3a2d9,d4c91601649b26088348218596017088bd8f2c5e,9a27caa9a5e5d5075b0559e2b91a138dfcd941f9,,846f17401eeb20b1d6f452673bf0951d791de9a16c7202ba3162259b93bb2b54,Tests_passed,eefd921b5a64084a7e2d5a003b87067fc7a1f9824536e01ff83ae4b6e487ee4d,Tests_passed,True,True,True,True,Merge_failed,3ba2332a3fa2d6492247868248c4304630d6893e8d0a0a42f00de05901bed8c5,Merge_failed,6a6bab9f7acf99b4950cd2613a08b4e77c122b7d2cab13068876ddbe1bb51d30,Merge_failed,9ecf08fc82252653f585599969c047199e75f0c030eb839c9b6633b80ef6d474,Merge_failed,3ba2332a3fa2d6492247868248c4304630d6893e8d0a0a42f00de05901bed8c5,Merge_failed,6a6bab9f7acf99b4950cd2613a08b4e77c122b7d2cab13068876ddbe1bb51d30,Merge_failed,3ba2332a3fa2d6492247868248c4304630d6893e8d0a0a42f00de05901bed8c5,Merge_failed,3ba2332a3fa2d6492247868248c4304630d6893e8d0a0a42f00de05901bed8c5,Merge_failed,3ba2332a3fa2d6492247868248c4304630d6893e8d0a0a42f00de05901bed8c5,Merge_failed,3ba2332a3fa2d6492247868248c4304630d6893e8d0a0a42f00de05901bed8c5,Merge_failed,3ba2332a3fa2d6492247868248c4304630d6893e8d0a0a42f00de05901bed8c5,Merge_failed,6a6bab9f7acf99b4950cd2613a08b4e77c122b7d2cab13068876ddbe1bb51d30,Merge_failed,cd7909d5fc7b856b33bfa282b6c7c642fe012848491571081c0158e8844361a9,Merge_failed,d658300fc7b58bdf1d633c5cdedaf15f02cd1bf830d2de170ef9ee3dd59a8c05,Merge_failed,91c0dbecd0ed90cec97b9dc113b377145e48dba8998df2d88a69e7fb245aadaf
16,refs/heads/master,662c27a79ce26f2c0e481d00bf82a090659f4b36,230ba611c4fd9f2a6f8ab848b97154a5d05ccf3b,6e384fd19b1a5f8e96f2e0199a7d45b16714da13,,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,7120810de21dc378e363135e34d326e27fbb6241557663400dbc442bd16499de,Tests_passed,True,True,True,True,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,d348ebb5f256ea29868dbf78d85bb379ab43af49ab7e2af02d1e20989e91d63c,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,d348ebb5f256ea29868dbf78d85bb379ab43af49ab7e2af02d1e20989e91d63c,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,d348ebb5f256ea29868dbf78d85bb379ab43af49ab7e2af02d1e20989e91d63c,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e,Tests_passed,d8d8c0e3ab37c26d7b6f7fc889e6ee94068aef96e5425a3eae9fd2d4cc8cbee2,Tests_passed,6ebb851d54a30d11120606274249773022ff0773a6284486ce7d7bc6e45d580e
17,refs/heads/master,230ba611c4fd9f2a6f8ab848b97154a5d05ccf3b,7bd2b19e51b47c26e141ae961ae4968d3ad90ff1,d64fb6da3df0ba3210bc60fce8e127eab3cda92e,,57ecd223ea29f920fbf83364df1898b26ff14652dae48803f2b12e988b05325d,Tests_passed,380ddf59dd90c2e4ab5255b6de55e7b125aadedb00f617ab24c28163dcc4e8c5,Tests_passed,True,True,True,True,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c,Tests_passed,2b31cced99682dd99573b294ec36709e221cc13c90bec2f1187650131ca3d8b7,Tests_passed,e107b93b88a38e23c4d8dcede8c5a34e52c5550dae0c3e095b9f0039fecc2d9c
25,refs/heads/master,aa1e35a659ef31e29cc3822ec6ccb5d0abc45b8f,ccb58c922e49b926265eecac5bbcb584873b72a8,f3269907017889779e0eee1e899cf9da4b11ed2a,,be3dacd76fe2eb140f233bf25e0ad5937765c1974b2fada1de5325131ee35a52,Tests_passed,39e033d9d59bdd11a5962f66a6dd57017a081df39abafc1e63bb8db31e8b99cd,Tests_passed,True,True,True,True,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,37f81e6bfbc8497ae96c08c7f68730bc21f503006a3b4e2e64ae7dece627bc9b,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,37f81e6bfbc8497ae96c08c7f68730bc21f503006a3b4e2e64ae7dece627bc9b,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,37f81e6bfbc8497ae96c08c7f68730bc21f503006a3b4e2e64ae7dece627bc9b,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06,Tests_passed,f2e0318ca95a77fbeeb6a646064a6abfcfc7b2ff880c5cf989a826a22a47c436,Tests_passed,b97b04fb772796603c071b09399854b67afa17cfef121d597d16bd528459ff06
26,refs/heads/master,fc6e68c23ea4c41dd1e3827c041bc7470f2398d6,b841e8b6fa8a22a368731cf446c0cefad6261c9e,3399e1956e9b4f39f1ebe77e45a40adb410d4172,,03024a3d25e6976f6288e48d5c307aa5984f576c4bdba52df24b66c4301bb517,Tests_passed,538ea8acfecdcdd1be9ccc864024720623f02593595cdf737b8a2d53cf57ce8f,Tests_passed,True,True,True,True,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,dbe47764fbf41986ce8a99afcf548827abc10bccfd8ab45811f4deb8ca7166c3,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,dbe47764fbf41986ce8a99afcf548827abc10bccfd8ab45811f4deb8ca7166c3,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,dbe47764fbf41986ce8a99afcf548827abc10bccfd8ab45811f4deb8ca7166c3,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643,Tests_passed,821af50fa00aa4b0bd2980f82f2c6ee2198464bfef7f9c3a885ee8755af931aa,Tests_passed,ebf560045ae15f7dfb87100dff0deaad02fb9953d167b1a4bf589cba55a04643
28,refs/heads/master,3496309cb490239165a567c67ea17852b7ea3fdd,9990d14f55c971ebe448ea2bbb5ac1bfe82e967f,4a75b06de3dc9be58a93859ec79a784041827658,,1d950bbec876b57265c62ad6639be773bde11eae12f184c0ae2ccbdc773209a2,Tests_passed,a59e91694514400ebc82c9fce23f25674af11ffb0dd48fce1bdb7be5f2a5aeaa,Tests_passed,True,True,True,True,Merge_failed,43a1f7b7c67888266adc3d919661fcca345a0f3b282bd495002288960f1996c0,Tests_passed,0ea089615c5abd1afe2b62dae5bf846f7b9ab868f05ccd928f5d138c010d4c43,Merge_failed,76087362ea536ff88cb700a17e1cfc190e4e951bd5612c8609c5b1501784fab1,Merge_failed,43a1f7b7c67888266adc3d919661fcca345a0f3b282bd495002288960f1996c0,Tests_passed,0ea089615c5abd1afe2b62dae5bf846f7b9ab868f05ccd928f5d138c010d4c43,Merge_failed,43a1f7b7c67888266adc3d919661fcca345a0f3b282bd495002288960f1996c0,Merge_failed,43a1f7b7c67888266adc3d919661fcca345a0f3b282bd495002288960f1996c0,Merge_failed,43a1f7b7c67888266adc3d919661fcca345a0f3b282bd495002288960f1996c0,Merge_failed,43a1f7b7c67888266adc3d919661fcca345a0f3b282bd495002288960f1996c0,Merge_failed,43a1f7b7c67888266adc3d919661fcca345a0f3b282bd495002288960f1996c0,Tests_passed,0ea089615c5abd1afe2b62dae5bf846f7b9ab868f05ccd928f5d138c010d4c43,Merge_failed,0c32a9dc83b5a3c6f87cb5cc9d92f2bfe1f69c0a9153bfad2ac935d2d0716e60,Tests_passed,2d563449675e25a75221ffe9fbe31ad3be52aed2a48ddb0cd94c2ddc0a96adda,Merge_failed,a494cd29bbb49fad9afd610d16360ca80215b9137047f9ea65a0de9b45c142f5
33,refs/remotes/origin/pull/8,20d3f3b1f5195ccacc3ba9d8f4754fe9711868dc,2cec862156a7d5be032665d80e6a47a6577a07ad,c50c89a2d12b3c567c758d1070b7f47383f142a0,,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,99d3d7b9f8b55aa6d505432c1a157e573bee6bf8099df2cd0d7f7c23b0248bc5,Tests_passed,True,True,True,True,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,77ed75a187eae7ed535c1fe5cdf44e6860a2ca25e336a67f3b0c2ad1a5d021e3,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,77ed75a187eae7ed535c1fe5cdf44e6860a2ca25e336a67f3b0c2ad1a5d021e3,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,77ed75a187eae7ed535c1fe5cdf44e6860a2ca25e336a67f3b0c2ad1a5d021e3,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476,Tests_passed,18885fe63f25369f9035c65b6176741c5214e697c2ae6c407e69dfadd4c3d443,Tests_passed,65a4a28ba4fd0d5215399d4ac02d7732d3acca2133081c86c8a7068d710c9476
34,refs/remotes/origin/pull/8,2cec862156a7d5be032665d80e6a47a6577a07ad,9d414f5084297feb79aad2396af8eda4a583c975,3399e1956e9b4f39f1ebe77e45a40adb410d4172,,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,538ea8acfecdcdd1be9ccc864024720623f02593595cdf737b8a2d53cf57ce8f,Tests_passed,True,True,True,True,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,963a661ed4f7a3fe667ebc5ed5d99bdd7ce1cbfa876fa83e39e7afd420a837fe,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,963a661ed4f7a3fe667ebc5ed5d99bdd7ce1cbfa876fa83e39e7afd420a837fe,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,963a661ed4f7a3fe667ebc5ed5d99bdd7ce1cbfa876fa83e39e7afd420a837fe,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69,Tests_passed,8ea6872f51730dba73333d33874ec527c563fd0c300212c81eac8ed7b039d178,Tests_passed,73acc451526b8f528cbb72d920ad62d25b398b67481c95d7f0f3553587bc1c69
35,refs/remotes/origin/pull/8,9d414f5084297feb79aad2396af8eda4a583c975,e8c5c2a1213a7fcbe652a5eb2e86917d113cdd84,f9980a94e13d0142301f15c10b46cd80263560a4,,6c7ba05fd4c30ff616a95fd3084ed4683ec02c9a1cab0184a0b750e6ac8c8f79,Tests_passed,974c0b12e982c07dad906f1b6da34bb0ab6fc5a7e2c5ce7e4c0fe9b7e182acc9,Tests_passed,True,True,True,True,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,a5e3f22fd98148ab7984f2dda9bac8229680ae731eb6acae047275cf2e59281e,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,a5e3f22fd98148ab7984f2dda9bac8229680ae731eb6acae047275cf2e59281e,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,a5e3f22fd98148ab7984f2dda9bac8229680ae731eb6acae047275cf2e59281e,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c,Tests_passed,25ea51f498b80448df88d7efffd4d9303195467a6803aa7a1e5b3d0e379e1388,Tests_passed,9b7e0f07b5f1806bb65fc53b26a196503394d82371a7efa30a7d11f2fdce827c
36,refs/remotes/origin/pull/8,29dd2d58df4c0db23e433fca0e7dc4214c23d0ba,c678528a766af004f28b42928003e6233e5b60f5,d957f31bf24bb25e355c073dafa43a05e44a1c19,,a71daa0acab45eb7b6e6206d908d87d0f795053c302bd54dbcef73966596a108,Tests_passed,10264a029fc53919efa2fcf90992cc835a7de9011cd884543448f822c1e7e506,Tests_passed,True,True,True,True,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715,Tests_passed,9c0b4b2dd223a7d67f7d6fed3e441ca4f4c5f025cf634f3db1a3777327419dba,Tests_passed,b83c84c4f433c2cc0c86316df83b9a65ecf881fa5ed3d3f5da8b1fac1ecad715
