idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_hunks,num_diff_lines,num_intersecting_files,test merge,union_diff_files,left parent test result,left_tree_fingerprint,parents pass,right parent test result,right_tree_fingerprint,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_myers_ignorespace,gitmerge_recursive_myers_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,mergiraf,mergiraf_merge_fingerprint,deepseekr1_merge,deepseekr1_merge_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint,adjacent,adjacent_merge_fingerprint,imports,imports_merge_fingerprint,version_numbers,version_numbers_merge_fingerprint,ivn,ivn_merge_fingerprint,ivn_ignorespace,ivn_ignorespace_merge_fingerprint,gitmerge_ort_plus,gitmerge_ort_plus_merge_fingerprint,gitmerge_ort_ignorespace_plus,gitmerge_ort_ignorespace_plus_merge_fingerprint,gitmerge_recursive_histogram_plus,gitmerge_recursive_histogram_plus_merge_fingerprint,gitmerge_recursive_myers_ignorespace_plus,gitmerge_recursive_myers_ignorespace_plus_merge_fingerprint,gitmerge_recursive_minimal_plus,gitmerge_recursive_minimal_plus_merge_fingerprint,gitmerge_recursive_myers_plus,gitmerge_recursive_myers_plus_merge_fingerprint,gitmerge_recursive_patience_plus,gitmerge_recursive_patience_plus_merge_fingerprint,gitmerge_resolve_plus,gitmerge_resolve_plus_merge_fingerprint,git_hires_merge_plus,git_hires_merge_plus_merge_fingerprint,spork_plus,spork_plus_merge_fingerprint,mergiraf_plus,mergiraf_plus_merge_fingerprint,deepseekr1_merge_plus,deepseekr1_merge_plus_merge_fingerprint,intellimerge_plus,intellimerge_plus_merge_fingerprint,adjacent_plus,adjacent_plus_merge_fingerprint,imports_plus,imports_plus_merge_fingerprint,version_numbers_plus,version_numbers_plus_merge_fingerprint,ivn_plus,ivn_plus_merge_fingerprint,ivn_ignorespace_plus,ivn_ignorespace_plus_merge_fingerprint
10,refs/heads/master,aa289156c694d3a1a3dfe4da2842a32139ba1bfa,b4d264f60a6af4c04656453144195ec809bf7099,77581e045fb71856d932cc8481de991e08c81117,,True,True,True,13,16,798,4,True,14,Tests_passed,5bc2095654a708f995ddb342048ab42e2dc091dc6c56b4d89fa76d508bdf802c,True,Tests_passed,5cdb2ec704233a9269ff4743c1d57d21d2684207fb4470d6c524916d30c7520e,True,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,1b48a3261b417e9e708b29ec824ffd0f875734196331b731ec67af18d9215253,Merge_failed,a24d6724429fe600a4d2d0474ce345c78e60f32b28503eb3233103f4af134ff7,Merge_failed,349a4c956bddc0c6d494950519ae0fed078f4580dda4d543c46eee0813b80cc2,Merge_failed,c57a32a322d8f8025615f7a22316527036fcf1b36750bcde63e6b3667bb36240,Tests_passed,792077f24f765221fc62e50304c0bd88c1ea78c6efc4b5ee647f2c8f254f6ed9,Merge_failed,156ed6dfc820f3a672dbd81d0d4ae4aa3ca32b807de034b70623e7473eadf9d2,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,d38a4b2257bdc96e469de9202ace4b735e7d176a896e8dbf8f60fa48b0cf214e,Merge_failed,a24d6724429fe600a4d2d0474ce345c78e60f32b28503eb3233103f4af134ff7,Merge_failed,a754f123a7e419a517f3361719be5048a531b8968c3f72bbb7343710dddce8c5,Merge_failed,c57a32a322d8f8025615f7a22316527036fcf1b36750bcde63e6b3667bb36240,Merge_failed,792077f24f765221fc62e50304c0bd88c1ea78c6efc4b5ee647f2c8f254f6ed9,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56,Merge_failed,bbbd99cb62ba35b2e5db33e4309b2a03b6f25bed5e017a4dd191ea0a6e01ab56
