idx,branch_name,merge,left,right,notes,left_tree_fingerprint,left parent test result,right_tree_fingerprint,right parent test result,parents pass,diff contains java file,test merge,sampled for testing,gitmerge_ort,gitmerge_ort_merge_fingerprint,gitmerge_ort_ignorespace,gitmerge_ort_ignorespace_merge_fingerprint,gitmerge_recursive_histogram,gitmerge_recursive_histogram_merge_fingerprint,gitmerge_recursive_ignorespace,gitmerge_recursive_ignorespace_merge_fingerprint,gitmerge_recursive_minimal,gitmerge_recursive_minimal_merge_fingerprint,gitmerge_recursive_myers,gitmerge_recursive_myers_merge_fingerprint,gitmerge_recursive_patience,gitmerge_recursive_patience_merge_fingerprint,gitmerge_resolve,gitmerge_resolve_merge_fingerprint,gitmerge_ort_adjacent,gitmerge_ort_adjacent_merge_fingerprint,gitmerge_ort_imports,gitmerge_ort_imports_merge_fingerprint,gitmerge_ort_imports_ignorespace,gitmerge_ort_imports_ignorespace_merge_fingerprint,git_hires_merge,git_hires_merge_merge_fingerprint,spork,spork_merge_fingerprint,intellimerge,intellimerge_merge_fingerprint
1,refs/heads/master,68f967133364244b0238c0ccf7c38f6357e490f1,d0b634badf48029428b7f8d90bb3592e5cb76764,a7f0afe85806a63e842491f79028f1a00e971acb,,ec996253d33d43c2baf924ceb34f84d6ceb8c630a05aab2dc10c5104f67bd114,Tests_passed,75788a4ec05dd6943f9916fc594eae88d2ea6545e37a12d5869eb3a4e4f4197a,Tests_passed,True,True,True,True,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,e71ab0b0cd1205338e1c0b3f892be18db428cb5bd54cb32a3be5042f210d8b0d,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,68428b6a8626997b81a0c264090b475fc30d4ad337f5644dc85a3ceee4560214,Merge_failed,0bed9d08855f71c955ea49337647ef78fb677a0cf283674ba9d07e7155f005e8,Merge_failed,d70a099216d4391b222d24d04037c2f1dbc91d3af23477fd750c49a063eb28ff,Merge_failed,2f20588461a06cef5099badca48a217a2b11ffaded70e92309927912fff03953
3,refs/heads/master,064b075c3a675302f3d372d0ce308a12dcca0ba4,a13a334c97c01a7284a80f171615f159d03b7975,2a7efb82d77980077ded7cee995c9c051fb1545e,,8e253e7f54906664c5588ed04337ab0ebc000e46d65ad0c4260c8b5793b5459f,Tests_passed,d9750fcfd6013df5ece52ac889dc4e82e0000e94661b33a5001b1fa9aee44e49,Tests_passed,True,True,True,True,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4,Tests_passed,e912c6d514fed533bf06b745dbb208bee92256c3e46a794d43c80e9d57f89ffd,Tests_passed,941a1042b740ea3061bdc9be10c8fdfbe5ca3b7add21120b62d87b35d1c2add4
8,refs/heads/master,13178c81a1ba18fc39b7280dc40919f4208650fa,25d12ee6c6f5bb70501541813caffa5265c0b9c8,92d27fbeb840ea070dfc5064ab3a67f223c56441,,3af57b5a02ba264d51a67d6dc4c1a362302ed8f09cb98a0dcd08abceebeecd7a,Tests_passed,26fc25b1b168263e7dc12b303fdc31708348e8feab58e387de85d5a18a5fa6c4,Tests_passed,True,True,True,True,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a,Tests_failed,db916c422bc183b3099de3b057fae439030ebf3e54f36d29abcec0b6e61d1a53,Tests_passed,523dee1fb9efc1700c46d60c43a6d444bc7b9a8566cc1729660d6bb6c28e9e6a
11,refs/heads/master,107b41139ec9db652d16c15a42367f74ce58b82e,987892f92e263671483f5ee0745f244715049728,e93cc18330e74740a41a7c313a9ea226a5d2a3e3,,27fb0e2ccf23ab2d866a9516ec3a602914dd464849b4c4faf0268d131552806f,Tests_passed,a93fe59574d858d3bb6890086916fc9862c496a00c0bf7559221cb682ad19130,Tests_passed,True,True,True,True,Merge_failed,818865f7109a910c201190387b9800eb4bbd51b3aa742ae60b69b709a357eb63,Merge_failed,f18b31a76e2f5164b7ede31cf5af5c5957cadcf8f1571c455eb636505f662542,Merge_failed,818865f7109a910c201190387b9800eb4bbd51b3aa742ae60b69b709a357eb63,Merge_failed,a2512cbf398dc66a68cbdf08a7ec7682d10ce3add3835fd8a593fcdd79368fac,Merge_failed,818865f7109a910c201190387b9800eb4bbd51b3aa742ae60b69b709a357eb63,Merge_failed,818865f7109a910c201190387b9800eb4bbd51b3aa742ae60b69b709a357eb63,Merge_failed,818865f7109a910c201190387b9800eb4bbd51b3aa742ae60b69b709a357eb63,Merge_failed,5390abb6a43f40f948dcdb4afe07bdeba22d2d0b139a146e09603fb3e059d6c5,Merge_failed,818865f7109a910c201190387b9800eb4bbd51b3aa742ae60b69b709a357eb63,Merge_failed,818865f7109a910c201190387b9800eb4bbd51b3aa742ae60b69b709a357eb63,Merge_failed,f18b31a76e2f5164b7ede31cf5af5c5957cadcf8f1571c455eb636505f662542,Merge_failed,62b3b394d98e4cc480128cc118c6bf0962c828659554b72087bcca884580b2eb,Merge_failed,ff8246d255756356143e7245874efa6badd2d51fb4712a0ef8c8708083b110c4,Merge_failed,8fae18775eee606969fe3057d13291afa167806743dcc2273e765f12c5e114e9
90,refs/heads/master,86cd643c3965abea26717eaefe4906e123bdae9c,4cfd10695a901e76e66ff51ad10cc0d7703dafc8,c7da496f0352e7636be850db1b449a39be42d972,,35777e3162b7551a9987e718d33192f5abd0d34aaf0d594085aaad51c2cd664d,Tests_passed,b20d943c265d4bb46b605732f420bc829ca69c386469468bb609ef49b2f104d3,Tests_passed,True,True,True,True,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d,Tests_passed,f03d5da7a4473c0c41bcef362551fad7bf322b36779f7ca875aee1084489e8ac,Tests_passed,cc6200fb10630b7e7feed6c8e047a3d5b6d0c9403354221bf12f3aad84f55c2d
106,refs/heads/master,ac1edc023986436548ac174f12ade9934cb6924d,d82f356295674d8153d678fe8815055a0db00204,6077ff83003bc5a437372754b933e67df785e5b4,,70c5028081a80cf2c2115d5f0cfaa6ce46e5a0c48951ca24a982286c4635391d,Tests_passed,3918e857bf7cdb37195715aaf5dcee0bdd5236ed22cf9b600e3abd3debe96c16,Tests_passed,True,True,True,True,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,41e52ee2f3c542a2a5d0bd380d956a6ddc4bbaa6260385bf4cc7209f9d4d7480,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,3189d01a2eff76e6fd81a27acb288c5c00f98bf9ba09d9419ac02c8000e1b4fe,Merge_failed,74fc657792c9bc45ae5154ae19676d3b134b80bcac3b98156884ad341794cc98,Merge_failed,4ba8a84340c553d7617b1d0307ffd87b21c807076c0a118c836bd1eeff5c36d9,Merge_failed,3259a4d42cb3c4ab92c8f2c00dfd4cf4d4fa33059429e42058b6e4c03c9cc726
110,refs/heads/master,f4e35cb2b5675ff65cd26837949a789c25f498b3,ceb31bad35ae5f622600bb05297cf1497a46ed64,30e07f4ca5c0ea4eba9dce3cf74fd5a74cce547a,,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,66e02770890a40b77b1de72aa96cbce61cbcb510459639ab34070e15f403958d,Tests_passed,True,True,True,True,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9,Tests_passed,e4b1209f69ae8180a8214ec408a629b8fbc230c9c58c499438c227d09293d211,Tests_passed,1bd5c421a95fdee31bdf76d61df6d93dd6a9aefded847cf4401c2753d9c1a4d9
142,refs/remotes/origin/pull/328,69570b96e4d30a0dfda286b42478df8c7ee888d6,4f3b74aaab90fb27a47533a320ba8401e49a807c,60c098241fd7001ce290c8dd99fd53a085f0b77e,,1c0e8d95e9e957ab1aeeb4069eb52e696f0e15df0b33ddc0d78cce7a22366f6c,Tests_passed,f1b47d5e38b5cb2823676c4a48e3035ed1428884ee5ee7cf231acfeebb427923,Tests_passed,True,True,True,True,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,558a493ed0f75bea516d11db531186367992ff2c837947af26f34bdbda5f0389,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Merge_failed,b2b7936944668ac803418f57d78c9013abde653ad99e1272e5f550bea3b1d508,Tests_passed,8136fb6589c8da714a5aadff60fd399f2dea42753c82f16ad990aff7c69fb9eb,Tests_passed,98c3dbf5b4c5ea7d7c0bd3de4df99db99664b46db448270c3925168bdf1ea882,Merge_failed,2a9d48ac58e1d47e273bdfbeb11ef0a918d8e1fcfb0fac795112f7131e47fcfe
143,refs/remotes/origin/pull/338,436f7cfe5ecfe763e7a45ce6745f1d1c52133d22,6e167b15fdeba936874662d6ccc6b0ae0a4ec6b8,03213c8c3ae8e233dc5e115bae6cdb049e8df71d,,084c0bad8578a2dc019f9539b3f88abc9220fb38b95b98d40033abf1815975c3,Tests_passed,dc24f010e05c53895a5ef953bc983f6f75d56077d0931552aa69521dd1a7ee5c,Tests_passed,True,True,True,True,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,05d48409e334cf67975c391080c77388ee1bbc360a2b63a3a4411f47bf836798,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,0c94035aa4be707d6fb6b10d45c086cb0e3094b823ffe2a2b1c43ee7bbde47d1,Merge_failed,b690be9d0ba3d8b93141d20ed4b5944b396a78dbf0371e6cc0082ababffd6a26,Tests_failed,40d387e40888d42ce0ffe86c98d8f289d5595e47f869de91c7fd53779116ad26,Merge_failed,c3f606babc394883f854633cc4c995956ca0a91f5e5a982fc77c2dd26d00f458
150,refs/remotes/origin/pull/377,9a52d00511a6f7b1aae615e9f8bbea3e8a68b05c,72e79f379647a7eb09b6116ae0fd74d5e2170e8f,58a8c16bd6a2443743d15416fa58b210ed6b49b9,,c3361cf2dc554f3ef2b621cba82f9886d17d0347ba0ab7abbb898315e27827b8,Tests_passed,0dbce41e70ef3b46b83fa37149497421447846f8c019e3ef5d68b4776c65a9f9,Tests_passed,True,True,True,True,Merge_failed,6d9bfc2de83589f7641187e732c3c4969821586793a67550ff285bb7ca30edb0,Merge_failed,fd69e9cc66a82ac66985eeedbb1038e19d2b216ac206e524ed09129f9f1ab6ea,Merge_failed,6d9bfc2de83589f7641187e732c3c4969821586793a67550ff285bb7ca30edb0,Merge_failed,fd69e9cc66a82ac66985eeedbb1038e19d2b216ac206e524ed09129f9f1ab6ea,Merge_failed,6d9bfc2de83589f7641187e732c3c4969821586793a67550ff285bb7ca30edb0,Merge_failed,6d9bfc2de83589f7641187e732c3c4969821586793a67550ff285bb7ca30edb0,Merge_failed,6d9bfc2de83589f7641187e732c3c4969821586793a67550ff285bb7ca30edb0,Merge_failed,6de9c1d9ae0e16b615066f704b78aa7d4afce52e2eb42a60ecfef0d94c8a4fdc,Merge_failed,6d9bfc2de83589f7641187e732c3c4969821586793a67550ff285bb7ca30edb0,Merge_failed,6d9bfc2de83589f7641187e732c3c4969821586793a67550ff285bb7ca30edb0,Merge_failed,fd69e9cc66a82ac66985eeedbb1038e19d2b216ac206e524ed09129f9f1ab6ea,Merge_failed,3b49df03ec0ca471f3e5c4053c041b33187693a913411a3246b4b226b944790c,Merge_failed,6e95b700e4e92057c05240de686a3170cb6d219eae3380ff490ff8941282a4cf,Merge_failed,2f6fd0b32f8d39434ac37ef0ddef7cc25b6d9c25701e96e75557aa792806b0a0
