idx,branch_name,merge,left,right,notes,diff contains java file,imports_involved,non_java_involved,num_diff_files,num_diff_lines,test merge,sampled for testing
2,refs/heads/master,9d9e0b971db4ab1b3c6862b901649a99941c3318,3456ee49ad81220156148051b49de82394a60aba,4f0bd6be1507e67f613e78755b88e84eb3df3749,,False,False,True,2,0,False,False
3,refs/heads/master,c33d31ee84f80ad9de677f7c8c44434affb6c61c,6a34b3a67f5ad725f13242c7bb033759ca5dcb50,54e104021a216e204464022b3c10bcff1b4b41aa,,False,True,True,4,0,False,False
4,refs/heads/master,71c59042ed1889defe8e26daa5db896176e363ca,a8c974bb0c52ff23b4cceb7414797520192cff9a,5c0239c37ffc999b16f5da075656dbd8771972da,,False,True,True,6,1,False,False
5,refs/heads/master,556b0b5be775ad0d3fc3b2483d0004d157816f0e,e718716871f0add988375aedb766301eaff709b6,4cf707a35a6803571529100d791b7509483edfd4,,False,True,True,6,0,False,False
6,refs/heads/master,42567a22399320ff7a92a605a63ecf4e4868a681,ba9544455ec01e7caf1a3604aacba4dc81573c73,b760056204701e0ee460d187632e45f5efbc6f7f,,False,True,True,7,2,False,False
9,refs/heads/master,6cc4f6a3f5721650f712ebd3bc2ebe8827d4e854,e7bdbe4a6ad1b33b31e098f01a45acc7b97af523,10269deb54ebf917d6e5b559eafdaf8104c721df,,False,False,True,5,0,False,False
10,refs/heads/master,0b0560debefee50959155381790d5ea2a9d12a94,97987a546112904c9f18e846d753381687ce77dd,02d018f5fd295583f981c5df1ff1ab855bcba40b,,False,True,True,6,10,False,False
11,refs/heads/master,907634a1a73948368a837a76524b4e55ae5124d1,60661ec49d485d81b05b50a09036fa721db65d3d,eb9b488dd6012cc5e08ba776eeae2aee7f3d3c26,,False,False,True,3,0,False,False
12,refs/heads/master,af4b76728abf94cbaf6189459e7db0f25e8a504e,27330ac821cb86dd74b51b0e20296d28949cb7f8,22ef7509976d67487b1b358c4922371ca4faaaab,,False,True,True,10,13,False,False
13,refs/heads/master,369594f164f71c3cfb6f6575bb6b021abec9cb9b,ac46618b3f6985837903c352343c817dca4e5579,d26ca19294e7cfd832c9c64a8fe4171a28cf1d2f,,False,True,True,9,0,False,False
14,refs/heads/master,d5832812ce62a4d278d810ca46e9284dbaad29c6,0732f412d134b0e3cc10e8cadb2238cbf99cfa3a,87d3093bafc107325ccbb995b42fdff79bd5937a,,False,False,True,6,17,False,False
15,refs/heads/master,f674d9779fc099490fea2d72a098336934729154,95588c4dbe8c5447df4720e44e02ee99522bfd05,2b6f4ef4362cc24da10e6774eac4d6f96892223d,,False,True,True,20,6,False,False
16,refs/heads/master,7371c0289b300ad4d74f0dab0c3b53bae9ce98ac,eb4c48f3d029597a4b77eed7cd253ca6ee55ef3b,a07a1a089d36ecbdfaeae663db1bea5370d91caf,,False,True,True,6,0,False,False
